Distance_(pixels),Gray_Value
1650,13.7255
1651,14.0539
1652,14.2843
1653,14.2451
1654,14.4412
1655,14.7451
1656,15.1961
1657,15.2304
1658,15.4412
1659,15.7500
1660,16.0980
1661,16.1618
1662,16.3725
1663,16.6863
1664,17.0147
1665,17.6716
1666,17.7647
1667,18.1324
1668,18.5441
1669,18.9216
1670,19.5637
1671,19.8971
1672,20.2598
1673,20.5245
1674,21.1324
1675,21.6422
1676,22.3971
1677,23.0784
1678,23.6520
1679,23.8971
1680,24.6422
1681,25.4853
1682,26.2255
1683,27.2843
1684,27.9706
1685,28.9804
1686,30.0735
1687,31.0441
1688,31.9804
1689,33.0588
1690,34.3676
1691,35.7941
1692,37.0686
1693,38.7843
1694,40.4951
1695,42.3578
1696,43.6765
1697,45.0049
1698,46.2402
1699,47.6961
1700,49.1471
1701,50.0686
1702,51.5784
1703,52.9608
1704,54.1961
1705,55.7598
1706,57.1176
1707,58.3971
1708,60.0049
1709,61.3382
1710,62.7059
1711,64.3333
1712,65.8039
1713,67.2353
1714,68.6520
1715,70.2108
1716,71.6176
1717,73.1422
1718,74.3039
1719,75.7598
1720,76.7745
1721,77.9951
1722,79.2255
1723,80.2451
1724,80.9510
1725,81.5294
1726,82.1226
1727,82.4314
1728,83.0000
1729,82.7647
1730,82.6912
1731,82.3676
1732,82.1127
1733,81.6176
1734,80.8186
1735,79.9216
1736,79.0049
1737,77.7745
1738,76.5441
1739,75.1765
1740,73.9118
1741,72.4706
1742,71.0000
1743,69.6274
1744,68.2941
1745,66.5637
1746,65.1324
1747,63.9167
1748,62.3284
1749,60.9314
1750,59.8039
1751,58.7304
1752,57.4853
1753,56.1667
1754,54.8627
1755,53.7206
1756,52.6422
1757,51.3775
1758,50.2402
1759,49.2451
1760,47.7745
1761,46.4559
1762,44.8088
1763,43.4069
1764,41.7010
1765,39.8480
1766,38.0931
1767,36.8235
1768,35.3775
1769,33.9853
1770,33.0098
1771,31.6814
1772,30.6569
1773,29.6029
1774,28.6912
1775,27.9559
1776,27.2941
1777,26.3431
1778,25.6716
1779,24.7549
1780,24.3039
1781,23.8137
1782,23.2451
1783,22.6078
1784,22.2745
1785,21.8333
1786,21.3873
1787,20.9412
1788,20.3333
1789,19.9363
1790,19.6176
1791,19.3186
1792,18.7206
1793,18.5049
1794,18.3186
1795,17.8824
1796,17.4804
1797,17.2990
1798,16.8971
1799,16.7451
1800,16.4167
1801,16.2794
1802,16.0147
1803,15.9412
1804,15.5931
1805,15.2451
1806,15.1373
1807,14.9069
1808,14.4853
1809,14.3235
1810,14.2745
1811,14.2745
1812,14.0147
1813,13.8431
1814,13.6863
1815,13.7059
1816,13.4853
1817,13.2990
1818,13.2696
1819,13.0637
1820,13.0588
1821,12.8725
1822,12.7598
1823,12.7059
1824,12.6029
1825,12.6275
1826,12.4363
1827,12.3382
1828,12.3284
1829,12.2451
1830,12.1912
1831,12.1716
1832,12.0490
1833,11.9265
1834,11.8775
1835,11.8039
1836,11.6961
1837,11.5490
1838,11.7402
1839,11.4020
1840,11.4314
1841,11.4020
1842,11.3137
1843,11.2941
1844,11.2255
1845,11.2500
1846,11.2255
1847,11.1618
1848,11.2500
1849,11.1324
1850,11.2157
1851,11.1569
1852,11.1569
1853,11.2010
1854,11.1275
1855,11.3088
1856,11.1863
1857,11.1618
1858,11.2500
1859,11.3137
1860,11.2304
1861,11.3775
1862,11.4559
1863,11.3333
1864,11.3922
1865,11.4461
