Distance_(pixels),Gray_Value
1412,68.0980
1413,68.5245
1414,69.1471
1415,69.5490
1416,69.8333
1417,70.0980
1418,70.6226
1419,70.9069
1420,71.1274
1421,71.3726
1422,71.7206
1423,72.2892
1424,72.2990
1425,72.8088
1426,73.1569
1427,73.3382
1428,73.8137
1429,74.1274
1430,74.7353
1431,75.4118
1432,75.9853
1433,76.4020
1434,77.2941
1435,78.0392
1436,78.9755
1437,79.8333
1438,80.9167
1439,81.7843
1440,83.2059
1441,84.4069
1442,85.6912
1443,87.1814
1444,88.6814
1445,90.2696
1446,91.7941
1447,93.3431
1448,94.9510
1449,96.6274
1450,98.3676
1451,99.9657
1452,101.9608
1453,103.3284
1454,104.7647
1455,106.0441
1456,107.4657
1457,108.8627
1458,109.7500
1459,110.6912
1460,111.3676
1461,112.1324
1462,112.6765
1463,112.7843
1464,112.7010
1465,112.4118
1466,111.7647
1467,111.2010
1468,110.5049
1469,109.4755
1470,108.1961
1471,107.2451
1472,105.5392
1473,103.8971
1474,102.2059
1475,100.4363
1476,98.5245
1477,96.9853
1478,95.3774
1479,93.5686
1480,92.0392
1481,90.6274
1482,89.2500
1483,88.2255
1484,86.9755
1485,85.6863
1486,84.7794
1487,83.9363
1488,83.1765
1489,82.2010
1490,81.5147
1491,81.0686
1492,80.5441
1493,79.7010
1494,79.2794
1495,78.7598
1496,78.1520
1497,77.7157
1498,77.2010
1499,76.6716
1500,76.2696
1501,75.9902
1502,75.5833
1503,75.2500
1504,74.9363
1505,74.7353
1506,74.5245
1507,74.1667
1508,73.9951
1509,73.7255
1510,73.4167
1511,73.0049
1512,72.8431
1513,72.3137
1514,71.9657
1515,71.5686
1516,71.4804
1517,70.9167
1518,70.5294
1519,70.1765
1520,69.6029
1521,69.2059
1522,68.7598
1523,68.2206
1524,67.8627
1525,67.3480
1526,66.7402
1527,66.2843
1528,65.7696
1529,65.7059
1530,64.7010
1531,64.4020
1532,63.9265
1533,63.0931
1534,62.8971
1535,61.9363
1536,61.5784
1537,61.2598
1538,60.8039
1539,60.0980
1540,59.4755
1541,59.0637
1542,58.7598
1543,58.1324
1544,57.3971
1545,57.0539
1546,56.6029
1547,56.1127
1548,55.9412
1549,55.3039
1550,54.7353
1551,54.3725
1552,53.8186
1553,53.5294
1554,53.1078
1555,52.5441
1556,52.3775
1557,51.9118
1558,51.2892
1559,51.0980
1560,50.8971
1561,50.5049
1562,50.4461
1563,49.9314
1564,49.6569
1565,49.2598
1566,48.9951
1567,48.7990
1568,48.4412
1569,48.2794
1570,47.9020
1571,47.9020
1572,47.7255
1573,47.2941
1574,47.5588
1575,47.2500
1576,47.2157
1577,47.1814
1578,46.8627
1579,47.0147
1580,46.8431
1581,46.5637
1582,46.8382
1583,46.6618
1584,46.5882
1585,46.5490
1586,46.5882
1587,46.4902
1588,46.6324
