X,Value,ERR
358,60.810,5.2584
359,59.032,5.0871
360,56.905,4.8846
361,54.968,4.6767
362,53.095,4.4963
363,51.127,4.3546
364,49.714,4.2256
365,48.619,4.1683
366,47.302,3.9790
367,46.127,3.8956
368,44.873,3.7560
369,43.571,3.6522
370,42.651,3.5989
371,41.698,3.4885
372,41.095,3.4039
373,39.810,3.2957
374,38.746,3.1709
375,37.952,3.1050
376,37.238,3.0391
377,36.651,3.0321
378,36.079,2.9258
379,35.159,2.8665
380,34.540,2.8012
381,33.921,2.7653
382,33.381,2.6777
383,32.746,2.6174
384,32.016,2.5300
385,31.286,2.4724
386,31.063,2.4254
387,30.127,2.3496
388,30.032,2.3412
389,29.540,2.2978
390,29.175,2.2613
391,28.794,2.2206
392,28.429,2.2104
393,27.968,2.1550
394,27.587,2.1240
395,27.603,2.0996
396,27.397,2.1007
397,27.000,2.0671
398,26.587,2.0024
399,26.413,1.9794
400,26.413,1.9676
401,25.825,1.9469
402,25.714,1.9089
403,25.667,1.8932
404,25.333,1.8442
405,25.159,1.8083
406,25.159,1.8237
407,24.905,1.7736
408,24.810,1.7741
409,24.778,1.7819
410,24.619,1.7581
411,24.778,1.7768
412,24.603,1.7055
413,24.667,1.7679
414,24.302,1.7089
415,24.143,1.6856
416,24.095,1.6594
417,23.889,1.6357
418,23.937,1.6209
419,23.921,1.6261
420,23.952,1.6192
421,24.063,1.6278
422,23.825,1.6292
423,23.762,1.6032
424,23.571,1.5583
425,23.683,1.5468
426,23.794,1.5527
427,24.111,1.5833
428,24.190,1.5781
429,24.127,1.5573
430,23.937,1.5154
431,24.032,1.5179
432,24.095,1.5393
433,24.381,1.5242
434,24.238,1.5611
435,24.365,1.5338
436,24.349,1.5000
437,24.508,1.5071
438,24.571,1.5313
439,24.810,1.5203
440,24.905,1.4874
441,25.159,1.5022
442,25.365,1.5055
443,25.222,1.4817
444,25.365,1.4681
445,25.762,1.5418
446,26.032,1.5115
447,26.333,1.5564
448,26.222,1.5072
449,26.587,1.5352
450,26.429,1.5243
451,26.841,1.5242
452,27.190,1.5570
453,27.460,1.5607
454,27.714,1.5720
455,28.032,1.5572
456,28.540,1.5902
457,28.683,1.6066
458,29.127,1.6078
459,29.254,1.6171
460,30.111,1.6961
461,30.286,1.6670
462,31.063,1.6907
463,31.159,1.6553
464,31.794,1.7180
465,32.333,1.7908
466,32.873,1.7815
467,33.349,1.7858
468,34.222,1.8510
469,34.873,1.8918
470,35.286,1.9413
471,36.381,1.9817
472,36.952,2.0080
473,37.603,2.0469
474,38.317,2.0442
475,38.778,2.0716
476,40.032,2.1540
477,40.825,2.1945
478,41.524,2.2246
479,42.603,2.3240
480,43.698,2.3716
481,45.048,2.4573
482,46.032,2.4667
483,46.905,2.5268
484,48.984,2.7115
485,49.905,2.7214
486,51.254,2.8374
487,53.270,2.9781
488,54.476,2.9949
489,55.825,3.1171
490,58.016,3.2302
491,59.349,3.2649
492,61.159,3.4338
493,62.968,3.5494
494,64.952,3.6636
495,67.317,3.8207
496,69.841,4.0776
497,71.889,4.1285
498,73.825,4.2566
499,77.143,4.4629
500,79.540,4.6459
501,81.825,4.7545
502,85.619,5.1049
503,88.968,5.3815
504,92.444,5.5326
505,95.175,5.6734
506,98.889,5.9797
507,102.540,6.1981
508,106.460,6.4741
509,109.460,6.6950
510,114.413,7.0276
511,119.206,7.3967
512,123.984,7.7716
513,128.556,8.0865
514,133.286,8.3609
515,138.444,8.7314
516,144.317,9.2405
517,150.365,9.6638
518,154.587,9.8211
519,158.698,9.9959
520,162.349,10.0640
521,165.683,10.1575
522,168.603,10.1374
523,171.587,10.1591
524,174.206,10.1573
525,176.762,10.1096
526,178.714,10.0952
527,180.635,10.0337
528,182.762,10.0107
529,184.111,9.9797
530,185.714,9.9237
531,186.984,9.8752
532,188.032,9.8438
533,189.111,9.8133
534,189.921,9.7835
535,190.524,9.7957
536,191.032,9.8183
537,191.619,9.7801
538,191.619,9.8073
539,191.587,9.8839
540,191.603,9.8485
541,190.730,9.9426
542,190.476,9.9729
543,190.016,10.0006
544,188.556,10.1612
545,187.397,10.2639
546,186.365,10.2987
547,184.730,10.4567
548,183.429,10.5397
549,181.413,10.6603
550,179.381,10.7608
551,176.683,10.9438
552,174.508,11.0496
553,172.222,11.1871
554,169.159,11.2763
555,166.317,11.4206
556,163.254,11.4749
557,160.127,11.5745
558,156.476,11.6312
559,152.730,11.6889
560,148.730,11.6326
561,143.302,11.5086
562,138.635,11.3512
563,131.794,10.8438
564,125.270,10.2937
565,119.032,9.8074
566,113.603,9.4121
567,108.762,9.0329
568,103.381,8.5679
569,98.508,8.2081
570,94.476,7.8745
571,90.587,7.5724
572,87.286,7.2925
573,84.333,7.0291
574,81.683,6.8460
575,78.968,6.6526
576,75.778,6.3834
577,72.921,6.1018
578,70.413,5.8703
579,68.063,5.6910
580,65.714,5.5112
581,63.810,5.3272
582,61.841,5.1801
583,59.317,4.9444
584,57.556,4.8056
585,55.746,4.6617
586,54.429,4.5476
587,53.238,4.4345
588,51.476,4.2877
589,50.000,4.0976
590,49.095,4.0525
591,48.111,3.9849
592,46.762,3.9194
593,45.794,3.8345
594,44.429,3.6643
595,44.302,3.6751
596,43.238,3.5724
597,42.333,3.4563
598,41.238,3.3543
599,40.619,3.3300
600,39.905,3.2535
601,38.857,3.1154
602,38.222,3.0765
603,37.873,3.0578
604,36.889,2.9530
605,36.238,2.8932
606,35.730,2.8770
607,35.619,2.8482
608,34.873,2.7747
609,34.429,2.7273
610,34.063,2.6871
611,33.397,2.6463
612,32.952,2.5977
613,32.540,2.5479
614,31.635,2.4854
615,31.492,2.4631
616,31.159,2.4140
617,30.794,2.3688
618,30.746,2.3949
619,30.302,2.3649
620,29.571,2.2828
621,29.444,2.2535
622,29.079,2.2272
623,29.016,2.2424
624,28.778,2.1876
625,28.349,2.1843
626,28.302,2.1707
627,28.079,2.1400
628,27.857,2.1065
629,27.587,2.0808
630,27.794,2.1075
631,27.524,2.0874
632,27.159,2.0671
633,27.000,2.0283
634,26.825,1.9947
635,26.905,2.0092
636,26.762,1.9578
637,26.825,1.9981
638,26.587,1.9428
639,26.508,1.9392
640,26.127,1.9100
641,26.381,1.9300
642,26.143,1.8876
643,26.302,1.9237
644,26.048,1.8419
645,26.159,1.8628
646,26.175,1.8594
647,26.048,1.8634
648,26.190,1.8352
649,26.190,1.8614
650,26.270,1.8180
651,26.349,1.8276
652,26.317,1.8294
653,26.175,1.7921
654,26.254,1.8201
655,26.317,1.7987
656,26.143,1.7856
657,26.444,1.8021
658,26.571,1.7979
659,26.714,1.7847
660,26.730,1.7769
661,26.778,1.7653
662,26.968,1.7906
663,26.984,1.7671
664,27.222,1.8008
665,27.270,1.7554
666,27.286,1.7368
667,27.413,1.7364
668,27.698,1.7681
669,27.889,1.7585
670,27.889,1.7701
671,28.381,1.7737
672,28.492,1.7853
673,29.032,1.8077
674,28.841,1.7649
675,29.413,1.8473
676,29.397,1.7848
677,30.111,1.8597
678,30.159,1.8395
679,30.238,1.7902
680,30.730,1.8638
681,31.175,1.8796
682,31.603,1.9020
683,31.714,1.9165
684,32.127,1.9411
685,32.730,1.9405
686,33.127,1.9511
687,33.937,2.0312
688,34.492,2.0290
689,34.968,2.0584
690,35.683,2.0987
691,35.889,2.1437
692,36.873,2.1965
693,37.270,2.1592
694,38.143,2.2621
695,38.905,2.2497
696,39.429,2.2418
697,40.429,2.3179
698,41.492,2.4321
699,42.190,2.4797
700,43.127,2.4898
701,44.143,2.5681
702,44.857,2.5968
703,46.000,2.6584
704,47.429,2.7426
705,48.270,2.7724
706,49.651,2.8589
707,51.000,2.9320
708,52.508,3.0358
709,53.619,3.0738
710,54.968,3.1807
711,56.873,3.2981
712,58.159,3.4277
713,60.175,3.5530
714,62.095,3.6619
715,63.460,3.7510
716,65.492,3.8536
717,67.730,3.9788
718,69.968,4.1062
719,72.635,4.2916
720,74.556,4.4022
721,77.175,4.6279
722,79.540,4.7094
723,82.333,4.8816
724,85.810,5.1062
725,88.365,5.2996
726,91.746,5.5329
727,94.905,5.7820
728,98.556,6.0262
729,102.190,6.2211
730,105.857,6.4427
731,109.810,6.7372
732,113.857,7.0107
733,118.222,7.3330
734,122.333,7.6251
735,127.667,7.9760
736,132.825,8.3581
737,137.873,8.6683
738,142.651,9.0498
739,148.317,9.4135
740,152.810,9.5651
741,157.413,9.7636
742,161.619,9.8682
743,164.889,9.9491
744,168.238,9.9591
745,171.524,9.9130
746,174.603,9.9049
747,176.952,9.8549
748,179.254,9.8420
749,182.159,9.7910
750,183.683,9.7473
751,185.746,9.6531
752,187.286,9.5937
753,188.492,9.5504
754,190.429,9.4775
755,191.921,9.3456
756,192.714,9.3653
757,193.540,9.3387
758,194.762,9.2765
759,195.714,9.2447
760,196.365,9.1657
761,196.238,9.2041
762,196.413,9.2141
763,196.270,9.2523
764,196.175,9.2715
765,195.667,9.3249
766,195.048,9.4309
767,194.317,9.4630
768,193.508,9.5220
769,192.381,9.6579
770,191.206,9.7075
771,189.286,9.8405
772,187.889,9.9626
773,185.889,10.1465
774,184.143,10.2412
775,182.317,10.3408
776,179.730,10.5141
777,176.937,10.6695
778,174.016,10.8273
779,170.952,10.9887
780,167.984,11.1087
781,164.651,11.1947
782,161.460,11.3277
783,157.079,11.3467
784,153.079,11.3617
785,148.873,11.3039
786,144.302,11.2231
787,138.746,10.9586
788,131.778,10.4221
789,124.714,9.9024
790,118.238,9.4090
791,113.048,9.0474
792,108.159,8.6148
793,103.905,8.3053
794,99.540,7.9310
795,95.222,7.6073
796,91.746,7.3501
797,88.683,7.1401
798,84.778,6.8228
799,81.921,6.5968
800,79.476,6.3754
801,76.619,6.0871
802,74.397,5.9688
803,71.349,5.7340
804,69.048,5.4836
805,66.603,5.2963
806,65.000,5.1792
807,62.952,5.0296
808,61.143,4.8576
809,59.000,4.6767
810,57.571,4.5551
811,55.667,4.3954
812,54.254,4.2998
813,53.143,4.1665
814,51.651,4.0810
815,50.444,3.9311
816,49.619,3.8499
817,48.444,3.7934
818,47.397,3.6883
819,46.810,3.6487
820,45.857,3.5603
821,45.032,3.5214
822,43.905,3.3819
823,42.937,3.3212
824,42.175,3.2453
825,41.222,3.1470
826,40.937,3.1563
827,39.825,3.0588
828,39.095,2.9923
829,38.238,2.8987
830,37.794,2.8898
831,37.222,2.8001
832,36.571,2.7346
833,36.143,2.7400
834,35.651,2.6984
835,35.095,2.6060
836,34.444,2.5983
837,34.175,2.5302
838,33.762,2.5190
839,33.413,2.4865
840,32.778,2.4011
841,32.540,2.4286
842,32.381,2.3696
843,31.825,2.3383
844,31.460,2.3245
845,30.968,2.2864
846,31.000,2.2835
847,30.762,2.2683
848,30.413,2.2427
849,29.857,2.1693
850,29.952,2.2110
851,29.714,2.1682
852,29.270,2.1294
853,29.159,2.1152
854,29.238,2.1341
855,28.730,2.0569
856,28.841,2.0690
857,28.429,2.0164
858,28.079,2.0157
859,28.286,2.0475
860,28.175,2.0138
861,28.222,1.9793
862,28.032,1.9812
863,27.714,1.9483
864,27.905,1.9978
865,27.905,1.9562
866,27.460,1.9214
867,27.492,1.9219
868,27.508,1.9267
869,27.667,1.9261
870,27.635,1.9446
871,27.365,1.8809
872,27.492,1.9069
873,27.365,1.8802
874,27.698,1.8856
875,27.667,1.8887
876,27.556,1.8806
877,27.698,1.8687
878,27.429,1.8300
879,27.476,1.8468
880,27.492,1.8112
881,27.492,1.8252
882,27.556,1.8372
883,27.873,1.8485
884,27.841,1.8297
885,28.159,1.8393
886,27.540,1.7829
887,28.127,1.8052
888,28.079,1.7928
889,28.032,1.7800
890,28.333,1.8380
891,28.349,1.8019
892,28.730,1.7767
893,28.603,1.7848
894,28.921,1.8297
895,29.111,1.8186
896,29.524,1.8160
897,29.587,1.8285
898,30.063,1.8573
899,30.365,1.8357
900,30.571,1.8563
901,30.683,1.8606
902,30.968,1.8864
903,31.254,1.8825
904,31.619,1.8693
905,32.000,1.9153
906,32.413,1.9489
907,32.730,1.9585
908,33.127,1.9504
909,33.667,1.9892
910,34.143,2.0182
911,34.397,2.0235
912,35.063,2.0984
913,35.302,2.0625
914,36.143,2.1088
915,36.683,2.1531
916,37.349,2.2191
917,38.095,2.2635
918,38.762,2.2732
919,39.698,2.3512
920,39.921,2.3449
921,40.778,2.3521
922,41.111,2.3674
923,42.127,2.3936
924,43.095,2.4766
925,43.889,2.5300
926,44.921,2.6065
927,45.746,2.6652
928,47.063,2.7427
929,47.762,2.7529
930,48.556,2.8005
931,50.143,2.9042
932,51.952,3.0226
933,52.508,3.0545
934,54.159,3.1577
935,55.714,3.2448
936,56.698,3.3017
937,58.222,3.4108
938,60.333,3.5331
939,61.841,3.5846
940,63.286,3.7065
941,65.730,3.8599
942,67.603,3.9810
943,69.333,4.0707
944,71.778,4.2577
945,73.413,4.3286
946,76.111,4.4992
947,78.540,4.6663
948,81.476,4.8008
949,83.984,4.9635
950,86.333,5.0969
951,89.508,5.3155
952,92.667,5.5431
953,96.000,5.7591
954,99.365,5.9881
955,102.683,6.1817
956,106.968,6.4535
957,111.540,6.7381
958,115.794,7.0327
959,119.048,7.2478
960,123.968,7.5834
961,129.683,7.9623
962,134.048,8.2674
963,138.937,8.5472
964,144.492,9.0583
965,149.429,9.2882
966,154.270,9.5359
967,159.619,9.6833
968,163.381,9.7625
969,167.349,9.8697
970,170.413,9.8992
971,173.460,9.8251
972,176.333,9.8009
973,179.206,9.7291
974,181.714,9.7292
975,183.937,9.5978
976,186.175,9.5691
977,188.159,9.4597
978,189.952,9.3867
979,191.683,9.2968
980,193.492,9.1972
981,194.587,9.1413
982,195.889,9.0400
983,197.016,8.9634
984,198.238,8.8771
985,199.032,8.8736
986,199.333,8.8535
987,200.095,8.8159
988,200.333,8.8237
989,200.667,8.7882
990,200.905,8.7912
991,200.937,8.7797
992,200.127,8.8645
993,199.571,8.8881
994,198.857,8.9426
995,198.206,9.0144
996,197.286,9.0750
997,195.921,9.1909
998,194.238,9.3621
999,192.698,9.4175
1000,190.762,9.5747
1001,188.556,9.7526
1002,186.968,9.8405
1003,183.841,10.0486
1004,181.540,10.1961
1005,178.937,10.3388
1006,175.667,10.4746
1007,172.048,10.6564
1008,168.968,10.8125
1009,165.587,10.9068
1010,162.048,10.9888
1011,157.349,10.9985
1012,153.270,11.0132
1013,148.159,10.8581
1014,141.095,10.4727
1015,133.524,9.9096
1016,127.317,9.4678
1017,121.175,8.9369
1018,115.571,8.5689
1019,111.222,8.2699
1020,106.048,7.8490
1021,101.571,7.5899
1022,97.000,7.2302
1023,93.540,6.9749
1024,90.063,6.7223
1025,86.857,6.4978
1026,83.730,6.2493
1027,81.222,6.0296
1028,77.968,5.7762
1029,75.508,5.6256
1030,72.921,5.4390
1031,70.175,5.2331
1032,68.032,5.0564
1033,65.794,4.8562
1034,63.619,4.6812
1035,61.825,4.5431
1036,60.095,4.4125
1037,58.238,4.2778
1038,56.603,4.1746
1039,55.286,4.0647
1040,54.175,3.9647
1041,52.571,3.8135
1042,51.302,3.7389
1043,50.143,3.6654
1044,49.381,3.6118
1045,48.079,3.4764
1046,47.254,3.4078
1047,46.619,3.3357
1048,45.587,3.2692
1049,44.841,3.2259
1050,43.619,3.1310
1051,42.857,3.0642
1052,42.397,3.0313
1053,41.206,2.8764
1054,40.349,2.8398
1055,39.825,2.7843
1056,39.016,2.7369
1057,38.476,2.7087
1058,37.857,2.6763
1059,37.302,2.6066
1060,36.857,2.5561
1061,36.143,2.5482
1062,35.429,2.4600
1063,35.111,2.4193
1064,34.635,2.3543
1065,33.905,2.3486
1066,33.556,2.3076
1067,33.175,2.2497
1068,32.937,2.2213
1069,32.635,2.2463
1070,32.111,2.1804
1071,31.730,2.1486
1072,31.508,2.1508
1073,31.302,2.1262
1074,30.810,2.0826
1075,30.508,2.0492
1076,30.190,2.0439
1077,29.873,2.0311
1078,29.794,2.0325
1079,29.381,1.9839
1080,29.397,1.9695
1081,29.143,1.9336
1082,28.857,1.9354
1083,28.476,1.8777
1084,28.587,1.8741
1085,28.222,1.8671
1086,28.333,1.8610
1087,28.159,1.8851
1088,27.968,1.8640
1089,27.873,1.8327
1090,27.825,1.8416
1091,27.857,1.8477
1092,27.524,1.8240
1093,27.508,1.8187
1094,27.762,1.8302
1095,27.556,1.7885
1096,27.270,1.7723
1097,27.000,1.7352
1098,27.333,1.7557
1099,27.095,1.7350
1100,27.317,1.7443
1101,27.635,1.7653
1102,27.476,1.7481
1103,27.317,1.7372
1104,27.063,1.7363
1105,27.444,1.7353
1106,27.476,1.7202
1107,27.413,1.7059
1108,27.587,1.6969
1109,27.730,1.7409
1110,27.397,1.6863
1111,27.460,1.6700
1112,27.349,1.6788
1113,27.651,1.6661
1114,27.603,1.6674
1115,28.032,1.7019
1116,28.016,1.6761
1117,27.968,1.6634
1118,27.984,1.6524
1119,28.159,1.6527
1120,28.444,1.6787
1121,28.746,1.6912
1122,29.127,1.7194
1123,29.254,1.7118
1124,29.254,1.7297
1125,29.143,1.6822
1126,29.413,1.7061
1127,29.762,1.7173
1128,30.048,1.7153
1129,30.413,1.7741
1130,30.857,1.8080
1131,31.302,1.7876
1132,31.317,1.8152
1133,31.381,1.8214
1134,31.619,1.8105
1135,32.175,1.7953
1136,32.635,1.8694
1137,33.016,1.8714
1138,33.238,1.8856
1139,34.000,1.9501
1140,34.143,1.9497
1141,34.524,1.9606
1142,35.730,2.0500
1143,35.921,2.0624
1144,36.492,2.1275
1145,37.349,2.1291
1146,37.905,2.1745
1147,38.444,2.2300
1148,39.349,2.2383
1149,40.095,2.2898
1150,40.714,2.3490
1151,41.587,2.3849
1152,42.302,2.4595
1153,42.571,2.4386
1154,43.571,2.4518
1155,44.921,2.5899
1156,45.698,2.6178
1157,46.619,2.6476
1158,47.873,2.7449
1159,48.730,2.8113
1160,50.016,2.8914
1161,51.159,2.9202
1162,52.794,3.0136
1163,53.921,3.0971
1164,55.349,3.2321
1165,56.683,3.3021
1166,58.365,3.4088
1167,60.032,3.5354
1168,61.508,3.6060
1169,63.095,3.6850
1170,65.127,3.8311
1171,67.238,3.9943
1172,69.079,4.0707
1173,70.921,4.1983
1174,73.730,4.3792
1175,75.349,4.4590
1176,77.683,4.6358
1177,79.921,4.7412
1178,82.683,4.9283
1179,85.349,5.1057
1180,88.635,5.3099
1181,92.286,5.5448
1182,95.190,5.7531
1183,98.778,5.9461
1184,102.603,6.1822
1185,105.667,6.4706
1186,109.444,6.7179
1187,112.810,6.9070
1188,117.159,7.1185
1189,121.286,7.4516
1190,125.540,7.7240
1191,130.111,8.0308
1192,134.413,8.3176
1193,140.349,8.7709
1194,145.206,9.1526
1195,150.397,9.5276
1196,157.524,9.7931
1197,159.175,9.7914
1198,162.905,9.8525
1199,167.143,9.9020
1200,170.746,9.9192
1201,173.619,9.9203
1202,176.825,9.8782
1203,179.587,9.8020
1204,182.175,9.7562
1205,184.746,9.6356
1206,186.857,9.5555
1207,188.984,9.4654
1208,191.143,9.3200
1209,192.476,9.2752
1210,193.365,9.2321
1211,195.175,9.0888
1212,196.476,9.0385
1213,197.540,8.9666
1214,198.540,8.9103
1215,199.111,8.8447
1216,199.825,8.7587
1217,200.444,8.7399
1218,200.635,8.7014
1219,200.905,8.6916
1220,201.048,8.6765
1221,200.460,8.7590
1222,200.460,8.7678
1223,200.048,8.7793
1224,199.333,8.8386
1225,198.381,8.9282
1226,197.365,9.0143
1227,196.286,9.0925
1228,194.127,9.2309
1229,192.063,9.3794
1230,190.603,9.4542
1231,188.714,9.6432
1232,186.238,9.8192
1233,184.063,9.9251
1234,180.889,10.1395
1235,178.032,10.3021
1236,174.698,10.4005
1237,171.730,10.5588
1238,168.460,10.6715
1239,164.651,10.7425
1240,160.794,10.8173
1241,155.762,10.8270
1242,150.984,10.7580
1243,145.603,10.5934
1244,138.651,10.0869
1245,132.238,9.6810
1246,125.079,9.1137
1247,118.778,8.7067
1248,112.746,8.2399
1249,107.937,7.8515
1250,103.397,7.5367
1251,99.016,7.2386
1252,94.952,6.9654
1253,90.952,6.6385
1254,87.810,6.4199
1255,84.349,6.1481
1256,80.952,5.9054
1257,78.984,5.7418
1258,76.032,5.4921
1259,73.635,5.3339
1260,70.730,5.1226
1261,68.794,4.9268
1262,66.587,4.7559
1263,64.286,4.5778
1264,62.254,4.4315
1265,60.143,4.2992
1266,58.032,4.1242
1267,56.810,3.9933
1268,55.524,3.8803
1269,53.524,3.7556
1270,52.365,3.6693
1271,51.317,3.5704
1272,49.603,3.4684
1273,48.905,3.3895
1274,48.143,3.3355
1275,46.873,3.2620
1276,46.365,3.2033
1277,45.381,3.1093
1278,44.540,3.1053
1279,43.476,2.9832
1280,42.492,2.9128
1281,42.238,2.8482
1282,41.302,2.8009
1283,40.302,2.7275
1284,39.667,2.6410
1285,38.746,2.6275
1286,37.825,2.5513
1287,37.143,2.4966
1288,36.476,2.4686
1289,35.698,2.4048
1290,35.175,2.3268
1291,34.635,2.2610
1292,33.968,2.2457
1293,33.778,2.2370
1294,33.413,2.2175
1295,32.873,2.1387
1296,32.063,2.0955
1297,32.159,2.1102
1298,31.905,2.0470
1299,31.778,2.0895
1300,31.222,2.0276
1301,30.762,2.0052
1302,30.762,1.9997
1303,30.540,1.9861
1304,30.190,1.9431
1305,29.968,1.9400
1306,29.317,1.8696
1307,29.111,1.8946
1308,28.905,1.8615
1309,28.587,1.8571
1310,28.317,1.8232
1311,28.222,1.8072
1312,28.063,1.7819
1313,27.524,1.7298
1314,27.524,1.7170
1315,27.508,1.7372
1316,27.540,1.6945
1317,27.302,1.7104
1318,27.508,1.7286
1319,27.492,1.7239
1320,26.905,1.6760
1321,26.778,1.6644
1322,27.079,1.7048
1323,26.540,1.6316
1324,26.556,1.6451
1325,26.524,1.6725
1326,26.286,1.6094
1327,26.222,1.6003
1328,26.079,1.5964
1329,26.333,1.6150
1330,26.476,1.6359
1331,26.508,1.6300
1332,26.270,1.5964
1333,26.444,1.6109
1334,26.111,1.5816
1335,26.159,1.5709
1336,26.206,1.5801
1337,26.175,1.5701
1338,25.952,1.5419
1339,26.302,1.5042
1340,26.524,1.5569
1341,26.476,1.5513
1342,26.825,1.5755
1343,26.857,1.5848
1344,26.968,1.5933
1345,27.016,1.5956
1346,26.921,1.5809
1347,26.952,1.5889
1348,26.952,1.5604
1349,27.317,1.5881
1350,27.667,1.5885
1351,27.810,1.5891
1352,27.778,1.6254
1353,27.905,1.6408
1354,28.143,1.6566
1355,28.302,1.6530
1356,28.079,1.6113
1357,28.524,1.6309
1358,28.619,1.6290
1359,29.238,1.6420
1360,29.508,1.6781
1361,29.746,1.6891
1362,29.794,1.6861
1363,30.333,1.7491
1364,30.317,1.7546
1365,30.556,1.7653
1366,31.159,1.8211
1367,31.413,1.8267
1368,31.952,1.8524
1369,32.460,1.8732
1370,32.873,1.9045
1371,32.889,1.9006
1372,33.540,1.9231
1373,34.063,1.9493
1374,34.444,1.9824
1375,34.937,1.9995
1376,35.508,2.0238
1377,36.333,2.0579
1378,36.841,2.1413
1379,37.254,2.1509
1380,38.000,2.2241
1381,38.778,2.2554
1382,39.222,2.2878
1383,40.063,2.3215
1384,40.460,2.3780
1385,41.730,2.4817
1386,42.889,2.5759
1387,43.508,2.5997
1388,44.111,2.5823
1389,45.349,2.7103
1390,46.175,2.7598
1391,47.143,2.8013
1392,48.476,2.9202
1393,49.190,2.8910
1394,50.810,3.0194
1395,52.063,3.1108
1396,53.667,3.2090
1397,54.921,3.2814
1398,55.651,3.3396
1399,57.492,3.4989
1400,59.016,3.5496
1401,60.794,3.6638
1402,62.540,3.7860
1403,64.683,3.8913
1404,66.016,4.0333
1405,68.397,4.1618
1406,70.476,4.2747
1407,72.746,4.4712
1408,75.111,4.5676
1409,77.175,4.6985
1410,79.730,4.8600
1411,82.635,5.1422
1412,85.095,5.3185
1413,88.746,5.5056
1414,92.302,5.7996
1415,94.746,5.9035
1416,97.302,6.1119
1417,101.063,6.3370
1418,104.841,6.6164
1419,108.302,6.8206
1420,112.175,7.1230
1421,116.492,7.4518
1422,120.746,7.6564
1423,125.270,7.9931
1424,129.571,8.2351
1425,134.698,8.6548
1426,140.016,8.9913
1427,145.159,9.2799
1428,150.032,9.7473
1429,153.556,9.8229
1430,158.476,9.9303
1431,162.746,10.0403
1432,165.937,10.0390
1433,169.032,10.0398
1434,171.603,10.0573
1435,174.063,9.9924
1436,176.540,9.9551
1437,179.556,9.8578
1438,181.937,9.7981
1439,184.429,9.6743
1440,186.476,9.6370
1441,188.222,9.5688
1442,190.460,9.4257
1443,191.651,9.3978
1444,192.984,9.2843
1445,194.397,9.2262
1446,195.794,9.1055
1447,196.984,9.0205
1448,197.984,8.9833
1449,198.587,8.9437
1450,199.286,8.8773
1451,199.952,8.8067
1452,200.873,8.7308
1453,200.540,8.7680
1454,200.952,8.7011
1455,200.778,8.7289
1456,200.540,8.7190
1457,199.683,8.7928
1458,199.556,8.7860
1459,198.222,8.8833
1460,196.952,8.9430
1461,195.556,9.0750
1462,193.683,9.1769
1463,191.349,9.3589
1464,189.317,9.5021
1465,187.222,9.6298
1466,185.095,9.7478
1467,181.905,9.9255
1468,178.968,10.0672
1469,175.984,10.2114
1470,172.476,10.2990
1471,169.159,10.4474
1472,165.238,10.5332
1473,161.460,10.5595
1474,156.889,10.5711
1475,152.619,10.4778
1476,146.540,10.3072
1477,139.270,9.8049
1478,133.127,9.3139
1479,126.048,8.8908
1480,119.302,8.4530
1481,113.921,8.0102
1482,109.556,7.6975
1483,104.317,7.2855
1484,100.095,7.0316
1485,95.635,6.6867
1486,92.190,6.4095
1487,88.524,6.1795
1488,85.302,6.0256
1489,82.079,5.7273
1490,79.460,5.5384
1491,76.587,5.3079
1492,74.317,5.1554
1493,71.825,5.0008
1494,69.111,4.7355
1495,67.286,4.6618
1496,65.000,4.4398
1497,62.889,4.2932
1498,61.238,4.1810
1499,58.635,3.9871
1500,57.603,3.8990
1501,56.095,3.8068
1502,54.571,3.6390
1503,52.841,3.5443
1504,51.825,3.4429
1505,50.413,3.3275
1506,49.619,3.2784
1507,47.952,3.1575
1508,47.111,3.0881
1509,46.333,3.0308
1510,45.635,2.9685
1511,44.619,2.9247
1512,43.206,2.8676
1513,42.952,2.8000
1514,42.175,2.7201
1515,41.333,2.6700
1516,40.476,2.6082
1517,39.619,2.5129
1518,38.825,2.4789
1519,38.095,2.4072
1520,37.476,2.3660
1521,36.984,2.3412
1522,36.254,2.2811
1523,35.841,2.2162
1524,35.190,2.1867
1525,34.556,2.1414
1526,34.206,2.1033
1527,33.413,2.1015
1528,33.016,2.0328
1529,32.397,1.9827
1530,31.889,1.9409
1531,31.825,1.9395
1532,31.270,1.8795
1533,30.841,1.8733
1534,30.603,1.8408
1535,30.413,1.8253
1536,30.460,1.8257
1537,29.937,1.8014
1538,29.873,1.8055
1539,29.413,1.7758
1540,28.937,1.7426
1541,29.032,1.7501
1542,28.349,1.7136
1543,28.238,1.6795
1544,28.349,1.6997
1545,27.937,1.6760
1546,27.714,1.6454
1547,27.635,1.6355
1548,27.603,1.6260
1549,27.159,1.6327
1550,26.825,1.5961
1551,26.937,1.5906
1552,27.063,1.5999
1553,26.667,1.5798
1554,26.651,1.5804
1555,26.508,1.5752
1556,26.413,1.5547
1557,26.492,1.5690
1558,26.714,1.5715
1559,26.381,1.5448
1560,26.270,1.5369
1561,26.175,1.5199
1562,26.079,1.5134
1563,25.810,1.5226
1564,25.937,1.5355
1565,26.063,1.5428
1566,26.159,1.5434
1567,26.159,1.5587
1568,25.810,1.5245
1569,26.079,1.5224
1570,26.000,1.5136
1571,26.079,1.5188
1572,26.063,1.5078
1573,26.175,1.5170
1574,26.270,1.5304
1575,26.190,1.5418
1576,26.206,1.5297
