X,Value,ERR
52,156.500,11.6893
53,153.521,11.5354
54,150.146,11.3826
55,146.417,11.0551
56,142.750,10.8015
57,137.562,10.4871
58,132.479,10.0154
59,127.583,9.6618
60,123.479,9.3264
61,118.875,8.9852
62,113.854,8.6165
63,109.229,8.2255
64,105.208,7.8327
65,101.271,7.5064
66,97.292,7.2359
67,93.708,6.9214
68,90.354,6.6862
69,87.438,6.3872
70,85.604,6.2197
71,83.146,6.0884
72,81.167,5.8698
73,79.312,5.6777
74,78.229,5.6524
75,76.688,5.4786
76,76.562,5.4395
77,75.375,5.3064
78,75.167,5.3192
79,73.938,5.2674
80,73.792,5.1371
81,73.167,5.0908
82,73.104,5.0320
83,73.104,5.0261
84,73.083,4.9751
85,72.792,5.0396
86,72.354,4.9481
87,73.146,5.0237
88,73.271,4.9507
89,73.688,5.0007
90,74.396,5.0070
91,75.458,5.0301
92,75.792,5.0197
93,77.396,5.1462
94,78.271,5.1985
95,78.792,5.2977
96,80.833,5.4052
97,82.292,5.5175
98,83.479,5.6340
99,85.312,5.7382
100,87.312,5.8023
101,89.000,5.8977
102,90.271,5.9692
103,92.979,6.1813
104,95.125,6.3151
105,98.250,6.5458
106,100.417,6.7075
107,103.417,6.9474
108,105.958,7.1451
109,109.104,7.3352
110,112.062,7.5410
111,115.271,7.8172
112,118.979,8.1038
113,121.771,8.3384
114,125.708,8.6064
115,128.375,8.9589
116,131.854,9.2430
117,135.729,9.5867
118,138.938,9.8545
119,142.292,10.1859
120,145.208,10.4459
121,148.542,10.7868
122,151.792,11.1270
123,154.479,11.3507
124,156.833,11.5185
125,159.125,11.7923
126,160.771,12.0184
127,161.542,12.0885
128,162.750,12.2247
129,162.625,12.3542
130,162.521,12.4932
131,161.792,12.4747
132,161.271,12.4640
133,160.750,12.6098
134,159.083,12.5224
135,156.375,12.3037
136,153.458,12.2561
137,150.458,12.1256
138,147.312,11.8788
139,143.062,11.5902
140,138.417,11.1989
141,133.854,10.9105
142,128.208,10.4081
143,123.875,10.1699
144,118.354,9.7140
145,113.417,9.2552
146,108.271,8.8516
147,103.708,8.4740
148,97.958,7.9955
149,93.688,7.7042
150,89.146,7.2765
151,84.958,6.9317
152,81.021,6.5783
153,77.500,6.3203
154,73.896,5.9618
155,71.042,5.7211
156,68.250,5.4638
157,65.417,5.2584
158,63.354,5.0290
159,61.229,4.8356
160,59.417,4.7008
161,57.333,4.4821
162,55.396,4.3513
163,54.271,4.2465
164,52.812,4.1554
165,51.562,4.0108
166,50.229,3.8701
167,49.062,3.7381
168,47.667,3.6411
169,46.875,3.5545
170,45.812,3.4693
171,45.146,3.3799
172,43.917,3.2544
173,42.958,3.1730
174,42.042,3.0955
175,41.833,3.0321
176,41.083,3.0001
177,40.396,2.9244
178,39.938,2.8736
179,39.708,2.8056
180,39.458,2.7966
181,38.792,2.7209
182,38.667,2.7184
183,38.458,2.6977
184,38.292,2.6596
185,38.062,2.6141
186,37.625,2.5234
187,37.667,2.5119
188,37.583,2.5329
189,37.167,2.4570
190,39.542,3.2573
191,36.958,2.3784
192,37.042,2.3478
193,37.312,2.4261
194,37.312,2.3360
195,37.583,2.3440
196,37.271,2.2974
197,37.667,2.3135
198,38.062,2.3532
199,38.208,2.3125
200,38.146,2.2886
201,38.896,2.3430
202,39.000,2.3264
203,39.812,2.3731
204,40.375,2.4364
205,40.646,2.4008
206,40.833,2.3369
207,41.625,2.4058
208,42.896,2.5228
209,42.958,2.4191
210,43.500,2.4968
211,44.646,2.5680
212,45.708,2.6638
213,45.688,2.5688
214,46.896,2.6066
215,47.979,2.6992
216,49.625,2.8318
217,50.792,2.8308
218,51.604,2.8303
219,52.729,2.9427
220,54.688,3.0893
221,56.562,3.2121
222,57.000,3.1544
223,57.792,3.1323
224,60.479,3.3455
225,62.938,3.5723
226,64.625,3.6849
227,66.104,3.6899
228,67.333,3.7089
229,69.562,3.8328
230,72.250,4.0568
231,75.521,4.2957
232,78.271,4.5323
233,80.562,4.5485
234,81.812,4.5800
235,83.812,4.6328
236,86.750,4.8545
237,90.729,5.1300
238,95.312,5.5346
239,99.125,5.9042
240,103.271,6.1240
241,106.833,6.3700
242,109.625,6.4495
243,112.854,6.5759
244,115.625,6.7330
245,119.104,6.9922
246,122.667,7.1547
247,126.229,7.4518
248,131.104,7.7750
249,135.979,8.1602
250,140.042,8.4786
251,144.729,8.9594
252,149.292,9.3709
253,154.458,9.8592
254,157.375,10.0840
255,161.438,10.3956
256,164.771,10.6916
257,167.042,10.8852
258,169.312,11.0861
259,171.812,11.1662
260,173.542,11.3390
261,173.875,11.4257
262,174.667,11.4510
263,174.354,11.5230
264,174.562,11.5515
265,174.375,11.6714
266,174.000,11.6840
267,172.917,11.7285
268,171.271,11.7336
269,169.625,11.8069
270,167.458,11.7466
271,166.000,11.7564
272,163.479,11.7285
273,159.646,11.5551
274,154.958,11.3021
275,149.729,10.9525
276,144.479,10.5062
277,138.042,9.9432
278,132.688,9.4116
279,126.417,8.9343
280,122.729,8.7536
281,118.979,8.5427
282,115.542,8.3779
283,111.958,8.0881
284,106.667,7.6202
285,102.583,7.2550
286,98.812,6.8975
287,95.729,6.6790
288,94.250,6.6510
289,92.479,6.4840
290,89.833,6.3093
291,87.188,6.0545
292,85.292,5.8268
293,84.833,5.8055
294,84.333,5.7875
295,83.625,5.7024
296,82.167,5.5734
297,80.708,5.4141
298,81.271,5.4429
299,80.792,5.4134
300,81.542,5.4298
301,80.062,5.2871
302,80.021,5.2465
303,81.312,5.3370
304,81.104,5.3209
305,80.896,5.2626
306,81.708,5.2369
307,82.500,5.3094
308,82.833,5.3551
309,83.292,5.2997
310,83.958,5.2585
311,85.667,5.4258
312,86.083,5.4253
313,87.500,5.3836
314,89.271,5.5665
315,90.271,5.5871
316,91.521,5.6922
317,93.896,5.7763
318,96.229,5.9786
319,97.688,6.0199
320,100.625,6.2504
321,102.562,6.3695
322,104.875,6.3937
323,107.771,6.6260
324,110.458,6.7845
325,113.833,7.0113
326,116.417,7.1389
327,119.250,7.3119
328,122.979,7.5506
329,127.792,7.9080
330,130.229,8.0230
331,134.104,8.3082
332,137.667,8.5992
333,142.188,9.0229
334,145.979,9.2123
335,150.438,9.4339
336,153.458,9.7636
337,156.917,10.0179
338,161.042,10.3047
339,164.292,10.6164
340,168.250,10.8624
341,170.646,11.0602
342,173.333,11.2518
343,174.708,11.3214
344,175.729,11.3988
345,177.188,11.5888
346,178.083,11.6215
347,178.688,11.7050
348,178.458,11.7835
349,178.104,11.8947
350,177.958,11.9313
351,177.542,12.0234
352,176.625,12.0826
353,174.438,12.1746
354,172.625,12.0429
355,171.062,12.1622
356,168.646,12.0605
357,164.667,11.9697
358,160.208,11.7399
359,154.458,11.2864
360,148.646,10.9885
361,143.438,10.6144
362,137.438,10.2349
363,133.083,9.8795
364,127.208,9.4673
365,121.250,9.1462
366,116.417,8.7714
367,110.271,8.3663
368,105.521,7.9755
369,100.417,7.5328
370,96.333,7.2632
371,91.917,6.9305
372,88.604,6.7150
373,84.396,6.3453
374,80.917,6.0875
375,78.188,5.9236
376,74.375,5.5982
377,72.312,5.4547
378,69.979,5.2323
379,68.250,5.1479
380,65.375,4.9021
381,64.146,4.8028
382,62.021,4.6015
383,61.333,4.5515
384,59.125,4.4188
385,57.875,4.3593
386,56.708,4.1937
387,55.583,4.1028
388,54.688,4.0475
389,53.188,3.9712
390,51.667,3.8125
391,50.667,3.7141
392,49.604,3.6268
393,48.958,3.5280
394,48.021,3.4135
395,47.250,3.3826
396,46.896,3.3507
397,46.417,3.3355
398,45.229,3.2164
399,44.938,3.1473
400,44.021,3.0703
401,44.125,3.0911
402,44.208,3.0662
403,44.062,3.0626
404,44.062,3.0320
405,43.500,2.9444
406,43.042,2.8886
407,43.396,2.9192
408,43.000,2.9047
409,42.521,2.8588
410,42.417,2.8287
411,42.292,2.7867
412,42.500,2.7702
413,42.750,2.7956
414,43.000,2.7344
415,42.854,2.6970
416,43.521,2.7386
417,43.396,2.7368
418,43.562,2.6876
419,43.542,2.7049
420,44.167,2.7273
421,44.958,2.7414
422,44.771,2.7359
423,45.271,2.7202
424,45.438,2.7113
425,46.188,2.7181
426,46.542,2.7266
427,47.583,2.7381
428,48.333,2.8360
429,48.438,2.8400
430,49.854,2.8373
431,50.625,2.9430
432,51.167,2.8945
433,51.562,2.8978
434,53.750,3.0745
435,54.896,3.0195
436,55.542,3.0601
437,57.312,3.1483
438,58.208,3.1614
439,59.458,3.2022
440,61.396,3.2438
441,62.438,3.2849
442,64.771,3.4491
443,66.896,3.5740
444,68.250,3.5950
445,70.417,3.7523
446,72.125,3.7619
447,74.583,3.9190
448,76.208,3.9745
449,78.438,4.0171
450,81.333,4.2387
451,83.062,4.2291
452,86.833,4.4858
453,89.042,4.5378
454,92.479,4.8110
455,95.354,4.9693
456,99.042,5.1326
457,101.917,5.2290
458,105.604,5.3903
459,109.042,5.6941
460,113.833,5.9291
461,117.479,6.2031
462,121.917,6.3921
463,126.167,6.6574
464,130.625,6.8839
465,135.229,7.2293
466,138.562,7.3940
467,143.083,7.5899
468,147.958,7.9100
469,152.708,8.3224
470,158.104,8.6193
471,162.479,8.9476
472,167.167,9.2737
473,171.542,9.5411
474,175.146,9.6828
475,178.167,9.8510
476,181.708,9.9854
477,184.812,10.1100
478,186.688,10.2846
479,187.479,10.2431
480,188.333,10.3244
481,190.104,10.4256
482,190.521,10.4476
483,190.979,10.4884
484,191.146,10.5409
485,190.979,10.6930
486,190.604,10.7276
487,189.917,10.7984
488,189.208,10.9044
489,187.229,10.9602
490,185.521,11.0286
491,184.458,11.0592
492,182.062,11.1236
493,178.542,11.1257
494,176.083,11.1382
495,171.250,11.0095
496,166.938,10.8246
497,161.604,10.5070
498,156.812,10.3420
499,150.417,9.8894
500,144.833,9.4800
501,138.792,9.1260
502,133.521,8.7322
503,128.688,8.4032
504,123.917,8.0540
505,120.021,7.7914
506,114.917,7.4254
507,111.542,7.2388
508,108.229,7.0193
509,105.000,6.7806
510,102.812,6.5827
511,100.625,6.3892
512,98.438,6.2295
513,97.312,6.1785
514,95.417,6.1095
515,93.458,5.8917
516,93.458,5.8486
517,92.521,5.8172
518,91.625,5.6488
519,91.062,5.6635
520,90.438,5.6190
521,91.062,5.6042
522,90.604,5.5613
523,90.479,5.5275
524,90.625,5.5653
525,90.521,5.4972
526,90.833,5.5382
527,91.229,5.4823
528,91.958,5.4558
529,92.792,5.5344
530,93.479,5.6084
531,94.333,5.6028
532,95.333,5.5549
533,96.667,5.6393
534,97.521,5.6208
535,99.271,5.7707
536,100.812,5.8256
537,102.167,5.8721
538,104.021,5.9769
539,105.958,6.0663
540,108.708,6.1714
541,111.125,6.3215
542,113.958,6.4044
543,116.000,6.5436
544,119.312,6.7056
545,121.250,6.8603
546,124.792,7.0543
547,128.312,7.2195
548,131.438,7.3612
549,135.438,7.6463
550,138.896,7.7604
551,143.042,8.1054
552,146.812,8.3305
553,150.958,8.6296
554,154.771,8.8900
555,159.104,9.1160
556,163.354,9.4489
557,168.250,9.6621
558,171.271,9.7766
559,174.646,10.0215
560,177.521,10.2810
561,180.604,10.1786
562,182.417,10.2978
563,183.792,10.4447
564,185.917,10.4393
565,187.125,10.4942
566,188.625,10.5636
567,188.812,10.6679
568,189.646,10.7518
569,190.396,10.7654
570,189.854,10.8287
571,189.812,10.9106
572,188.625,10.9934
573,188.438,10.9902
574,186.771,11.0856
575,186.146,11.2330
576,183.979,11.2557
577,181.979,11.3228
578,178.896,11.4046
579,176.083,11.4101
580,172.708,11.3772
581,168.688,11.3883
582,164.479,11.2039
583,158.562,10.8444
584,152.292,10.4930
585,145.854,10.0721
586,139.125,9.6162
587,133.667,9.2221
588,127.000,8.8532
589,120.896,8.4356
590,115.062,7.9357
591,110.729,7.7533
592,105.333,7.3147
593,101.188,7.0762
594,96.812,6.7278
595,92.896,6.4951
596,89.188,6.2396
597,85.688,5.9942
598,83.083,5.7785
599,80.625,5.6708
600,77.562,5.4419
601,75.312,5.2856
602,73.062,5.0931
603,71.771,4.9895
604,69.917,4.9127
605,68.271,4.7510
606,66.250,4.5725
607,64.438,4.5054
608,62.625,4.3912
609,61.208,4.2444
610,60.167,4.1360
611,58.875,4.1152
612,57.854,4.0425
613,56.458,3.9274
614,55.292,3.8070
615,54.188,3.7170
616,53.708,3.6816
617,52.875,3.6557
618,52.042,3.5246
619,51.542,3.5162
620,51.104,3.4652
621,50.417,3.3888
622,50.104,3.3469
623,49.500,3.3198
624,49.188,3.2544
625,48.688,3.1899
626,48.667,3.1933
627,48.396,3.1902
628,48.083,3.1169
629,47.729,3.1028
630,47.375,3.0605
631,47.646,3.0595
632,47.521,2.9818
633,47.021,2.9675
634,47.208,3.0149
635,47.438,2.9855
636,47.542,2.9693
637,47.000,2.9519
638,47.521,2.9749
639,47.854,2.9749
640,47.688,2.9157
641,48.042,2.9228
642,48.396,2.9841
643,48.792,2.9489
644,48.917,2.9282
645,49.292,2.9379
646,49.812,2.9710
647,50.208,2.9879
648,51.312,3.0080
649,51.667,2.9962
650,52.708,3.0295
651,53.438,3.1055
652,54.062,3.0880
653,54.604,3.0839
654,55.583,3.1397
655,56.104,3.1683
656,57.229,3.2149
657,58.396,3.2899
658,59.646,3.3473
659,60.625,3.3764
660,61.896,3.4224
661,63.375,3.4359
662,64.875,3.4983
663,66.792,3.5590
664,67.771,3.6518
665,69.500,3.7057
666,71.979,3.8175
667,73.854,3.9518
668,75.396,3.9796
669,77.125,4.0446
670,79.604,4.1761
671,82.417,4.1887
672,84.979,4.4042
673,87.438,4.4988
674,90.000,4.6418
675,92.979,4.7986
676,95.729,4.9238
677,98.333,4.9917
678,101.604,5.2360
679,105.458,5.3753
680,108.688,5.5245
681,112.896,5.7435
682,116.542,5.8980
683,121.438,6.1517
684,125.062,6.4320
685,128.896,6.6196
686,134.021,6.8482
687,138.375,7.0415
688,142.854,7.4085
689,147.938,7.5540
690,152.583,7.8657
691,156.812,8.1446
692,162.646,8.4793
693,167.729,8.7200
694,173.042,9.0642
695,176.229,9.1538
696,179.938,9.2581
697,183.167,9.2809
698,186.875,9.4105
699,189.417,9.4196
700,192.208,9.5002
701,194.083,9.4653
702,195.312,9.4884
703,196.646,9.4205
704,197.958,9.4638
705,198.792,9.5824
706,199.542,9.5292
707,199.542,9.6768
708,199.542,9.6354
709,199.042,9.8214
710,198.625,9.8026
711,197.729,9.8784
712,196.312,9.9931
713,194.958,10.0509
714,192.792,10.1677
715,191.104,10.2523
716,189.438,10.3386
717,186.250,10.3528
718,183.375,10.4061
719,179.104,10.3841
720,175.396,10.4267
721,170.021,10.2028
722,164.042,9.8337
723,157.667,9.5086
724,151.646,9.1519
725,146.375,8.7558
726,141.917,8.5168
727,135.312,8.1239
728,130.375,7.8893
729,125.792,7.5096
730,121.771,7.3251
731,118.125,7.0374
732,114.229,6.7220
733,111.854,6.5823
734,108.833,6.3862
735,107.083,6.2263
736,104.875,6.1230
737,103.625,6.0333
738,102.104,5.9298
739,100.729,5.8128
740,99.542,5.7875
741,99.479,5.7540
742,98.500,5.7226
743,98.062,5.6323
744,97.500,5.5455
745,96.958,5.5019
746,97.458,5.5854
747,96.833,5.3915
748,96.500,5.3631
749,97.000,5.4464
750,96.625,5.3079
751,97.958,5.4097
752,98.729,5.4174
753,98.771,5.4571
754,99.312,5.4272
755,100.896,5.4243
756,101.771,5.4914
757,103.146,5.4773
758,104.354,5.5752
759,105.583,5.5953
760,107.521,5.6810
761,109.812,5.8418
762,112.292,5.9242
763,113.729,5.9351
764,116.292,6.0639
765,118.604,6.2400
766,121.208,6.3865
767,123.792,6.4263
768,127.083,6.6543
769,129.792,6.7352
770,132.938,6.8870
771,136.104,7.0532
772,139.917,7.2436
773,143.896,7.4385
774,147.604,7.6767
775,151.708,7.8273
776,155.354,8.0320
777,159.917,8.2559
778,164.958,8.5585
779,168.646,8.8197
780,172.667,9.0067
781,177.292,9.2748
782,181.479,9.2885
783,183.542,9.3675
784,186.312,9.3660
785,189.146,9.4009
786,191.312,9.4524
787,193.417,9.3927
788,194.896,9.3969
789,196.729,9.4636
790,197.812,9.4142
791,199.104,9.4493
792,199.229,9.6462
793,199.438,9.6788
794,200.042,9.7162
795,200.229,9.7581
796,199.479,9.8482
797,199.188,9.9165
798,198.083,9.9554
799,196.750,10.1467
800,194.979,10.2400
801,193.792,10.3387
802,190.958,10.4826
803,188.271,10.4701
804,185.062,10.5574
805,181.875,10.5636
806,177.833,10.5596
807,172.479,10.4310
808,167.229,10.2283
809,159.542,9.7839
810,153.167,9.3957
811,147.667,9.0939
812,141.083,8.7311
813,134.917,8.3525
814,128.604,7.9913
815,122.458,7.6059
816,117.646,7.2989
817,112.583,7.0243
818,106.458,6.6016
819,102.333,6.3047
820,98.646,6.0553
821,94.896,5.8769
822,91.729,5.6951
823,88.562,5.4718
824,85.812,5.2423
825,83.188,5.1234
826,80.958,4.9910
827,78.896,4.8956
828,76.146,4.6665
829,74.438,4.5785
830,72.875,4.5619
831,71.000,4.3824
832,68.812,4.1926
833,67.750,4.1608
834,66.479,4.1001
835,64.812,3.9951
836,63.562,3.9065
837,62.292,3.8281
838,60.958,3.7337
839,59.875,3.5918
840,58.917,3.5548
841,57.958,3.4837
842,56.521,3.3553
843,56.271,3.4085
844,56.146,3.3591
845,55.458,3.3254
846,54.708,3.2346
847,54.375,3.1886
848,53.708,3.1718
849,53.604,3.1127
850,53.396,3.1062
851,52.562,3.0482
852,52.625,3.0480
853,52.062,3.0211
854,51.562,2.9589
855,51.062,2.8942
856,51.062,2.8897
857,51.104,2.8559
858,51.208,2.8843
859,51.250,2.9053
860,51.042,2.8546
861,50.979,2.8092
862,51.271,2.8005
863,50.833,2.8198
864,51.375,2.8074
865,51.604,2.8071
866,51.333,2.7611
867,51.562,2.7181
868,52.125,2.7712
869,52.854,2.7791
870,52.667,2.7815
871,53.417,2.8132
872,54.583,2.8758
873,54.958,2.8985
874,55.042,2.8367
875,56.042,2.8732
876,57.021,2.8962
877,57.500,2.9337
878,58.208,2.9060
879,59.354,2.9590
880,60.188,3.0546
881,61.375,3.0754
882,62.479,3.0834
883,63.125,3.0777
884,64.104,3.1360
885,66.062,3.2467
886,67.125,3.3534
887,68.792,3.4055
888,70.417,3.4636
889,72.042,3.5034
890,74.208,3.6331
891,76.229,3.7260
892,78.000,3.7646
893,79.979,3.9034
894,82.229,3.9855
895,83.292,3.9999
896,85.562,4.0292
897,87.625,4.0964
898,90.688,4.2443
899,93.479,4.3745
900,96.042,4.4642
901,99.562,4.6398
902,102.542,4.7610
903,105.438,4.9313
904,108.583,5.0029
905,112.667,5.2062
906,116.125,5.4183
907,120.458,5.6645
908,124.333,5.8730
909,128.938,6.1119
910,133.000,6.1781
911,136.125,6.3301
912,141.354,6.5332
913,146.000,6.9178
914,151.208,7.2284
915,156.062,7.4363
916,162.000,7.6816
917,166.479,7.9809
918,171.979,8.2526
919,176.417,8.4439
920,180.479,8.6693
921,184.917,8.7611
922,188.396,8.7742
923,192.083,8.7063
924,194.833,8.6816
925,196.625,8.7008
926,199.583,8.7536
927,201.271,8.7246
928,203.500,8.6921
929,204.771,8.7149
930,205.458,8.7658
931,206.688,8.7571
932,207.500,8.8015
933,207.417,8.8779
934,208.000,8.9201
935,206.604,9.0408
936,206.875,9.0696
937,206.521,9.1669
938,205.250,9.2630
939,204.375,9.3503
940,202.417,9.4113
941,200.729,9.5563
942,198.250,9.7656
943,196.042,9.7174
944,193.688,9.9247
945,190.146,9.9161
946,185.688,9.9725
947,181.438,9.8592
948,176.646,9.7372
949,170.354,9.4394
950,164.917,9.1365
951,157.896,8.7447
952,152.188,8.4751
953,146.188,8.0982
954,140.354,7.7854
955,135.979,7.4871
956,130.562,7.1899
957,125.854,6.8953
958,122.354,6.6697
959,118.625,6.3764
960,115.729,6.2384
961,113.458,6.1487
962,111.833,5.9439
963,109.562,5.8109
964,107.917,5.6816
965,106.188,5.6144
966,105.042,5.5142
967,104.292,5.4351
968,103.083,5.3719
969,102.542,5.3683
970,102.833,5.3589
971,102.229,5.3317
972,101.688,5.2175
973,102.083,5.2481
974,101.729,5.2834
975,101.667,5.2202
976,101.688,5.2071
977,102.521,5.1751
978,102.083,5.0890
979,103.000,5.1232
980,103.917,5.1930
981,104.688,5.1344
982,105.458,5.2966
983,106.458,5.3226
984,108.167,5.3986
985,109.646,5.4053
986,111.271,5.4735
987,113.333,5.5314
988,115.062,5.6624
989,117.396,5.6707
990,118.812,5.8514
991,121.396,5.8804
992,123.479,5.8903
993,125.792,6.0494
994,129.479,6.1785
995,132.396,6.3769
996,135.292,6.4132
997,138.708,6.6207
998,142.562,6.7548
999,145.562,6.8757
1000,149.833,7.1208
1001,153.604,7.3425
1002,157.312,7.4158
1003,161.833,7.6211
1004,166.167,8.0089
1005,170.438,8.1282
1006,175.062,8.3970
1007,180.250,8.7015
1008,183.375,8.7240
1009,186.812,8.7325
1010,189.250,8.8226
1011,192.938,8.7737
1012,195.979,8.7752
1013,198.146,8.7295
1014,199.812,8.6333
1015,201.167,8.6764
1016,202.917,8.7383
1017,203.562,8.6910
1018,205.229,8.7338
1019,206.271,8.7484
1020,207.292,8.7476
1021,207.021,8.8279
1022,206.854,8.8733
1023,206.521,8.8753
1024,206.208,8.9628
1025,205.188,9.1811
1026,204.521,9.1544
1027,203.104,9.3155
1028,201.271,9.3713
1029,198.896,9.4527
1030,196.312,9.6305
1031,193.667,9.7183
1032,190.458,9.8281
1033,187.021,9.8471
1034,182.354,9.8392
1035,177.104,9.7464
1036,170.208,9.3841
1037,163.125,9.0873
1038,156.292,8.6486
1039,148.833,8.1739
1040,142.771,7.8919
1041,136.521,7.5268
1042,130.500,7.2211
1043,124.562,6.9464
1044,119.417,6.6365
1045,114.000,6.3848
1046,109.583,6.1044
1047,104.771,5.7773
1048,100.417,5.5590
1049,96.958,5.3824
1050,93.333,5.1965
1051,90.333,5.0207
1052,87.396,4.8950
1053,85.208,4.6871
1054,82.604,4.5314
1055,80.625,4.4605
1056,78.167,4.2782
1057,76.000,4.1850
1058,73.542,4.0319
1059,72.188,3.9870
1060,70.167,3.8489
1061,69.104,3.7897
1062,67.562,3.7059
1063,65.771,3.6082
1064,64.521,3.5721
1065,63.812,3.3861
1066,62.188,3.3560
1067,60.854,3.2972
1068,60.271,3.2124
1069,59.417,3.2054
1070,58.229,3.1537
1071,57.104,2.9770
1072,56.688,2.9676
1073,55.792,2.9184
1074,55.229,2.8877
1075,55.167,2.8617
1076,55.229,2.8911
1077,54.542,2.8267
1078,54.167,2.8321
1079,53.854,2.7988
1080,52.958,2.6779
1081,52.708,2.6639
1082,52.667,2.6846
1083,52.646,2.6874
1084,52.562,2.6639
1085,51.979,2.6359
1086,52.042,2.6047
1087,51.521,2.5403
1088,51.625,2.5337
1089,51.417,2.5273
1090,51.833,2.5386
1091,51.521,2.5050
1092,51.583,2.4382
1093,52.104,2.5407
1094,52.062,2.4894
1095,52.646,2.4539
1096,52.875,2.5024
1097,53.792,2.5689
1098,53.792,2.5741
1099,53.729,2.5469
1100,54.250,2.5520
1101,54.417,2.5495
1102,55.042,2.5034
1103,55.771,2.5520
1104,56.875,2.6354
1105,57.688,2.6784
1106,58.708,2.7741
1107,59.271,2.7192
1108,59.896,2.7790
1109,60.646,2.7187
1110,61.521,2.7401
1111,62.667,2.7960
1112,64.000,2.8391
1113,65.521,2.9865
1114,66.521,3.0315
1115,67.771,3.0484
1116,69.312,3.0779
1117,71.438,3.2054
1118,72.875,3.2572
1119,74.667,3.3547
1120,76.271,3.3451
1121,78.021,3.4261
1122,80.667,3.6053
1123,82.167,3.6811
1124,85.104,3.7572
1125,87.312,3.9136
1126,90.021,4.0065
1127,92.104,4.1352
1128,94.688,4.0956
1129,97.833,4.2319
1130,100.500,4.4199
1131,103.167,4.6135
1132,106.083,4.6744
1133,109.917,4.8851
1134,113.938,5.0946
1135,117.417,5.2120
1136,123.229,5.3786
1137,126.354,5.5241
1138,130.229,5.8226
1139,134.417,6.0009
1140,139.792,6.3142
1141,144.521,6.5525
1142,148.333,6.7433
1143,152.875,6.9434
1144,157.854,7.1554
1145,163.354,7.3736
1146,168.979,7.7593
1147,174.292,8.0282
1148,179.312,8.2307
1149,184.042,8.4525
1150,187.479,8.4317
1151,190.812,8.4831
1152,193.479,8.4232
1153,196.583,8.3755
1154,199.208,8.4041
1155,201.521,8.3512
1156,203.750,8.2696
1157,205.562,8.2230
1158,207.062,8.1226
1159,208.062,8.1884
1160,208.875,8.1712
1161,209.083,8.1071
1162,209.646,8.1187
1163,210.521,8.2535
1164,210.583,8.2504
1165,209.896,8.3778
1166,209.125,8.4201
1167,208.312,8.5771
1168,207.021,8.6819
1169,205.583,8.8019
1170,203.292,8.8899
1171,203.250,9.0550
1172,199.604,9.0188
1173,196.208,9.1581
1174,193.625,9.2097
1175,189.958,9.2732
1176,186.542,9.4057
1177,181.396,9.3369
1178,176.375,9.0877
1179,170.083,8.7352
1180,163.562,8.3363
1181,157.333,7.9970
1182,152.542,7.7567
1183,146.208,7.4231
1184,140.812,7.0864
1185,136.000,6.9333
1186,131.500,6.6105
1187,127.125,6.3513
1188,123.729,6.1718
1189,120.062,5.9903
1190,117.188,5.8414
1191,114.854,5.7031
1192,111.438,5.5316
1193,110.271,5.4740
1194,108.750,5.3394
1195,107.417,5.3277
1196,105.333,5.2373
1197,105.167,5.1017
1198,103.938,5.0008
1199,103.625,4.9791
1200,103.188,4.9703
1201,102.583,4.9183
1202,101.792,4.7548
1203,100.979,4.8334
1204,101.625,4.8900
1205,101.417,4.8892
1206,100.667,4.6865
1207,101.458,4.7583
1208,101.604,4.7272
1209,102.000,4.7201
1210,103.000,4.8459
1211,103.771,4.8766
1212,104.750,4.9099
1213,105.562,4.7998
1214,107.104,4.8702
1215,108.500,4.9934
1216,110.854,5.1540
1217,112.375,5.2762
1218,114.167,5.3643
1219,116.708,5.4303
1220,118.812,5.4487
1221,121.375,5.5078
1222,122.792,5.6149
1223,125.583,5.7817
1224,128.792,5.9408
1225,131.896,6.0598
1226,133.583,6.1799
1227,136.771,6.3903
1228,140.583,6.5635
1229,144.354,6.6694
1230,148.396,6.9681
1231,151.979,7.1360
1232,156.229,7.3310
1233,160.417,7.4911
1234,164.979,7.6930
1235,169.042,7.9515
1236,174.229,8.2233
1237,179.062,8.3807
1238,184.125,8.5918
1239,187.083,8.6606
1240,190.021,8.6859
1241,193.188,8.7126
1242,195.000,8.6024
1243,196.917,8.5931
1244,199.583,8.4911
1245,201.000,8.4108
1246,202.625,8.4467
1247,203.167,8.4645
1248,203.896,8.5192
1249,205.312,8.4937
1250,206.083,8.5060
1251,206.000,8.5660
1252,205.729,8.5582
1253,205.667,8.6188
1254,205.292,8.6359
1255,205.083,8.6633
1256,204.521,8.7828
1257,202.688,8.8895
1258,201.229,8.9596
1259,199.854,9.0954
1260,197.208,9.2698
1261,194.854,9.4088
1262,191.417,9.5129
1263,187.021,9.6276
1264,183.875,9.5799
1265,179.021,9.4384
1266,172.604,9.1360
1267,165.812,8.8721
1268,159.854,8.6734
1269,152.646,8.2438
1270,146.625,7.9849
1271,140.167,7.5836
1272,134.667,7.2621
1273,128.896,6.8983
1274,122.562,6.6494
1275,117.125,6.3705
1276,112.146,6.1205
1277,107.729,5.7870
1278,102.792,5.5642
1279,98.812,5.2867
1280,94.854,5.0640
1281,91.958,4.9711
1282,88.792,4.7435
1283,86.083,4.6240
1284,83.021,4.4370
1285,80.938,4.3143
1286,78.917,4.1669
1287,76.521,4.0563
1288,74.146,3.9546
1289,72.625,3.8577
1290,71.542,3.7123
1291,69.292,3.5955
1292,67.542,3.5454
1293,66.750,3.5111
1294,65.312,3.3982
1295,63.396,3.3071
