X,Value,ERR
1296,62.688,3.2703
1297,60.750,3.1111
1298,59.438,3.0281
1299,58.792,3.0546
1300,57.938,2.9719
1301,56.896,2.8463
1302,56.354,2.8409
1303,55.417,2.7768
1304,54.792,2.7417
1305,54.542,2.7480
1306,54.125,2.6717
1307,53.312,2.6139
1308,52.667,2.6022
1309,52.292,2.5129
1310,52.458,2.5656
1311,51.188,2.4780
1312,51.438,2.4961
1313,50.688,2.4849
1314,50.646,2.3845
1315,51.167,2.4485
1316,50.521,2.4117
1317,50.729,2.4619
1318,50.417,2.4249
1319,50.646,2.4274
1320,50.354,2.3016
1321,50.271,2.3664
1322,49.917,2.3685
1323,50.521,2.3569
1324,50.979,2.4219
1325,51.542,2.3890
1326,51.521,2.3942
1327,51.583,2.4269
1328,52.250,2.3783
1329,52.083,2.4309
1330,52.500,2.4093
1331,52.729,2.3949
1332,53.500,2.4204
1333,53.521,2.4293
1334,54.333,2.4450
1335,55.354,2.5162
1336,56.021,2.5517
1337,56.833,2.5416
1338,56.875,2.5871
1339,58.188,2.6343
1340,58.958,2.6259
1341,59.729,2.7690
1342,60.938,2.8137
1343,61.854,2.8094
1344,63.167,2.8488
1345,64.146,3.0401
1346,65.625,3.0349
1347,66.792,3.0575
1348,68.125,3.0486
1349,69.667,3.1682
1350,71.292,3.2337
1351,72.604,3.2848
1352,74.771,3.3459
1353,76.521,3.4896
1354,78.938,3.5974
1355,80.458,3.6476
1356,82.729,3.7531
1357,85.021,3.9191
1358,87.042,3.9402
1359,90.188,4.0531
1360,92.333,4.2512
1361,95.354,4.4193
1362,97.583,4.5457
1363,100.479,4.6109
1364,103.500,4.8759
1365,107.146,4.9296
1366,109.729,5.1305
1367,113.583,5.3022
1368,117.938,5.5312
1369,121.604,5.6793
1370,125.875,5.8283
1371,129.479,5.9809
1372,133.833,6.1840
1373,137.792,6.4893
1374,143.292,6.7549
1375,147.667,6.9944
1376,152.042,7.1936
1377,156.958,7.4656
1378,162.083,7.6012
1379,167.083,7.9668
1380,173.188,8.2705
1381,178.479,8.5966
1382,182.625,8.7224
1383,185.958,8.7008
1384,189.229,8.6921
1385,191.979,8.7186
1386,194.521,8.6822
1387,197.396,8.6034
1388,200.625,8.5128
1389,201.604,8.4999
1390,203.042,8.4498
1391,204.042,8.3942
1392,205.646,8.2694
1393,206.479,8.2617
1394,206.854,8.3445
1395,206.917,8.3204
1396,207.229,8.2981
1397,207.229,8.3662
1398,206.542,8.4363
1399,205.792,8.4353
1400,205.083,8.5445
1401,204.250,8.5827
1402,202.708,8.6798
1403,201.208,8.7540
1404,198.396,8.9169
1405,196.333,9.0196
1406,193.562,9.1192
1407,190.188,9.2475
1408,186.229,9.1610
1409,183.042,9.2127
1410,177.312,9.1113
1411,171.667,8.7429
1412,165.750,8.3659
1413,159.021,8.1061
1414,153.104,7.6779
1415,147.479,7.4021
1416,141.875,7.1229
1417,136.542,6.8560
1418,131.729,6.5862
1419,127.458,6.4203
1420,123.167,6.1132
1421,120.062,5.9834
1422,116.854,5.8575
1423,113.917,5.6177
1424,111.917,5.5964
1425,109.729,5.4442
1426,108.042,5.2593
1427,106.792,5.2097
1428,105.208,5.1372
1429,103.667,5.0153
1430,102.708,4.9495
1431,102.521,4.8523
1432,102.396,4.8514
1433,101.417,4.8111
1434,100.979,4.7818
1435,100.958,4.8867
1436,100.479,4.8052
1437,100.771,4.7719
1438,100.792,4.7060
1439,100.729,4.6988
1440,100.875,4.7850
1441,101.583,4.8123
1442,101.708,4.7619
1443,103.000,4.8395
1444,103.375,4.8856
1445,104.833,5.0025
1446,105.833,4.9281
1447,106.979,5.0185
1448,108.417,5.0618
1449,109.729,5.1688
1450,110.688,5.1644
1451,112.312,5.1977
1452,114.354,5.2684
1453,117.458,5.4430
1454,118.979,5.5513
1455,120.979,5.6544
1456,123.875,5.7158
1457,125.938,5.8045
1458,129.229,6.0821
1459,131.646,6.1164
1460,135.042,6.3295
1461,137.958,6.4772
1462,141.708,6.6763
1463,145.208,6.8621
1464,148.854,7.1112
1465,152.604,7.2551
1466,155.958,7.3910
1467,160.750,7.6085
1468,165.417,7.9697
1469,170.271,8.1584
1470,174.438,8.3674
1471,178.646,8.6338
1472,182.417,8.7469
1473,186.312,8.7921
1474,188.688,8.8375
1475,192.167,8.8004
1476,194.646,8.6436
1477,196.812,8.5864
1478,198.792,8.5226
1479,199.812,8.5336
1480,200.958,8.5072
1481,202.500,8.4677
1482,203.646,8.3834
1483,204.625,8.4216
1484,205.646,8.3013
1485,205.604,8.3202
1486,205.271,8.3475
1487,204.896,8.5061
1488,204.333,8.5226
1489,204.688,8.5498
1490,203.583,8.5827
1491,202.292,8.6556
1492,200.625,8.7486
1493,198.375,8.9412
1494,196.604,8.9802
1495,193.500,9.1235
1496,191.458,9.2477
1497,187.875,9.3586
1498,184.792,9.2688
1499,179.188,9.1558
1500,172.521,8.8592
1501,164.646,8.3948
1502,157.958,8.1209
1503,150.500,7.7241
1504,143.792,7.3545
1505,137.000,6.9695
1506,131.833,6.6728
1507,125.646,6.3685
1508,119.958,6.0814
1509,115.021,5.8362
1510,110.750,5.5982
1511,106.083,5.3245
1512,101.854,5.0699
1513,98.271,5.0068
1514,93.771,4.6985
1515,90.583,4.5308
1516,87.688,4.3768
1517,84.667,4.2573
1518,82.312,4.0952
1519,80.500,3.9523
1520,78.042,3.8781
1521,75.583,3.6623
1522,73.938,3.6163
1523,71.729,3.5365
1524,69.688,3.4608
1525,67.708,3.3064
1526,66.833,3.2658
1527,65.875,3.1764
1528,63.479,3.0177
1529,63.083,2.9398
1530,61.271,2.9607
1531,60.146,2.8370
1532,59.625,2.8171
1533,58.646,2.7182
1534,57.646,2.6607
1535,56.458,2.6281
1536,55.917,2.5677
1537,54.688,2.5427
1538,53.854,2.5577
1539,53.458,2.5247
1540,53.417,2.4565
1541,53.312,2.4733
1542,52.312,2.4374
1543,51.854,2.4095
1544,51.833,2.3800
1545,51.500,2.3376
1546,51.188,2.3281
1547,50.625,2.2671
1548,51.167,2.2641
1549,50.771,2.2541
1550,50.125,2.3292
1551,49.729,2.2451
1552,49.833,2.2182
1553,49.979,2.1599
1554,49.958,2.2115
1555,49.771,2.1558
1556,49.854,2.2355
1557,49.812,2.2338
1558,50.104,2.2748
1559,50.417,2.2858
1560,50.812,2.2650
1561,50.750,2.1830
1562,51.250,2.2624
1563,51.146,2.2101
1564,51.500,2.2863
1565,51.667,2.3002
1566,52.625,2.3101
1567,52.521,2.3803
1568,53.312,2.3633
1569,53.958,2.3608
1570,54.938,2.4272
1571,55.750,2.4649
1572,56.375,2.4662
1573,57.062,2.4808
1574,57.771,2.5279
1575,58.500,2.5748
1576,59.938,2.6133
1577,61.083,2.6601
1578,61.938,2.7505
1579,62.625,2.7373
1580,63.812,2.8230
1581,65.458,2.8812
1582,66.646,2.9122
1583,67.667,3.0273
1584,69.438,3.0790
1585,71.000,3.2081
1586,72.729,3.2301
1587,74.708,3.2826
1588,75.729,3.4613
1589,78.125,3.5324
1590,80.479,3.6464
1591,81.833,3.6378
1592,84.458,3.7933
1593,86.542,3.9252
1594,88.833,3.9599
1595,91.958,4.1165
1596,95.188,4.2941
1597,97.604,4.4972
1598,100.854,4.5746
1599,102.208,4.6159
1600,105.771,4.8126
1601,108.667,4.9460
1602,113.062,5.1686
1603,117.229,5.4035
1604,120.688,5.4269
1605,124.229,5.6425
1606,127.604,5.7891
1607,132.083,6.1233
1608,136.167,6.3419
1609,141.646,6.5433
1610,146.938,6.8196
1611,150.188,7.0439
1612,154.750,7.2133
1613,159.729,7.5127
1614,164.729,7.7141
1615,169.771,7.9679
1616,174.562,8.1747
1617,178.396,8.4152
1618,183.188,8.6210
1619,188.104,8.6324
1620,192.083,8.5486
1621,193.958,8.5317
1622,197.292,8.4786
1623,199.188,8.4250
1624,201.125,8.2954
1625,202.479,8.2649
1626,203.896,8.2011
1627,205.542,8.1725
1628,207.062,8.1235
1629,207.562,8.1600
1630,208.083,8.1402
1631,208.021,8.0741
1632,208.938,8.1326
1633,208.729,8.0954
1634,208.583,8.0618
1635,208.833,8.1613
1636,207.417,8.1522
1637,206.479,8.2519
1638,205.708,8.2528
1639,203.688,8.3412
1640,201.792,8.4196
1641,198.792,8.6176
1642,196.146,8.7127
1643,192.938,8.8987
1644,188.271,8.9064
1645,184.000,8.8044
1646,178.688,8.5948
1647,173.104,8.3162
1648,166.604,8.0075
1649,160.521,7.6992
1650,155.333,7.3715
1651,148.938,7.0647
1652,144.229,6.8738
1653,138.875,6.5633
1654,134.042,6.2781
1655,129.312,6.0448
1656,125.125,5.7077
1657,122.000,5.5653
1658,118.979,5.4418
1659,116.583,5.3891
1660,113.688,5.1888
1661,112.667,5.1590
1662,110.875,5.1345
1663,109.438,5.0103
1664,107.354,4.9333
1665,106.083,4.9152
1666,105.417,4.8858
1667,104.708,4.8367
1668,103.604,4.8128
1669,101.458,4.6546
1670,100.250,4.5506
1671,100.271,4.6184
1672,99.271,4.5930
1673,99.292,4.6301
1674,99.417,4.5992
1675,98.854,4.4906
1676,100.188,4.5759
1677,101.521,4.6096
1678,101.125,4.6118
1679,101.729,4.5864
1680,101.854,4.5607
1681,101.896,4.5869
1682,102.375,4.6067
1683,101.792,4.5391
1684,102.604,4.5819
1685,104.188,4.7086
1686,105.271,4.6940
1687,106.229,4.6905
1688,107.271,4.7510
1689,108.979,4.7901
1690,111.333,4.8499
1691,113.542,4.9043
1692,115.958,4.9331
1693,118.250,5.0234
1694,120.854,5.2368
1695,124.271,5.4457
1696,127.208,5.6243
1697,130.938,5.6653
1698,133.417,5.8816
1699,136.000,6.0318
1700,139.792,6.3682
1701,143.562,6.6239
1702,145.479,6.6660
1703,148.208,6.8240
1704,150.625,6.9927
1705,152.646,7.1110
1706,154.812,7.1828
1707,158.000,7.3729
1708,160.479,7.5552
1709,164.375,7.8452
1710,167.000,8.0162
1711,170.250,8.2694
1712,172.500,8.3192
1713,175.021,8.5210
1714,177.042,8.7205
1715,179.021,8.9405
1716,181.458,9.0369
1717,183.771,9.2076
1718,184.604,9.2719
1719,185.250,9.3565
1720,186.146,9.4017
1721,186.208,9.4828
1722,185.917,9.5221
1723,187.833,9.5033
1724,188.250,9.3990
1725,188.062,9.4268
1726,188.396,9.4043
1727,187.875,9.3220
1728,187.750,9.2912
1729,187.083,9.2038
1730,185.542,9.1106
1731,183.896,9.0047
1732,181.542,8.8663
1733,177.833,8.7691
1734,174.250,8.7234
1735,170.521,8.4439
1736,165.583,8.2517
1737,159.688,7.9861
1738,153.708,7.7794
1739,147.562,7.5348
1740,141.438,7.3279
1741,135.167,7.1401
1742,128.042,6.7850
1743,122.938,6.6568
1744,117.521,6.4735
1745,111.292,6.2385
1746,106.188,5.9669
1747,100.354,5.6167
1748,95.021,5.4015
1749,90.896,5.1104
1750,86.104,4.9298
1751,82.083,4.7290
1752,79.229,4.5285
1753,76.250,4.2904
1754,73.333,4.1723
1755,69.854,3.9615
1756,68.562,3.8757
1757,66.312,3.6991
1758,64.500,3.6353
1759,63.417,3.4837
1760,61.812,3.4520
1761,60.479,3.2620
1762,59.583,3.2143
1763,58.375,3.0797
1764,57.521,3.0100
1765,56.167,2.9426
1766,55.979,2.9137
1767,55.229,2.7992
1768,54.375,2.6622
1769,54.271,2.6752
1770,53.854,2.6251
1771,53.083,2.5512
1772,52.521,2.5073
1773,51.979,2.4334
1774,51.812,2.4948
1775,51.271,2.4532
1776,50.833,2.3809
1777,50.938,2.3690
1778,50.438,2.4055
1779,49.917,2.3395
1780,49.167,2.3305
1781,48.188,2.2127
1782,47.167,2.0962
1783,46.458,2.1284
1784,46.229,2.1098
1785,45.417,2.1211
1786,44.938,2.0928
1787,44.979,2.1354
1788,44.438,2.1425
1789,44.917,2.1780
1790,45.083,2.1621
1791,45.583,2.2087
1792,45.875,2.1877
1793,46.958,2.2707
1794,47.479,2.3161
1795,48.458,2.2948
1796,49.542,2.3999
1797,49.896,2.3935
1798,50.250,2.3033
1799,51.271,2.4378
1800,51.250,2.4162
1801,51.458,2.3363
1802,52.333,2.3896
1803,52.458,2.3397
1804,53.167,2.3183
1805,53.146,2.2915
1806,54.104,2.4167
1807,55.062,2.4041
1808,55.750,2.4443
1809,56.542,2.4700
1810,57.500,2.4996
1811,58.604,2.6402
1812,59.208,2.6509
1813,59.812,2.6861
1814,60.479,2.7483
1815,60.979,2.7487
1816,61.417,2.7442
1817,61.542,2.7902
1818,62.208,2.7589
1819,62.625,2.7487
1820,63.583,2.8174
1821,65.250,2.9342
1822,65.896,3.0170
1823,68.083,3.1053
1824,69.604,3.2213
1825,71.271,3.2719
1826,73.625,3.4497
1827,75.875,3.5789
1828,78.042,3.6026
1829,80.833,3.7725
1830,83.021,3.8969
1831,84.750,4.0310
1832,87.646,4.0831
1833,89.271,4.1304
1834,92.292,4.2569
1835,93.708,4.3477
1836,96.500,4.4441
1837,98.479,4.6410
1838,101.438,4.7943
1839,103.646,4.8660
1840,107.000,5.0405
1841,109.521,5.2105
1842,113.312,5.3124
1843,117.042,5.5905
1844,121.083,5.7395
1845,125.250,5.9452
1846,131.229,6.2351
1847,135.083,6.5459
1848,139.438,6.6786
1849,143.021,6.8794
1850,147.521,7.0965
1851,151.729,7.3624
1852,155.688,7.5530
1853,159.854,7.7789
1854,164.938,7.9834
1855,169.750,8.2873
1856,174.875,8.4604
1857,180.625,8.8052
1858,184.938,8.9806
1859,188.208,8.9283
1860,191.062,8.9415
1861,193.708,8.8159
1862,196.417,8.7849
1863,198.500,8.6602
1864,200.792,8.5871
1865,202.250,8.5690
1866,203.958,8.5593
1867,204.938,8.4084
1868,206.292,8.3586
1869,206.542,8.2337
1870,207.312,8.1828
1871,207.625,8.2918
1872,207.854,8.2671
1873,207.646,8.2933
1874,207.375,8.2912
1875,205.771,8.2892
1876,205.708,8.3400
1877,204.479,8.4223
1878,203.312,8.4941
1879,200.604,8.5918
1880,199.375,8.6862
1881,197.146,8.7113
1882,194.083,8.7911
1883,190.542,8.8347
1884,186.896,8.8193
1885,182.167,8.8199
1886,176.146,8.4814
1887,170.062,8.2827
1888,164.708,7.9906
1889,158.812,7.6905
1890,153.479,7.3963
1891,147.833,6.9881
1892,141.896,6.7848
1893,137.750,6.5785
1894,133.083,6.4367
1895,129.500,6.2010
1896,125.521,5.9995
1897,120.750,5.8396
1898,117.104,5.5866
1899,114.479,5.4844
1900,112.229,5.3436
1901,109.438,5.2384
1902,108.250,5.1664
1903,106.333,5.0483
1904,104.188,4.9809
1905,102.896,4.8861
1906,102.250,4.8654
1907,101.229,4.7696
1908,100.354,4.7660
1909,99.312,4.6473
1910,98.979,4.6834
1911,99.104,4.5751
1912,99.062,4.6887
1913,98.312,4.5933
1914,98.562,4.6074
1915,97.667,4.6005
1916,97.604,4.4747
1917,97.958,4.5593
1918,99.250,4.6445
1919,100.146,4.7142
1920,100.625,4.6423
1921,101.250,4.6510
1922,101.521,4.7123
1923,102.688,4.7830
1924,104.625,4.8278
1925,106.354,4.9969
1926,107.604,5.0694
1927,108.479,5.1184
1928,110.333,5.1324
1929,112.792,5.2708
1930,115.396,5.3893
1931,115.979,5.4142
1932,118.542,5.5966
1933,121.250,5.6938
1934,124.312,5.9023
1935,126.021,5.9639
1936,128.104,6.0802
1937,131.438,6.1920
1938,134.500,6.4580
1939,138.250,6.6279
1940,141.875,6.8109
1941,145.354,7.0300
1942,148.646,7.1286
1943,152.667,7.4404
1944,157.312,7.6171
1945,162.333,7.8617
1946,165.646,8.0955
1947,169.125,8.2580
1948,173.583,8.5342
1949,177.500,8.6554
1950,182.812,8.9682
1951,186.250,9.0277
1952,188.708,8.9702
1953,192.062,8.9178
1954,193.750,8.8978
1955,196.125,8.7933
1956,198.583,8.7112
1957,200.062,8.5979
1958,201.667,8.5777
1959,202.396,8.5475
1960,203.000,8.4277
1961,205.042,8.3304
1962,205.896,8.3105
1963,206.396,8.3153
1964,205.750,8.3197
1965,206.354,8.2988
1966,205.646,8.4337
1967,205.271,8.4227
