Distance_(pixels),Gray_Value
1542,46.0167
1543,44.5083
1544,43.2000
1545,41.7750
1546,40.7083
1547,39.7917
1548,38.7667
1549,37.7000
1550,37.0000
1551,35.8833
1552,35.0667
1553,34.2167
1554,33.7333
1555,33.3000
1556,32.2750
1557,32.0750
1558,31.1667
1559,30.7333
1560,30.4167
1561,29.9083
1562,29.5333
1563,29.0167
1564,28.8167
1565,28.2750
1566,27.8417
1567,27.5667
1568,27.6333
1569,27.5667
1570,27.1667
1571,26.9000
1572,26.9167
1573,26.7417
1574,26.6083
1575,26.4167
1576,26.6417
1577,26.4750
1578,26.1250
1579,26.1000
1580,26.0750
1581,26.1833
1582,26.1417
1583,26.1000
1584,26.1667
1585,26.2167
1586,26.3000
1587,26.4250
1588,26.5417
1589,26.7000
1590,26.8500
1591,26.8833
1592,27.0000
1593,27.0417
1594,27.5750
1595,27.5583
1596,27.9500
1597,28.1750
1598,28.6667
1599,29.0000
1600,29.3917
1601,29.7333
1602,30.0750
1603,30.3083
1604,31.1000
1605,31.5167
1606,32.0000
1607,32.4250
1608,32.9333
1609,33.7417
1610,34.2750
1611,34.8333
1612,35.6167
1613,36.3667
1614,37.2083
1615,38.2333
1616,38.6833
1617,39.8167
1618,40.8583
1619,41.5583
1620,42.7167
1621,43.7583
1622,44.9000
1623,46.1750
1624,47.7083
1625,49.0583
1626,50.5083
1627,51.3167
1628,52.8833
1629,54.3250
1630,56.1833
1631,58.3167
1632,59.8000
1633,61.6583
1634,63.1750
1635,65.2500
1636,67.1750
1637,69.7417
1638,72.0833
1639,73.7417
1640,75.8000
1641,78.0917
1642,80.3917
1643,82.7833
1644,85.0917
1645,86.8917
1646,89.2333
1647,91.3583
1648,93.5500
1649,94.6417
1650,96.3500
1651,97.2750
1652,98.2667
1653,99.0667
1654,99.8083
1655,100.5583
1656,101.0833
1657,101.4667
1658,101.6167
1659,101.6083
1660,102.0167
1661,101.9000
1662,101.8250
1663,101.8333
1664,101.2333
1665,100.7250
1666,99.9917
1667,99.0000
1668,97.9500
1669,96.3667
1670,94.8583
1671,93.2333
1672,90.8083
1673,88.6917
1674,86.0083
1675,83.3000
1676,80.3167
1677,77.5833
1678,75.0583
1679,72.1750
1680,70.0000
1681,67.4417
1682,65.2583
1683,63.1333
1684,61.1833
1685,59.8667
1686,58.4833
1687,57.4417
1688,56.1417
1689,55.6833
1690,54.8167
1691,54.2500
1692,53.3333
1693,52.7083
1694,52.3917
1695,52.1333
1696,51.5417
1697,50.6000
1698,50.0083
1699,49.9083
1700,49.5000
1701,49.5333
1702,49.4917
1703,49.5000
1704,50.0000
1705,50.5083
1706,50.5583
1707,50.7417
1708,50.9083
1709,51.1500
1710,51.3583
1711,51.1917
1712,51.6667
1713,52.4667
1714,53.0000
1715,53.7417
1716,54.4333
1717,55.2250
1718,56.4083
1719,57.4750
1720,58.6500
1721,59.8667
1722,61.0667
1723,62.6583
1724,64.1167
1725,65.7917
1726,66.9083
1727,68.2500
1728,70.1667
1729,71.8667
1730,72.9250
1731,74.2083
1732,75.5917
1733,76.4917
1734,77.4167
1735,78.9583
1736,80.1000
1737,81.8500
1738,83.1083
1739,84.4333
1740,85.3500
1741,86.5833
1742,87.4667
1743,88.4167
1744,89.6333
1745,90.7250
1746,91.4417
1747,92.0250
1748,92.5250
1749,93.0167
1750,92.9583
1751,94.0750
1752,94.4583
1753,94.4917
1754,94.6417
1755,94.3750
1756,94.2750
1757,93.8583
1758,93.1583
1759,92.0417
1760,90.6083
1761,88.7000
1762,86.8417
1763,84.6583
