0.0433333	6
0.13	11
0.216667	34
0.303333	85
0.39	143
0.476667	174
0.563333	228
0.65	246
0.736667	314
0.823333	261
0.91	287
0.996667	293
1.08333	255
1.17	273
1.25667	315
1.34333	328
1.43	318
1.51667	320
1.60333	317
1.69	328
1.77667	395
1.86333	428
1.95	398
2.03667	406
2.12333	485
2.21	472
2.29667	506
2.38333	471
2.47	479
2.55667	475
2.64333	487
2.73	505
2.81667	573
2.90333	604
2.99	643
3.07667	729
3.16333	830
3.25	804
3.33667	763
3.42333	716
3.51	687
3.59667	640
3.68333	627
3.77	616
3.85667	620
3.94333	628
4.03	641
4.11667	600
4.20333	603
4.29	610
4.37667	574
4.46333	621
4.55	596
4.63667	628
4.72333	638
4.81	667
4.89667	642
4.98333	711
5.07	700
5.15667	638
5.24333	595
5.33	588
5.41667	602
5.50333	576
5.59	602
5.67667	611
5.76333	590
5.85	548
5.93667	483
6.02333	502
6.11	418
6.19667	395
6.28333	333
6.37	278
6.45667	263
6.54333	317
6.63	337
6.71667	310
6.80333	284
6.89	284
6.97667	256
7.06333	252
7.15	244
7.23667	227
7.32333	233
7.41	269
7.49667	291
7.58333	276
7.67	268
7.75667	291
7.84333	255
7.93	239
8.01667	258
8.10333	241
8.19	210
8.27667	219
8.36333	213
8.45	178
8.53667	191
8.62333	148
8.71	154
8.79667	116
8.88333	124
8.97	128
9.05667	144
9.14333	146
9.23	128
9.31667	131
9.40333	144
9.49	143
9.57667	155
9.66333	142
9.75	116
9.83667	93
9.92333	106
10.01	108
10.0967	87
10.1833	109
10.27	99
10.3567	113
10.4433	67
10.53	80
10.6167	62
10.7033	40
10.79	29
10.8767	21
10.9633	11
11.05	1
11.1367	0
11.2233	0
11.31	0
11.3967	0
11.4833	0
11.57	0
11.6567	0
11.7433	0
11.83	0
11.9167	0
12.0033	0
12.09	0
12.1767	0
12.2633	0
12.35	0
12.4367	0
12.5233	0
12.61	0
12.6967	0
12.7833	0
12.87	0
12.9567	0
