0.0590909	58
0.177273	54
0.295455	15
0.413636	21
0.531818	12
0.65	4
0.768182	6
0.886364	4
1.00455	3
1.12273	3
1.24091	2
1.35909	0
1.47727	0
1.59545	2
1.71364	0
1.83182	0
1.95	0
2.06818	0
2.18636	0
2.30455	1
2.42273	0
2.54091	0
2.65909	0
2.77727	0
2.89545	1
3.01364	1
3.13182	0
3.25	1
3.36818	1
3.48636	0
3.60455	0
3.72273	1
3.84091	1
3.95909	0
4.07727	4
4.19545	0
4.31364	1
4.43182	0
4.55	0
4.66818	0
4.78636	0
4.90455	0
5.02273	0
5.14091	0
5.25909	0
5.37727	0
5.49545	0
5.61364	0
5.73182	0
5.85	0
5.96818	0
6.08636	0
6.20455	0
6.32273	0
6.44091	0
6.55909	0
6.67727	0
6.79545	0
6.91364	0
7.03182	0
7.15	0
7.26818	0
7.38636	0
7.50455	0
7.62273	0
7.74091	0
7.85909	0
7.97727	0
8.09545	0
8.21364	0
8.33182	0
8.45	0
8.56818	0
8.68636	0
8.80455	0
8.92273	0
9.04091	0
9.15909	0
9.27727	0
9.39545	0
9.51364	0
9.63182	0
9.75	0
9.86818	0
9.98636	0
10.1045	0
10.2227	0
10.3409	0
10.4591	0
10.5773	0
10.6955	0
10.8136	0
10.9318	0
11.05	0
11.1682	0
11.2864	0
11.4045	0
11.5227	0
11.6409	0
11.7591	0
11.8773	0
11.9955	0
12.1136	0
12.2318	0
12.35	0
12.4682	0
12.5864	0
12.7045	0
12.8227	0
12.9409	0
