10000.0 	 1.860656
12500.0 	 1.834438
15000.0 	 1.807015
17500.0 	 1.778214
20000.0 	 1.747814
24402.31 	 1.689052
28804.62 	 1.623039
30134.49 	 1.600785
30799.43 	 1.589257
31131.9 	 1.583398
31298.13 	 1.580418
31381.25 	 1.578923
31464.36 	 1.57742
31514.52 	 1.57651
31564.67 	 1.575599
31589.75 	 1.575142
31602.29 	 1.574913
31614.83 	 1.574685
31627.37 	 1.574456
31639.91 	 1.574228
31646.18 	 1.574113
31652.45 	 1.573999
31658.72 	 1.573885
31664.98 	 1.573771
31670.0 	 1.57368
31675.02 	 1.573588
31680.04 	 1.573497
31685.05 	 1.573407
31687.56 	 1.573361
31690.07 	 1.573316
31692.58 	 1.573271
31695.08 	 1.573226
31697.59 	 1.573182
31700.1 	 1.573137
31702.61 	 1.573093
31703.86 	 1.573071
31705.11 	 1.57305
31706.19 	 1.573032
31707.26 	 1.573014
31708.34 	 1.572996
31709.41 	 1.572979
31710.49 	 1.572963
31711.03 	 1.572955
31711.56 	 1.572948
31712.1 	 1.572941
31712.64 	 1.572935
31713.18 	 1.572929
31713.71 	 1.572924
31714.25 	 1.57292
31714.79 	 1.572917
31715.33 	 1.572915
31715.86 	 1.572914
31716.4 	 1.572915
31716.94 	 1.572918
31717.48 	 1.572924
31718.01 	 1.572932
31718.55 	 1.572943
31719.09 	 1.572958
31719.63 	 1.572976
31720.16 	 1.572999
31720.7 	 1.573026
31721.23 	 1.573059
31721.77 	 1.573099
31722.3 	 1.573144
31722.8 	 1.573193
31723.29 	 1.573248
31723.79 	 1.573311
31724.28 	 1.57338
31724.78 	 1.573459
31725.27 	 1.573544
31726.25 	 1.57374
31727.24 	 1.573972
31728.22 	 1.574236
31729.21 	 1.574535
31730.19 	 1.574859
31732.52 	 1.575696
31734.84 	 1.576505
31736.01 	 1.57685
31737.17 	 1.577122
31738.6 	 1.577333
31739.56 	 1.577386
31740.0 	 1.577386
31740.07 	 1.577385
31740.27 	 1.577378
31740.46 	 1.577369
31740.85 	 1.577341
31740.92 	 1.577335
31741.17 	 1.577309
31741.41 	 1.57728
31741.9 	 1.577206
31743.57 	 1.576826
31745.11 	 1.576333
31746.64 	 1.575756
31749.71 	 1.574537
31751.24 	 1.573983
31752.01 	 1.57373
31752.77 	 1.573501
31753.47 	 1.573308
31754.17 	 1.573132
31754.87 	 1.572974
31755.56 	 1.572834
31756.26 	 1.572708
31756.96 	 1.572597
31757.66 	 1.5725
31758.35 	 1.572417
31759.05 	 1.572343
31759.75 	 1.572279
31760.45 	 1.572223
31761.14 	 1.572176
31761.84 	 1.572134
31762.53 	 1.572097
31763.23 	 1.572065
31763.92 	 1.572037
31764.33 	 1.572022
31764.73 	 1.572008
31765.13 	 1.571994
31765.53 	 1.571982
31766.33 	 1.571958
31767.13 	 1.571937
31767.93 	 1.571917
31768.73 	 1.571898
31769.53 	 1.57188
31770.33 	 1.571863
31771.14 	 1.571845
31771.94 	 1.571829
31773.54 	 1.571797
31775.14 	 1.571765
31776.74 	 1.571734
31778.35 	 1.571703
31779.95 	 1.571672
31783.15 	 1.571612
31786.35 	 1.571551
31789.55 	 1.571491
