Incident energy 	 
Incident energy 	 
Incident energy 	 σ(E)
3563070.0 	 0.5181848
3565850.0 	 0.4955723
3568630.0 	 0.4729598
3571420.0 	 0.4502659
3574210.0 	 0.4275721
3574300.0 	 0.42684
3577000.0 	 0.4148213
3579790.0 	 0.402402
3582590.0 	 0.3899382
3585390.0 	 0.3774744
3588200.0 	 0.3649661
3590540.0 	 0.3545499
3592410.0 	 0.3462258
3594290.0 	 0.3378573
3596160.0 	 0.3295332
3598040.0 	 0.3211647
3599920.0 	 0.3127961
3600000.0 	 0.31244
3601800.0 	 0.3057014
3603680.0 	 0.2986632
3605570.0 	 0.2915877
3607450.0 	 0.2845496
3609340.0 	 0.277474
3611700.0 	 0.2686389
3614530.0 	 0.2580443
3617370.0 	 0.2474122
3620220.0 	 0.2367427
3623060.0 	 0.2261106
3625910.0 	 0.2154411
3628760.0 	 0.2047716
3631620.0 	 0.1940647
3634480.0 	 0.1833578
3637340.0 	 0.1726508
3638000.0 	 0.17018
3640210.0 	 0.1715266
3643080.0 	 0.1732755
3645950.0 	 0.1750243
3648830.0 	 0.1767792
3651710.0 	 0.1785341
3654590.0 	 0.180289
3657480.0 	 0.18205
3660370.0 	 0.183811
3663260.0 	 0.1855719
3666160.0 	 0.187339
3669060.0 	 0.1891061
3671960.0 	 0.1908732
3674400.0 	 0.19236
3674870.0 	 0.1949457
3677780.0 	 0.2109552
3680000.0 	 0.2231686
3680690.0 	 0.2269647
3683610.0 	 0.2430292
3686040.0 	 0.2563979
3687990.0 	 0.2671259
3689940.0 	 0.2778539
3691890.0 	 0.2885819
3693850.0 	 0.2993649
3695800.0 	 0.3100929
3697760.0 	 0.3208759
3699720.0 	 0.331659
3700000.0 	 0.3331994
3701680.0 	 0.342442
3703640.0 	 0.353225
3705600.0 	 0.364008
3707570.0 	 0.374846
3709530.0 	 0.385629
3711500.0 	 0.3964671
3715930.0 	 0.4208389
3718890.0 	 0.4371234
3719900.0 	 0.44268
3720000.0 	 0.4435009
3724820.0 	 0.4830694
3727790.0 	 0.5074508
3730770.0 	 0.5319143
3733740.0 	 0.5562958
3736720.0 	 0.5807593
3739710.0 	 0.6053049
3742700.0 	 0.6298505
3745690.0 	 0.6543961
3748680.0 	 0.6789417
3749000.0 	 0.6815686
3751680.0 	 0.7035694
3752400.0 	 0.70948
3754690.0 	 0.7231267
3755690.0 	 0.729086
3755693.0 	 0.7291039
3757690.0 	 0.7410046
3760000.0 	 0.7547705
3760700.0 	 0.758942
3763720.0 	 0.776939
3766730.0 	 0.7948764
3769750.0 	 0.8128734
3772780.0 	 0.83093
3774500.0 	 0.84118
3775800.0 	 0.8201547
3778840.0 	 0.7709879
3781870.0 	 0.7219828
3784910.0 	 0.6728159
3787950.0 	 0.6236491
3791000.0 	 0.5743205
3796600.0 	 0.48375
3797100.0 	 0.4932408
3800000.0 	 0.5482876
3800160.0 	 0.5513247
3803220.0 	 0.6094086
3806290.0 	 0.6676823
3809360.0 	 0.7259559
3812430.0 	 0.7842296
3813500.0 	 0.80454
3814990.0 	 0.7927368
3817040.0 	 0.7764975
3819100.0 	 0.7601789
3821150.0 	 0.7439396
3823210.0 	 0.7276211
3825270.0 	 0.7113025
3827840.0 	 0.6909439
3830940.0 	 0.6663869
3834040.0 	 0.6418299
3836620.0 	 0.6213921
3838690.0 	 0.6049944
3840000.0 	 0.594617
3840760.0 	 0.5885966
3842840.0 	 0.5721196
3844910.0 	 0.5557219
3846990.0 	 0.5392449
3849070.0 	 0.5227679
3851150.0 	 0.5062909
3853750.0 	 0.4856947
3856870.0 	 0.4609793
3860000.0 	 0.4361846
3865300.0 	 0.3942
3866280.0 	 0.39351
3869420.0 	 0.3912991
3872560.0 	 0.3890882
3875710.0 	 0.3868703
3878860.0 	 0.3846524
3880000.0 	 0.3838497
3882020.0 	 0.3824274
3884800.0 	 0.38047
3885180.0 	 0.3826602
3888350.0 	 0.4009307
3891520.0 	 0.4192013
3894690.0 	 0.4374719
3897860.0 	 0.4557425
3900000.0 	 0.4680766
3901040.0 	 0.4740707
3904230.0 	 0.4924565
3907420.0 	 0.5108424
3910610.0 	 0.5292283
3913800.0 	 0.5476141
3917000.0 	 0.5660576
3920210.0 	 0.5845587
3923410.0 	 0.6030022
3923800.0 	 0.60525
3926630.0 	 0.6530697
3929840.0 	 0.7073105
3933060.0 	 0.7617203
3936280.0 	 0.81613
3939400.0 	 0.86885
3939510.0 	 0.8670252
3940000.0 	 0.8588963
3942740.0 	 0.8134413
3945980.0 	 0.7596916
3949220.0 	 0.7059419
3950000.0 	 0.6930022
3952460.0 	 0.6521922
3955710.0 	 0.5982766
3958960.0 	 0.5443609
3960000.0 	 0.527108
3962220.0 	 0.4902794
3965470.0 	 0.4363638
3968700.0 	 0.38278
3968740.0 	 0.3828374
3972010.0 	 0.3875261
3975280.0 	 0.3922148
3978550.0 	 0.3969036
3981830.0 	 0.4016067
3985120.0 	 0.4063241
3988400.0 	 0.4110272
3991700.0 	 0.4157589
3994990.0 	 0.4204763
3998290.0 	 0.4252081
3999160.0 	 0.4264556
4000000.0 	 0.42766
4001600.0 	 0.4300741
4004900.0 	 0.4350532
4008220.0 	 0.4400624
4011530.0 	 0.4450566
4014850.0 	 0.4500658
4018180.0 	 0.4550902
4021510.0 	 0.4601145
4022700.0 	 0.46191
4024840.0 	 0.4651388
4028180.0 	 0.4701782
4030700.0 	 0.4739804
4031280.0 	 0.4748555
4031283.0 	 0.4748601
4031520.0 	 0.4752177
4034860.0 	 0.4802571
4038210.0 	 0.4853116
4040000.0 	 0.4880124
4041570.0 	 0.4903812
4044930.0 	 0.4954508
4048290.0 	 0.5005204
4051650.0 	 0.50559
4055020.0 	 0.5106747
4058400.0 	 0.5157745
4061300.0 	 0.52015
4061780.0 	 0.5190363
4064600.0 	 0.5124932
4066860.0 	 0.5072495
4069110.0 	 0.502029
4071380.0 	 0.4967621
4073640.0 	 0.4915184
4075900.0 	 0.4862747
4078170.0 	 0.4810078
4080000.0 	 0.4767617
4080440.0 	 0.4757408
4082710.0 	 0.4704739
4084980.0 	 0.465207
4087830.0 	 0.4585944
4091240.0 	 0.4506824
4094660.0 	 0.4427472
4096400.0 	 0.43871
4098090.0 	 0.4448713
4100000.0 	 0.4518347
4101520.0 	 0.4573762
4104380.0 	 0.4678031
4106670.0 	 0.4761519
4108960.0 	 0.4845006
4111250.0 	 0.4928494
4113550.0 	 0.5012346
4115850.0 	 0.5096198
4118150.0 	 0.5180051
4120450.0 	 0.5263903
4122760.0 	 0.534812
4125060.0 	 0.5431972
4127950.0 	 0.5537334
4131410.0 	 0.5663477
4134890.0 	 0.5790349
4136400.0 	 0.58454
4138360.0 	 0.5796412
4140000.0 	 0.5755422
4141840.0 	 0.5709433
4145320.0 	 0.5622454
4148810.0 	 0.5535225
4152310.0 	 0.5447746
4155220.0 	 0.5375014
4159890.0 	 0.5258292
4162230.0 	 0.5199806
4164570.0 	 0.514132
4166910.0 	 0.5082834
4169250.0 	 0.5024348
4171600.0 	 0.4965612
4173940.0 	 0.4907127
4176290.0 	 0.4848391
4178640.0 	 0.4789655
4180000.0 	 0.4755663
4181000.0 	 0.4730669
4183350.0 	 0.4671933
4185710.0 	 0.4612948
4186100.0 	 0.46032
4188070.0 	 0.4734143
4190430.0 	 0.4891009
4192790.0 	 0.5047875
4195160.0 	 0.5205405
4197530.0 	 0.5362936
4199900.0 	 0.5520466
4202270.0 	 0.5677997
4204640.0 	 0.5835527
4207020.0 	 0.5993723
4209390.0 	 0.6151253
4211770.0 	 0.6309448
4214150.0 	 0.6467644
4216540.0 	 0.6626504
4218920.0 	 0.6784699
4220000.0 	 0.6856485
4221000.0 	 0.6922953
4221310.0 	 0.6943559
4223700.0 	 0.7102419
4226090.0 	 0.7261278
4228490.0 	 0.7420803
4230880.0 	 0.7579663
4233280.0 	 0.7739188
4235680.0 	 0.7898712
4238680.0 	 0.8098118
4240000.0 	 0.8185856
4242290.0 	 0.8338069
4245900.0 	 0.8578021
4249520.0 	 0.8818637
4253140.0 	 0.9059254
4256760.0 	 0.929987
4259300.0 	 0.94687
4260000.0 	 0.9349202
4260390.0 	 0.9282624
4264030.0 	 0.8661233
4267670.0 	 0.8039841
4271310.0 	 0.741845
4274960.0 	 0.6795351
4278620.0 	 0.6170545
4282280.0 	 0.554574
4283600.0 	 0.53204
4285940.0 	 0.5180369
4289610.0 	 0.4960746
4293280.0 	 0.4741124
4296960.0 	 0.4520904
4300000.0 	 0.4338983
4300640.0 	 0.4300683
4304330.0 	 0.4079865
4308020.0 	 0.3859046
4309000.0 	 0.38004
4311710.0 	 0.4009103
4315410.0 	 0.4294047
4319120.0 	 0.4579762
4322830.0 	 0.4865477
4326550.0 	 0.5151962
4330270.0 	 0.5438447
4333990.0 	 0.5724932
4337720.0 	 0.6012187
4340000.0 	 0.6187775
4341460.0 	 0.6300212
4342100.0 	 0.63495
4345200.0 	 0.6459572
4348940.0 	 0.6592369
4352690.0 	 0.6725521
4355820.0 	 0.6836658
4358320.0 	 0.6925426
4360000.0 	 0.6985078
4360830.0 	 0.7014549
4363340.0 	 0.7103672
4366480.0 	 0.7215164
4370250.0 	 0.7349026
4374030.0 	 0.7483243
4375000.0 	 0.7517685
4377810.0 	 0.761746
4381600.0 	 0.7752032
4384100.0 	 0.78408
4385390.0 	 0.7790414
4389190.0 	 0.764199
4392990.0 	 0.7493566
4396790.0 	 0.7345142
4400000.0 	 0.7219762
4400610.0 	 0.7195936
4404420.0 	 0.7047122
4408240.0 	 0.6897916
4412070.0 	 0.674832
4415660.0 	 0.6608099
4415900.0 	 0.6598725
4419740.0 	 0.6448738
4421000.0 	 0.6399524
4423580.0 	 0.6298752
4427430.0 	 0.6148375
4431280.0 	 0.5997998
4435130.0 	 0.5847621
4439000.0 	 0.5696462
4442860.0 	 0.5545695
4446730.0 	 0.5394536
4450610.0 	 0.5242988
4454490.0 	 0.5091439
4458380.0 	 0.4939499
4462100.0 	 0.47942
4462270.0 	 0.4794936
4466170.0 	 0.4811813
4470070.0 	 0.4828691
4473980.0 	 0.4845612
4477890.0 	 0.4862533
4480000.0 	 0.4871665
4481810.0 	 0.4879498
4485730.0 	 0.4896462
4489660.0 	 0.4913469
4493590.0 	 0.4930477
4497530.0 	 0.4947528
4500000.0 	 0.4958217
4501480.0 	 0.4964622
4503000.0 	 0.49712
4505420.0 	 0.5471098
4509380.0 	 0.6289114
4512680.0 	 0.6970793
4515320.0 	 0.7516137
4517960.0 	 0.8061481
4520000.0 	 0.8482883
4520610.0 	 0.860889
4523260.0 	 0.9156299
4525910.0 	 0.9703709
4526000.0 	 0.97223
4528560.0 	 0.9388885
4531220.0 	 0.9042445
4533880.0 	 0.8696006
4536540.0 	 0.8349567
4539200.0 	 0.8003127
4540000.0 	 0.7898935
4541870.0 	 0.7655386
4544530.0 	 0.7308946
4547200.0 	 0.6961205
4549880.0 	 0.6612161
4552550.0 	 0.6264419
4555230.0 	 0.5915375
4557910.0 	 0.5566331
4560000.0 	 0.5294128
4560590.0 	 0.5217287
4563270.0 	 0.4868242
4565960.0 	 0.4517896
4568650.0 	 0.4167549
4571340.0 	 0.3817203
4572600.0 	 0.36531
4574030.0 	 0.3723506
4576730.0 	 0.3856441
4579430.0 	 0.3989376
4580000.0 	 0.401744
4582130.0 	 0.4122311
4585510.0 	 0.4288726
4589570.0 	 0.4488621
4593630.0 	 0.4688516
4597700.0 	 0.4888903
4600000.0 	 0.5002144
4601780.0 	 0.5089782
4605860.0 	 0.5290662
4609950.0 	 0.5492033
4614040.0 	 0.5693405
4620000.0 	 0.5986847
4622240.0 	 0.6097134
4625000.0 	 0.6233023
4626350.0 	 0.629949
4630470.0 	 0.6502339
4634590.0 	 0.6705188
4638710.0 	 0.6908037
4640000.0 	 0.697155
4642850.0 	 0.711187
4646980.0 	 0.7315212
4651120.0 	 0.7519045
4655270.0 	 0.7723371
4660000.0 	 0.7956253
4663590.0 	 0.8133008
4663600.0 	 0.81335
4667750.0 	 0.8212454
4671920.0 	 0.8291789
4676100.0 	 0.8371315
4680280.0 	 0.845084
4684460.0 	 0.8530365
4688660.0 	 0.8610271
4692160.0 	 0.8676859
4694960.0 	 0.8730129
4697760.0 	 0.87834
4700000.0 	 0.8826016
4700570.0 	 0.883686
4703380.0 	 0.8890321
4706190.0 	 0.8943782
4709000.0 	 0.8997243
4711820.0 	 0.9050894
4714640.0 	 0.9104545
4717460.0 	 0.9158196
4720000.0 	 0.9206519
4720280.0 	 0.9211847
4723110.0 	 0.9265688
4723200.0 	 0.92674
4725940.0 	 0.9253897
4728770.0 	 0.9239951
4731600.0 	 0.9226004
4734440.0 	 0.9212009
4737280.0 	 0.9198013
4740000.0 	 0.9184609
4740120.0 	 0.9184017
4742970.0 	 0.9169973
4750000.0 	 0.9135328
4750800.0 	 0.9131386
4755090.0 	 0.9110245
4759370.0 	 0.9089153
4763670.0 	 0.9067962
4767970.0 	 0.9046771
4772270.0 	 0.9025581
4775600.0 	 0.900917
4776580.0 	 0.9004341
4777400.0 	 0.90003
4780000.0 	 0.8759532
4780900.0 	 0.8676189
4781380.0 	 0.863174
4781385.0 	 0.8631277
4783500.0 	 0.8435421
4784300.0 	 0.8361339
4785230.0 	 0.8275218
4789550.0 	 0.7875173
4793170.0 	 0.7539949
4796060.0 	 0.7272327
4798950.0 	 0.7004704
4800000.0 	 0.690747
4801850.0 	 0.6736155
4804750.0 	 0.6467606
4807660.0 	 0.6198131
4809900.0 	 0.59907
4810560.0 	 0.5992398
4813470.0 	 0.5999883
4816380.0 	 0.6007369
4819290.0 	 0.6014854
4820000.0 	 0.601668
4822210.0 	 0.6022365
4825130.0 	 0.6029876
4828050.0 	 0.6037387
4830980.0 	 0.6044924
4833900.0 	 0.6052435
4836830.0 	 0.6059972
4838200.0 	 0.6063496
4839770.0 	 0.6067535
4840000.0 	 0.6068126
4842400.0 	 0.60743
4842700.0 	 0.6103338
4845640.0 	 0.6387905
4848580.0 	 0.6672473
4851520.0 	 0.695704
4854470.0 	 0.7242575
4857410.0 	 0.7527143
4860000.0 	 0.7777833
4860370.0 	 0.7813646
4863320.0 	 0.8099182
4864000.0 	 0.8165
4866280.0 	 0.8131628
4869240.0 	 0.8088303
4872200.0 	 0.8044977
4875000.0 	 0.8003994
4875160.0 	 0.8001652
4878130.0 	 0.795818
4880000.0 	 0.7930809
4881100.0 	 0.7914709
4884070.0 	 0.7871237
4887050.0 	 0.7827619
4890770.0 	 0.777317
4892100.0 	 0.7753702
4895240.0 	 0.7709491
4896500.0 	 0.7691749
4899720.0 	 0.7503029
4900000.0 	 0.7486619
4903460.0 	 0.7283832
4906460.0 	 0.7108006
4909450.0 	 0.6932766
4912450.0 	 0.6756941
4915450.0 	 0.6581114
4918460.0 	 0.6404702
4921460.0 	 0.6228876
4924470.0 	 0.6052464
4927490.0 	 0.5875466
4930500.0 	 0.5699054
4934270.0 	 0.5478099
4938810.0 	 0.5212016
4940000.0 	 0.5142271
4943350.0 	 0.4945933
4946100.0 	 0.4784758
4947890.0 	 0.4680512
4952450.0 	 0.4414947
4954000.0 	 0.4324678
4957000.0 	 0.441967
4960000.0 	 0.4514663
4961570.0 	 0.4564375
4966140.0 	 0.4709081
4970720.0 	 0.4854102
4975300.0 	 0.4999124
4980000.0 	 0.5147945
4984490.0 	 0.5290117
4989090.0 	 0.5435772
4993700.0 	 0.5581744
4998320.0 	 0.5728032
5000000.0 	 0.5781228
5002940.0 	 0.5867402
5006210.0 	 0.596325
5007570.0 	 0.6003113
5012200.0 	 0.6138824
5016850.0 	 0.6275119
5021490.0 	 0.6411123
5029800.0 	 0.6654698
5030810.0 	 0.6659061
5034700.0 	 0.6675866
5037810.0 	 0.6689301
5040000.0 	 0.6698762
5040930.0 	 0.6702779
5044050.0 	 0.6716258
5047170.0 	 0.6729736
5049720.0 	 0.6740751
5049723.0 	 0.6740764
5050300.0 	 0.6743257
5053430.0 	 0.6756779
5056560.0 	 0.67703
5059700.0 	 0.6783865
5062830.0 	 0.6797386
5065980.0 	 0.6810994
5069120.0 	 0.6824559
5072270.0 	 0.6838166
5075420.0 	 0.6851774
5078570.0 	 0.6865382
5080000.0 	 0.6871559
5081720.0 	 0.6878989
5084880.0 	 0.6892641
5088830.0 	 0.6909705
5093580.0 	 0.6930225
5098340.0 	 0.6950787
5100000.0 	 0.6957959
5103100.0 	 0.697135
5107870.0 	 0.6991956
5111100.0 	 0.700591
5112640.0 	 0.706826
5117430.0 	 0.7262194
5122220.0 	 0.7456128
5125000.0 	 0.7568683
5127010.0 	 0.7650779
5131010.0 	 0.7814153
5134220.0 	 0.794526
5137430.0 	 0.8076367
5140000.0 	 0.8181336
5140640.0 	 0.8207475
5143850.0 	 0.8338583
5147070.0 	 0.8470098
5150100.0 	 0.8593854
5150290.0 	 0.859226
5153510.0 	 0.8565242
5154000.0 	 0.8561131
5156740.0 	 0.853814
5158500.0 	 0.8523372
5158509.0 	 0.8523297
5160000.0 	 0.8512141
5163200.0 	 0.8488201
5166430.0 	 0.8464036
5169670.0 	 0.8439795
5172910.0 	 0.8415555
5176970.0 	 0.838518
5181840.0 	 0.8348745
5186720.0 	 0.8312235
5191610.0 	 0.827565
5194500.0 	 0.8254029
5196500.0 	 0.8383808
5200000.0 	 0.8610921
5201400.0 	 0.8701766
5206310.0 	 0.9020373
5211220.0 	 0.933898
5216140.0 	 0.9658236
5217200.0 	 0.9727019
5220000.0 	 0.9586701
5221070.0 	 0.953308
5226010.0 	 0.9285518
5230950.0 	 0.9037957
5240000.0 	 0.8584429
5240860.0 	 0.8541331
5245820.0 	 0.8292768
5250000.0 	 0.8083293
5250790.0 	 0.8043903
5255770.0 	 0.7795595
5260000.0 	 0.7584684
5260760.0 	 0.7546789
5265750.0 	 0.7297982
5270750.0 	 0.7048677
5272500.0 	 0.6961421
5275750.0 	 0.6940318
5280000.0 	 0.6912721
5285790.0 	 0.6875126
5290820.0 	 0.6842465
5295850.0 	 0.6809804
5300000.0 	 0.6782857
5300890.0 	 0.6777078
5305940.0 	 0.6744287
5311000.0 	 0.6711432
5316060.0 	 0.6678576
5320000.0 	 0.6652993
5321140.0 	 0.664559
5326210.0 	 0.6612669
5331300.0 	 0.6579618
5336390.0 	 0.6546569
5340000.0 	 0.6523127
5341490.0 	 0.6513453
5346600.0 	 0.6480272
5352100.0 	 0.6444559
5356840.0 	 0.64082
5360000.0 	 0.6383962
5361970.0 	 0.6368851
5367110.0 	 0.6329424
5372250.0 	 0.6289997
5375000.0 	 0.6268902
5375400.0 	 0.626565
5377410.0 	 0.6328153
5382560.0 	 0.6488297
5387730.0 	 0.6649063
5392910.0 	 0.681014
5398090.0 	 0.6971217
5400000.0 	 0.703061
5400100.0 	 0.7033719
5401980.0 	 0.696356
5401981.0 	 0.6963522
5403280.0 	 0.6915045
5408470.0 	 0.672136
5413680.0 	 0.6526926
5418890.0 	 0.6332494
5421660.0 	 0.6229121
5421666.0 	 0.6228897
5424110.0 	 0.6137689
5428470.0 	 0.5974978
5431950.0 	 0.5845108
5435450.0 	 0.5714491
5438940.0 	 0.5584248
5440000.0 	 0.554469
5442440.0 	 0.5453631
5445940.0 	 0.5323014
5449500.0 	 0.5190159
5452950.0 	 0.5334018
5456470.0 	 0.5480796
5460000.0 	 0.5627991
5463500.0 	 0.5773934
5467020.0 	 0.5920713
5470550.0 	 0.6067907
5474080.0 	 0.6215102
5477610.0 	 0.6362297
5481150.0 	 0.6509909
5484690.0 	 0.6657521
5488230.0 	 0.6805132
5491770.0 	 0.6952744
5495000.0 	 0.708743
5495320.0 	 0.7087133
5498880.0 	 0.7083837
5500000.0 	 0.70828
5502430.0 	 0.7080551
5505990.0 	 0.7077254
5509560.0 	 0.7073949
5510000.0 	 0.7073541
5513120.0 	 0.7070653
5516690.0 	 0.7067347
5520000.0 	 0.7064282
5520270.0 	 0.7064033
5523850.0 	 0.7060719
5528320.0 	 0.7056579
5533700.0 	 0.7051598
5539090.0 	 0.7046608
5540000.0 	 0.7045765
5544480.0 	 0.7041618
5549880.0 	 0.7036618
5555300.0 	 0.7031599
5560000.0 	 0.7027248
5560710.0 	 0.7026591
5566140.0 	 0.7021563
5571580.0 	 0.7016526
5577020.0 	 0.701149
5580000.0 	 0.7008731
5582250.0 	 0.7006648
5582254.0 	 0.7006643
5582470.0 	 0.7006444
5587930.0 	 0.7001388
5590000.0 	 0.6999472
5593390.0 	 0.6996333
5598870.0 	 0.699126
5600000.0 	 0.6990213
5604350.0 	 0.6986185
5608100.0 	 0.6982714
5609840.0 	 0.692803
5610000.0 	 0.6923001
5615340.0 	 0.6755179
5620000.0 	 0.6608727
5620850.0 	 0.6582014
5625000.0 	 0.645159
5626360.0 	 0.6409011
5631890.0 	 0.6235877
5634100.0 	 0.6166687
5637420.0 	 0.6170406
5640000.0 	 0.6173297
5642960.0 	 0.6176613
5646800.0 	 0.6180915
5647520.0 	 0.6181722
5647525.0 	 0.6181728
5648510.0 	 0.6182831
5654060.0 	 0.618905
5659630.0 	 0.619529
5660000.0 	 0.6195704
5665200.0 	 0.620153
5670000.0 	 0.6206908
5670780.0 	 0.6207781
5677570.0 	 0.6215389
5677571.0 	 0.621539
5679900.0 	 0.6218
5680680.0 	 0.6218873
5681970.0 	 0.6220318
5687570.0 	 0.6226593
5690000.0 	 0.6229315
5693190.0 	 0.6529256
5698810.0 	 0.7057678
5700000.0 	 0.7169568
5704440.0 	 0.758704
5710080.0 	 0.8117343
5715720.0 	 0.8647645
5720000.0 	 0.9050073
5721200.0 	 0.9162903
5721380.0 	 0.916225
5727050.0 	 0.9141692
5732720.0 	 0.9121133
5738400.0 	 0.9100538
5740000.0 	 0.9094736
5744090.0 	 0.9079907
5749790.0 	 0.9059239
5750000.0 	 0.9058478
5755490.0 	 0.9039198
5760000.0 	 0.9023359
5761210.0 	 0.901911
5766930.0 	 0.8999022
5770600.0 	 0.8986133
5772660.0 	 0.8906736
5780000.0 	 0.8623835
5784150.0 	 0.8463884
5789910.0 	 0.824188
5795680.0 	 0.8019491
5800000.0 	 0.7852988
5801460.0 	 0.7796716
5807240.0 	 0.7573942
5813030.0 	 0.7350782
5817400.0 	 0.7182351
5818830.0 	 0.7173022
5820000.0 	 0.7165388
5824640.0 	 0.7135115
5830460.0 	 0.7097144
5834800.0 	 0.7068829
5836290.0 	 0.7059406
5840000.0 	 0.7035944
5842130.0 	 0.7022474
5847970.0 	 0.6985541
5852850.0 	 0.695468
5856760.0 	 0.6929952
5860000.0 	 0.6909463
5860670.0 	 0.6905226
5864580.0 	 0.6880498
5868500.0 	 0.6855708
5872420.0 	 0.6830917
5875000.0 	 0.6814601
5876350.0 	 0.6806231
5880000.0 	 0.6783602
5880280.0 	 0.6781865
5884210.0 	 0.6757499
5888150.0 	 0.6733071
5892090.0 	 0.6708642
5896040.0 	 0.6684153
5900000.0 	 0.66596
5903940.0 	 0.6635172
5907900.0 	 0.661062
5911860.0 	 0.6586068
5915830.0 	 0.6561454
5919800.0 	 0.6536839
5920000.0 	 0.6535599
5923770.0 	 0.6512225
5927750.0 	 0.6487549
5931730.0 	 0.6462873
5935720.0 	 0.6438135
5939710.0 	 0.6413397
5940000.0 	 0.6411599
5943700.0 	 0.6388658
5947700.0 	 0.6363859
5951700.0 	 0.6339058
5955710.0 	 0.6314196
5959720.0 	 0.6289334
5960000.0 	 0.6287598
5963730.0 	 0.6264472
5968760.0 	 0.6233286
5974790.0 	 0.6195899
5980000.0 	 0.6163597
5980840.0 	 0.6158389
5986900.0 	 0.6120816
5992960.0 	 0.6083245
5999030.0 	 0.604561
6000000.0 	 0.6039596
6005120.0 	 0.6007662
6009900.0 	 0.5977849
6011210.0 	 0.6031949
6017310.0 	 0.6283869
6020000.0 	 0.6394962
6023420.0 	 0.6536201
6029540.0 	 0.6788947
6035670.0 	 0.7042106
6040000.0 	 0.7220927
6041810.0 	 0.7295677
6047960.0 	 0.7549662
6054120.0 	 0.7804059
6056700.0 	 0.7910608
6060000.0 	 0.767959
6060280.0 	 0.7659989
6066460.0 	 0.7227355
6072650.0 	 0.679402
6078840.0 	 0.6360686
6085050.0 	 0.5925951
6086600.0 	 0.5817443
6091260.0 	 0.5817352
6097490.0 	 0.581723
6100000.0 	 0.581718
6103720.0 	 0.5817108
6109960.0 	 0.5816986
6116220.0 	 0.5816863
6120000.0 	 0.5816789
6122480.0 	 0.5816741
6125000.0 	 0.5816692
6128750.0 	 0.5816561
6135030.0 	 0.5816342
6140000.0 	 0.5816169
6141330.0 	 0.5816122
6147630.0 	 0.5815903
6153940.0 	 0.5815683
6160000.0 	 0.5815471
6160260.0 	 0.5815463
6167650.0 	 0.5815205
6176100.0 	 0.5814911
6180000.0 	 0.5814775
6184580.0 	 0.5814616
6193070.0 	 0.5814319
6200000.0 	 0.5814078
6210110.0 	 0.5813726
6213400.0 	 0.5813611
6215280.0 	 0.5813546
6215283.0 	 0.5813545
6218660.0 	 0.5813428
6220000.0 	 0.5813381
6222100.0 	 0.5813308
6227220.0 	 0.5813447
6235810.0 	 0.5813679
6236100.0 	 0.5813687
6240000.0 	 0.6007507
6244410.0 	 0.6226673
6250000.0 	 0.6504482
6253020.0 	 0.6654525
6260000.0 	 0.7001313
6261660.0 	 0.7083787
6270000.0 	 0.7498144
6270310.0 	 0.7513546
6272500.0 	 0.7622352
6273300.0 	 0.7580222
6273301.0 	 0.7580169
6278700.0 	 0.729585
6278980.0 	 0.7281104
6280550.0 	 0.7198426
6280554.0 	 0.7198216
6281800.0 	 0.7132599
6282620.0 	 0.7089417
6282626.0 	 0.7089101
6285500.0 	 0.6937751
6289850.0 	 0.6708673
6290000.0 	 0.6700774
6298560.0 	 0.624999
6300000.0 	 0.6174158
6302920.0 	 0.6020386
6306300.0 	 0.584239
6307290.0 	 0.5855537
6310000.0 	 0.5891526
6311660.0 	 0.5913571
6316040.0 	 0.5971736
6320000.0 	 0.6024324
6320420.0 	 0.6029901
6324800.0 	 0.6088068
6329190.0 	 0.6146366
6333590.0 	 0.6204798
6337990.0 	 0.6263229
6340000.0 	 0.6289921
6342390.0 	 0.632166
6346800.0 	 0.6380224
6351210.0 	 0.6438789
6353080.0 	 0.6463621
6353300.0 	 0.6466543
6355630.0 	 0.6497486
6360000.0 	 0.6555519
6360050.0 	 0.6556182
6364480.0 	 0.6615012
6368910.0 	 0.6673842
6370000.0 	 0.6688317
6373350.0 	 0.6732805
6375000.0 	 0.6754716
6377790.0 	 0.6791728
6380000.0 	 0.6821045
6388200.0 	 0.6929823
6391140.0 	 0.6886331
6395600.0 	 0.6820353
6400000.0 	 0.6755263
6400070.0 	 0.6754228
6404530.0 	 0.668825
6409010.0 	 0.6621976
6413490.0 	 0.6555702
6417970.0 	 0.6489428
6420000.0 	 0.6459398
6422460.0 	 0.6423007
6426950.0 	 0.6356584
6431450.0 	 0.6290015
6435950.0 	 0.6223445
6440000.0 	 0.6163532
6440460.0 	 0.6156728
6444970.0 	 0.609001
6449480.0 	 0.6023293
6454010.0 	 0.5956279
6458530.0 	 0.5889413
6460000.0 	 0.5867667
6463060.0 	 0.58224
6464400.0 	 0.5802577
6469870.0 	 0.5926848
6478960.0 	 0.6133361
6480000.0 	 0.6156987
6488070.0 	 0.6340326
6497200.0 	 0.6547747
6500000.0 	 0.661136
6502300.0 	 0.666317
6506340.0 	 0.6755671
6515510.0 	 0.6965632
6524500.0 	 0.7171469
6524700.0 	 0.716588
6533900.0 	 0.6908746
6540000.0 	 0.6738255
6543130.0 	 0.6650774
6552380.0 	 0.6392243
6560000.0 	 0.617927
6561640.0 	 0.6133433
6570930.0 	 0.5873784
6572900.0 	 0.5818723
6573760.0 	 0.5794687
6580000.0 	 0.5620284
6580230.0 	 0.5613855
6589550.0 	 0.5353368
