time	V(n003)*10	V(n009)*10
1.765000000008600e-06	9.773662e-20	-2.915241e-07
1.785000000008698e-06	-5.408361e-19	-2.915241e-07
1.805000000008796e-06	1.822966e-19	-2.915241e-07
1.825000000008894e-06	1.658605e-20	-2.915241e-07
1.845000000008992e-06	1.328357e-21	-2.915241e-07
1.865000000009090e-06	-5.278573e-23	-2.915241e-07
1.885000000009188e-06	-2.091425e-22	-2.915241e-07
1.905000000009286e-06	-1.830843e-22	-2.915241e-07
1.925000000009384e-06	-1.961149e-22	-2.915241e-07
1.945000000009483e-06	-2.091456e-22	-2.915241e-07
1.965000000009581e-06	-2.352059e-22	-2.915241e-07
1.985000000009679e-06	-2.612665e-22	-2.915241e-07
2.005000000009777e-06	-1.961192e-22	-2.915241e-07
2.025000000009875e-06	6.216213e-20	-2.915241e-07
2.045000000009973e-06	7.692698e-20	-2.915241e-07
2.065000000010071e-06	1.081971e-19	-2.915241e-07
2.085000000010169e-06	9.812753e-20	-2.915241e-07
2.105000000010267e-06	-5.407058e-19	-2.915241e-07
2.125000000010365e-06	6.231426e-19	-2.915241e-07
2.145000000010463e-06	-4.562079e-19	-2.915241e-07
2.165000000010561e-06	-5.434111e-21	-2.915241e-07
2.185000000010659e-06	8.213654e-20	-2.915241e-07
2.205000000010757e-06	8.404113e-20	-2.915241e-07
2.225000000010855e-06	1.087182e-19	-2.915241e-07
2.245000000010954e-06	9.771054e-20	-2.915241e-07
2.265000000011052e-06	-5.408492e-19	-2.915241e-07
2.285000000011150e-06	6.231296e-19	-2.915241e-07
2.305000000011248e-06	-4.561819e-19	-2.915241e-07
2.325000000011346e-06	6.488252e-19	-2.915241e-07
2.345000000011444e-06	-4.424473e-19	-2.915241e-07
2.365000000011542e-06	-2.224319e-20	-2.915241e-07
2.385000000011640e-06	7.829573e-20	-2.915241e-07
2.405000000011738e-06	1.126929e-19	-2.915241e-07
2.425000000011836e-06	-3.928497e-20	-2.915241e-07
2.445000000011934e-06	-2.723803e-21	-2.915241e-07
2.465000000012032e-06	-3.263506e-22	-2.915241e-07
2.485000000012130e-06	-1.830254e-22	-2.915241e-07
2.505000000012228e-06	-2.090857e-22	-2.915241e-07
2.525000000012326e-06	-2.090868e-22	-2.915241e-07
2.545000000012424e-06	-1.960582e-22	-2.915241e-07
2.565000000012523e-06	-1.830295e-22	-2.915241e-07
2.585000000012621e-06	-1.830305e-22	-2.915241e-07
2.605000000012719e-06	-1.960612e-22	-2.915241e-07
2.625000000012817e-06	-5.731502e-19	-2.915241e-07
2.645000000012915e-06	6.433643e-19	-2.915241e-07
2.665000000013013e-06	-4.405205e-19	-2.915241e-07
2.685000000013111e-06	6.530727e-19	-2.915241e-07
2.705000000013209e-06	-4.423693e-19	-2.915241e-07
2.725000000013307e-06	-2.254308e-20	-2.915241e-07
2.745000000013405e-06	7.821733e-20	-2.915241e-07
2.765000000013503e-06	1.127709e-19	-2.915241e-07
2.785000000013601e-06	-5.773459e-19	-2.915241e-07
2.805000000013699e-06	6.330448e-19	-2.915241e-07
2.825000000013797e-06	-4.425140e-19	-2.915241e-07
2.845000000013895e-06	6.535808e-19	-2.915241e-07
2.865000000013994e-06	-4.419524e-19	-2.915241e-07
2.885000000014092e-06	-2.242586e-20	-2.915241e-07
2.905000000014190e-06	7.821729e-20	-2.915241e-07
2.925000000014288e-06	1.127448e-19	-2.915241e-07
2.945000000014386e-06	-5.773459e-19	-2.915241e-07
2.965000000014484e-06	6.330187e-19	-2.915241e-07
2.985000000014582e-06	-4.425271e-19	-2.915241e-07
3.005000000014680e-06	6.535938e-19	-2.915241e-07
3.025000000014778e-06	-4.419655e-19	-2.915241e-07
3.045000000014876e-06	5.414954e-20	-2.915241e-07
3.065000000014974e-06	1.072202e-19	-2.915241e-07
3.085000000015072e-06	3.400069e-21	-2.915241e-07
3.105000000015170e-06	-2.873158e-22	-2.915241e-07
3.125000000015268e-06	-2.873166e-22	-2.915241e-07
3.145000000015366e-06	-1.830805e-22	-2.915241e-07
3.165000000015464e-06	-2.221705e-22	-2.915241e-07
3.185000000015563e-06	-1.961122e-22	-2.915241e-07
3.205000000015661e-06	-2.091429e-22	-2.915241e-07
3.225000000015759e-06	-2.221735e-22	-2.915241e-07
3.245000000015857e-06	-1.700558e-22	-2.915241e-07
3.265000000015955e-06	-5.731894e-19	-2.915241e-07
3.285000000016053e-06	6.433903e-19	-2.915241e-07
3.305000000016151e-06	-4.405596e-19	-2.915241e-07
3.325000000016249e-06	6.530596e-19	-2.915241e-07
3.345000000016347e-06	-4.423173e-19	-2.915241e-07
3.365000000016445e-06	-2.245193e-20	-2.915241e-07
3.385000000016543e-06	7.823032e-20	-2.915241e-07
3.405000000016641e-06	1.127578e-19	-2.915241e-07
3.425000000016739e-06	-5.773199e-19	-2.915241e-07
3.445000000016837e-06	6.330578e-19	-2.915241e-07
3.465000000016935e-06	-4.425401e-19	-2.915241e-07
3.485000000017034e-06	6.536068e-19	-2.915241e-07
3.505000000017132e-06	-4.420046e-19	-2.915241e-07
3.525000000017230e-06	-2.242591e-20	-2.915241e-07
3.545000000017328e-06	7.825633e-20	-2.915241e-07
3.565000000017426e-06	1.127577e-19	-2.915241e-07
3.585000000017524e-06	9.849264e-20	-2.915241e-07
3.605000000017622e-06	-5.411746e-19	-2.915241e-07
3.625000000017720e-06	6.229345e-19	-2.915241e-07
3.645000000017818e-06	-4.562206e-19	-2.915241e-07
3.665000000017916e-06	-5.381715e-21	-2.915241e-07
3.685000000018014e-06	5.857385e-22	-2.915241e-07
3.705000000018112e-06	-7.878186e-23	-2.915241e-07
3.725000000018210e-06	-1.699907e-22	-2.915241e-07
3.745000000018308e-06	-1.699915e-22	-2.915241e-07
3.765000000018406e-06	-2.090813e-22	-2.915241e-07
3.785000000018504e-06	-1.830231e-22	-2.915241e-07
3.805000000018603e-06	-1.830239e-22	-2.915241e-07
3.825000000018701e-06	-2.090841e-22	-2.915241e-07
3.845000000018799e-06	-2.221148e-22	-2.915241e-07
3.865000000018897e-06	-2.090862e-22	-2.915241e-07
3.885000000018995e-06	6.216219e-20	-2.915241e-07
3.905000000019093e-06	7.691402e-20	-2.915241e-07
3.925000000019191e-06	1.082232e-19	-2.915241e-07
3.945000000019289e-06	9.817971e-20	-2.915241e-07
3.965000000019387e-06	-5.407057e-19	-2.915241e-07
3.985000000019485e-06	6.231427e-19	-2.915241e-07
4.005000000019583e-06	-4.562078e-19	-2.915241e-07
4.025000000019681e-06	-5.434048e-21	-2.915241e-07
4.045000000019779e-06	8.211054e-20	-2.915241e-07
4.065000000019877e-06	8.405422e-20	-2.915241e-07
4.085000000019975e-06	1.087183e-19	-2.915241e-07
4.105000000020073e-06	9.773666e-20	-2.915241e-07
4.125000000020172e-06	-5.408882e-19	-2.915241e-07
4.145000000020270e-06	6.230905e-19	-2.915241e-07
4.165000000020368e-06	-4.561818e-19	-2.915241e-07
4.185000000020466e-06	-5.408029e-21	-2.915241e-07
4.205000000020564e-06	8.212353e-20	-2.915241e-07
4.225000000020662e-06	8.405418e-20	-2.915241e-07
4.245000000020760e-06	1.087052e-19	-2.915241e-07
4.265000000020858e-06	9.769753e-20	-2.915241e-07
4.285000000020956e-06	-5.407840e-19	-2.915241e-07
4.305000000021054e-06	1.822575e-19	-2.915241e-07
4.325000000021152e-06	1.656000e-20	-2.915241e-07
4.345000000021250e-06	1.289276e-21	-2.915241e-07
4.365000000021348e-06	-2.671814e-23	-2.915241e-07
4.385000000021446e-06	-1.700452e-22	-2.915241e-07
4.405000000021544e-06	-2.091351e-22	-2.915241e-07
4.425000000021643e-06	-1.700471e-22	-2.915241e-07
4.445000000021741e-06	-1.830776e-22	-2.915241e-07
4.465000000021839e-06	-1.830788e-22	-2.915241e-07
4.485000000021937e-06	-1.961094e-22	-2.915241e-07
4.505000000022035e-06	-1.700510e-22	-2.915241e-07
4.525000000022133e-06	6.221425e-20	-2.915241e-07
4.545000000022231e-06	7.691396e-20	-2.915241e-07
4.565000000022329e-06	1.082362e-19	-2.915241e-07
4.585000000022427e-06	9.814057e-20	-2.915241e-07
4.605000000022525e-06	-5.407058e-19	-2.915241e-07
4.625000000022623e-06	6.231817e-19	-2.915241e-07
4.645000000022721e-06	-4.561558e-19	-2.915241e-07
4.665000000022819e-06	-5.434101e-21	-2.915241e-07
4.685000000022917e-06	8.209746e-20	-2.915241e-07
4.705000000023015e-06	8.404114e-20	-2.915241e-07
4.725000000023113e-06	1.086922e-19	-2.915241e-07
4.745000000023212e-06	9.768449e-20	-2.915241e-07
4.765000000023310e-06	-5.408882e-19	-2.915241e-07
4.785000000023408e-06	6.231947e-19	-2.915241e-07
4.805000000023506e-06	-4.561818e-19	-2.915241e-07
4.825000000023604e-06	6.488383e-19	-2.915241e-07
4.845000000023702e-06	-4.424734e-19	-2.915241e-07
4.865000000023800e-06	-2.229529e-20	-2.915241e-07
4.885000000023898e-06	7.832180e-20	-2.915241e-07
4.905000000023996e-06	1.127320e-19	-2.915241e-07
4.925000000024094e-06	-3.932405e-20	-2.915241e-07
4.945000000024192e-06	-2.749853e-21	-2.915241e-07
4.965000000024290e-06	-3.263412e-22	-2.915241e-07
4.985000000024388e-06	-1.830162e-22	-2.915241e-07
5.005000000024486e-06	-1.960468e-22	-2.915241e-07
5.025000000024584e-06	-2.221072e-22	-2.915241e-07
5.045000000024683e-06	-2.221083e-22	-2.915241e-07
5.065000000024781e-06	-2.351391e-22	-2.915241e-07
5.085000000024879e-06	-1.960512e-22	-2.915241e-07
5.105000000024977e-06	-2.090819e-22	-2.915241e-07
5.125000000025075e-06	-5.731763e-19	-2.915241e-07
5.145000000025173e-06	6.433643e-19	-2.915241e-07
5.165000000025271e-06	-4.405335e-19	-2.915241e-07
5.185000000025369e-06	6.530597e-19	-2.915241e-07
5.205000000025467e-06	-4.422911e-19	-2.915241e-07
5.225000000025565e-06	-2.250399e-20	-2.915241e-07
5.245000000025663e-06	7.819128e-20	-2.915241e-07
5.265000000025761e-06	1.127448e-19	-2.915241e-07
5.285000000025859e-06	-5.773849e-19	-2.915241e-07
5.305000000025957e-06	6.330579e-19	-2.915241e-07
5.325000000026055e-06	-4.425010e-19	-2.915241e-07
5.345000000026153e-06	6.535939e-19	-2.915241e-07
5.365000000026252e-06	-4.419785e-19	-2.915241e-07
5.385000000026350e-06	-2.245191e-20	-2.915241e-07
5.405000000026448e-06	7.820427e-20	-2.915241e-07
5.425000000026546e-06	1.127578e-19	-2.915241e-07
5.445000000026644e-06	-5.773719e-19	-2.915241e-07
5.465000000026742e-06	6.330578e-19	-2.915241e-07
5.485000000026840e-06	-4.425010e-19	-2.915241e-07
5.505000000026938e-06	6.535677e-19	-2.915241e-07
5.525000000027036e-06	-4.419655e-19	-2.915241e-07
5.545000000027134e-06	5.412349e-20	-2.915241e-07
5.565000000027232e-06	1.072332e-19	-2.915241e-07
5.585000000027330e-06	3.413107e-21	-2.915241e-07
5.605000000027428e-06	-2.873075e-22	-2.915241e-07
5.625000000027526e-06	-2.351896e-22	-2.915241e-07
5.645000000027624e-06	-1.830719e-22	-2.915241e-07
5.665000000027723e-06	-1.830728e-22	-2.915241e-07
5.685000000027821e-06	-2.351925e-22	-2.915241e-07
5.705000000027919e-06	-1.961044e-22	-2.915241e-07
5.725000000028017e-06	-1.570164e-22	-2.915241e-07
5.745000000028115e-06	-1.830766e-22	-2.915241e-07
5.765000000028213e-06	-5.731372e-19	-2.915241e-07
5.785000000028311e-06	6.433904e-19	-2.915241e-07
5.805000000028409e-06	-4.405205e-19	-2.915241e-07
5.825000000028507e-06	6.530596e-19	-2.915241e-07
5.845000000028605e-06	-4.423433e-19	-2.915241e-07
5.865000000028703e-06	-2.251707e-20	-2.915241e-07
5.885000000028801e-06	7.819123e-20	-2.915241e-07
5.905000000028899e-06	1.127578e-19	-2.915241e-07
5.925000000028997e-06	9.850572e-20	-2.915241e-07
5.945000000029095e-06	-5.411485e-19	-2.915241e-07
5.965000000029193e-06	6.229215e-19	-2.915241e-07
5.985000000029292e-06	-4.561945e-19	-2.915241e-07
6.005000000029390e-06	-5.420756e-21	-2.915241e-07
6.025000000029488e-06	8.214989e-20	-2.915241e-07
6.045000000029586e-06	8.405448e-20	-2.915241e-07
6.065000000029684e-06	1.087185e-19	-2.915241e-07
6.085000000029782e-06	9.771086e-20	-2.915241e-07
6.105000000029880e-06	-5.408619e-19	-2.915241e-07
6.125000000029978e-06	6.231559e-19	-2.915241e-07
6.145000000030076e-06	-4.562206e-19	-2.915241e-07
6.165000000030174e-06	-5.407767e-21	-2.915241e-07
6.185000000030272e-06	5.466563e-22	-2.915241e-07
6.205000000030370e-06	-9.180476e-23	-2.915241e-07
6.225000000030468e-06	-2.090730e-22	-2.915241e-07
6.245000000030566e-06	-1.569552e-22	-2.915241e-07
6.265000000030664e-06	-1.699857e-22	-2.915241e-07
6.285000000030763e-06	-2.221053e-22	-2.915241e-07
6.305000000030861e-06	-2.090767e-22	-2.915241e-07
6.325000000030959e-06	-1.830184e-22	-2.915241e-07
6.345000000031057e-06	-1.830194e-22	-2.915241e-07
6.365000000031155e-06	-1.830205e-22	-2.915241e-07
6.385000000031253e-06	6.220128e-20	-2.915241e-07
6.405000000031351e-06	7.688796e-20	-2.915241e-07
6.425000000031449e-06	1.082362e-19	-2.915241e-07
6.445000000031547e-06	9.816669e-20	-2.915241e-07
6.465000000031645e-06	-5.407057e-19	-2.915241e-07
6.485000000031743e-06	6.231818e-19	-2.915241e-07
6.505000000031841e-06	-4.561557e-19	-2.915241e-07
6.525000000031939e-06	-5.394952e-21	-2.915241e-07
6.545000000032037e-06	8.211055e-20	-2.915241e-07
6.565000000032135e-06	8.402817e-20	-2.915241e-07
6.585000000032233e-06	1.087313e-19	-2.915241e-07
6.605000000032332e-06	9.771061e-20	-2.915241e-07
6.625000000032430e-06	-5.408491e-19	-2.915241e-07
6.645000000032528e-06	6.231296e-19	-2.915241e-07
6.665000000032626e-06	-4.561427e-19	-2.915241e-07
6.685000000032724e-06	-5.408022e-21	-2.915241e-07
6.705000000032822e-06	8.205839e-20	-2.915241e-07
6.725000000032920e-06	8.400207e-20	-2.915241e-07
6.745000000033018e-06	1.087313e-19	-2.915241e-07
6.765000000033116e-06	9.773662e-20	-2.915241e-07
6.785000000033214e-06	-5.408622e-19	-2.915241e-07
6.805000000033312e-06	1.822576e-19	-2.915241e-07
6.825000000033410e-06	1.661212e-20	-2.915241e-07
6.845000000033508e-06	1.302312e-21	-2.915241e-07
6.865000000033606e-06	-7.883051e-23	-2.915241e-07
6.885000000033704e-06	-1.570092e-22	-2.915241e-07
6.905000000033803e-06	-1.960991e-22	-2.915241e-07
6.925000000033901e-06	-1.961001e-22	-2.915241e-07
6.945000000033999e-06	-2.221605e-22	-2.915241e-07
6.965000000034097e-06	-1.830724e-22	-2.915241e-07
6.985000000034195e-06	-2.091327e-22	-2.915241e-07
7.005000000034293e-06	-1.830743e-22	-2.915241e-07
7.025000000034391e-06	6.217517e-20	-2.915241e-07
7.045000000034489e-06	7.691397e-20	-2.915241e-07
7.065000000034587e-06	1.082362e-19	-2.915241e-07
7.085000000034685e-06	9.815361e-20	-2.915241e-07
7.105000000034783e-06	-5.406797e-19	-2.915241e-07
7.125000000034881e-06	6.231296e-19	-2.915241e-07
7.145000000034979e-06	-4.561818e-19	-2.915241e-07
7.165000000035077e-06	6.488644e-19	-2.915241e-07
7.185000000035175e-06	-4.425254e-19	-2.915241e-07
7.205000000035273e-06	-2.225616e-20	-2.915241e-07
7.225000000035372e-06	7.830882e-20	-2.915241e-07
7.245000000035470e-06	1.127451e-19	-2.915241e-07
7.265000000035568e-06	-5.773326e-19	-2.915241e-07
7.285000000035666e-06	6.330190e-19	-2.915241e-07
7.305000000035764e-06	-4.425268e-19	-2.915241e-07
7.325000000035862e-06	6.535941e-19	-2.915241e-07
7.345000000035960e-06	-4.419913e-19	-2.915241e-07
7.365000000036058e-06	-2.242559e-20	-2.915241e-07
7.385000000036156e-06	7.820454e-20	-2.915241e-07
7.405000000036254e-06	1.127059e-19	-2.915241e-07
7.425000000036352e-06	-3.928495e-20	-2.915241e-07
7.445000000036450e-06	-2.775907e-21	-2.915241e-07
7.465000000036548e-06	-3.133061e-22	-2.915241e-07
7.485000000036646e-06	-1.960405e-22	-2.915241e-07
7.505000000036744e-06	-2.221008e-22	-2.915241e-07
7.525000000036842e-06	-1.960425e-22	-2.915241e-07
7.545000000036941e-06	-1.699841e-22	-2.915241e-07
7.565000000037039e-06	-2.351333e-22	-2.915241e-07
7.585000000037137e-06	-1.830158e-22	-2.915241e-07
7.605000000037235e-06	-2.221059e-22	-2.915241e-07
7.625000000037333e-06	-5.731502e-19	-2.915241e-07
7.645000000037431e-06	6.433904e-19	-2.915241e-07
7.665000000037529e-06	-4.405595e-19	-2.915241e-07
7.685000000037627e-06	6.530857e-19	-2.915241e-07
7.705000000037725e-06	-4.423042e-19	-2.915241e-07
7.725000000037823e-06	-2.247792e-20	-2.915241e-07
7.745000000037921e-06	7.821735e-20	-2.915241e-07
7.765000000038019e-06	1.127188e-19	-2.915241e-07
7.785000000038117e-06	-5.773458e-19	-2.915241e-07
7.805000000038215e-06	6.330318e-19	-2.915241e-07
7.825000000038313e-06	-4.425010e-19	-2.915241e-07
7.845000000038412e-06	6.535548e-19	-2.915241e-07
7.865000000038510e-06	-4.420045e-19	-2.915241e-07
7.885000000038608e-06	-2.243887e-20	-2.915241e-07
7.905000000038706e-06	7.819125e-20	-2.915241e-07
7.925000000038804e-06	1.127317e-19	-2.915241e-07
7.945000000038902e-06	9.846664e-20	-2.915241e-07
7.965000000039000e-06	-5.412006e-19	-2.915241e-07
7.985000000039098e-06	6.229215e-19	-2.915241e-07
8.005000000039196e-06	-4.562206e-19	-2.915241e-07
8.025000000039294e-06	-5.433767e-21	-2.915241e-07
8.045000000039392e-06	1.507251e-19	-2.915241e-07
8.065000000039490e-06	1.064905e-19	-2.915241e-07
8.085000000039588e-06	2.631261e-21	-2.915241e-07
8.105000000039686e-06	-4.176705e-22	-2.915241e-07
8.125000000039784e-06	-2.352560e-22	-2.915241e-07
8.145000000039882e-06	-1.961680e-22	-2.915241e-07
8.165000000039981e-06	-1.831393e-22	-2.915241e-07
8.185000000040079e-06	-1.961699e-22	-2.915241e-07
8.205000000040177e-06	-1.831412e-22	-2.915241e-07
8.225000000040275e-06	-2.092016e-22	-2.915241e-07
8.245000000040373e-06	-1.831431e-22	-2.915241e-07
8.265000000040471e-06	-5.731373e-19	-2.915241e-07
8.285000000040569e-06	6.433903e-19	-2.915241e-07
8.305000000040667e-06	-4.405075e-19	-2.915241e-07
8.325000000040765e-06	6.530726e-19	-2.915241e-07
8.345000000040863e-06	-4.423564e-19	-2.915241e-07
8.365000000040961e-06	-9.118598e-22	-2.915241e-07
8.385000000041059e-06	8.293231e-20	-2.915241e-07
8.405000000041157e-06	8.401604e-20	-2.915241e-07
8.425000000041255e-06	1.087192e-19	-2.915241e-07
8.445000000041353e-06	-5.780880e-19	-2.915241e-07
8.465000000041452e-06	6.333581e-19	-2.915241e-07
8.485000000041550e-06	-4.423180e-19	-2.915241e-07
8.505000000041648e-06	-6.910614e-22	-2.915241e-07
8.525000000041746e-06	8.260587e-20	-2.915241e-07
8.545000000041844e-06	8.384594e-20	-2.915241e-07
8.565000000041942e-06	1.086403e-19	-2.915241e-07
8.585000000042040e-06	9.771080e-20	-2.915241e-07
8.605000000042138e-06	-5.408750e-19	-2.915241e-07
8.625000000042236e-06	6.231429e-19	-2.915241e-07
8.645000000042334e-06	-4.561686e-19	-2.915241e-07
8.665000000042432e-06	-5.433892e-21	-2.915241e-07
8.685000000042530e-06	5.726505e-22	-2.915241e-07
8.705000000042628e-06	-9.186983e-23	-2.915241e-07
8.725000000042726e-06	-2.091380e-22	-2.915241e-07
8.745000000042824e-06	-2.091391e-22	-2.915241e-07
8.765000000042922e-06	-1.700509e-22	-2.915241e-07
8.785000000043021e-06	-2.091408e-22	-2.915241e-07
8.805000000043119e-06	-1.961122e-22	-2.915241e-07
8.825000000043217e-06	-1.830834e-22	-2.915241e-07
8.845000000043315e-06	-1.570250e-22	-2.915241e-07
8.865000000043413e-06	-2.352038e-22	-2.915241e-07
8.885000000043511e-06	6.224031e-20	-2.915241e-07
8.905000000043609e-06	7.691396e-20	-2.915241e-07
8.925000000043707e-06	1.082492e-19	-2.915241e-07
8.945000000043805e-06	9.814056e-20	-2.915241e-07
8.965000000043903e-06	1.136057e-19	-2.915241e-07
8.985000000044001e-06	-5.773188e-19	-2.915241e-07
9.005000000044099e-06	6.333194e-19	-2.915241e-07
9.025000000044197e-06	-4.423697e-19	-2.915241e-07
9.045000000044295e-06	-7.036786e-22	-2.915241e-07
9.065000000044393e-06	8.261931e-20	-2.915241e-07
9.085000000044492e-06	8.384635e-20	-2.915241e-07
9.105000000044590e-06	1.086407e-19	-2.915241e-07
9.125000000044688e-06	-5.781665e-19	-2.915241e-07
9.145000000044786e-06	6.333317e-19	-2.915241e-07
9.165000000044884e-06	-4.423053e-19	-2.915241e-07
9.185000000044982e-06	6.535811e-19	-2.915241e-07
9.205000000045080e-06	-4.420043e-19	-2.915241e-07
9.225000000045178e-06	-2.243863e-20	-2.915241e-07
9.245000000045276e-06	7.820452e-20	-2.915241e-07
9.265000000045374e-06	1.127190e-19	-2.915241e-07
9.285000000045472e-06	-5.773587e-19	-2.915241e-07
9.305000000045570e-06	1.963815e-19	-2.915241e-07
9.325000000045668e-06	1.943942e-20	-2.915241e-07
9.345000000045766e-06	1.667005e-21	-2.915241e-07
9.365000000045864e-06	-1.381920e-23	-2.915241e-07
9.385000000045962e-06	-1.571461e-22	-2.915241e-07
9.405000000046061e-06	-1.832061e-22	-2.915241e-07
9.425000000046159e-06	-1.962368e-22	-2.915241e-07
9.445000000046257e-06	-2.092675e-22	-2.915241e-07
9.465000000046355e-06	-2.092685e-22	-2.915241e-07
9.485000000046453e-06	-2.222991e-22	-2.915241e-07
9.505000000046551e-06	-2.092704e-22	-2.915241e-07
9.525000000046649e-06	6.216201e-20	-2.915241e-07
9.545000000046747e-06	7.691383e-20	-2.915241e-07
9.565000000046845e-06	1.081839e-19	-2.915241e-07
9.585000000046943e-06	9.812741e-20	-2.915241e-07
9.605000000047041e-06	1.135665e-19	-2.915241e-07
9.625000000047139e-06	-5.773060e-19	-2.915241e-07
9.645000000047237e-06	6.333193e-19	-2.915241e-07
