time	V(n003)*10	V(n009)*10
0.000000000000000e+00	3.459755e-17	-2.915241e-07
3.571428571438340e-09	3.873694e-17	-2.915241e-07
7.142857142876679e-09	4.114442e-17	-2.915241e-07
1.071428571431502e-08	4.181999e-17	-2.915241e-07
1.428571428575336e-08	4.076366e-17	-2.915241e-07
1.785714285719170e-08	3.797542e-17	-2.915241e-07
2.142857142863004e-08	3.345528e-17	-2.915241e-07
2.500000000006837e-08	2.720322e-17	-2.915241e-07
4.500000000016643e-08	-2.818979e-18	-2.915241e-07
6.500000000026450e-08	7.647651e-19	-2.915241e-07
8.500000000036256e-08	-1.915198e-17	-2.915241e-07
1.050000000004606e-07	-2.312375e-18	-2.915241e-07
1.250000000005587e-07	-1.511231e-19	-2.915241e-07
1.450000000006568e-07	1.389483e-17	-2.915241e-07
1.650000000007548e-07	-1.105595e-17	-2.915241e-07
1.850000000008529e-07	-2.827791e-18	-2.915241e-07
2.050000000009509e-07	-3.474135e-19	-2.915241e-07
2.250000000010490e-07	-4.115864e-18	-2.915241e-07
2.450000000011471e-07	5.751842e-19	-2.915241e-07
2.650000000012451e-07	3.208601e-19	-2.915241e-07
2.850000000013432e-07	-4.671017e-19	-2.915241e-07
3.050000000014413e-07	-6.988646e-19	-2.915241e-07
3.250000000015393e-07	-2.021773e-17	-2.915241e-07
3.450000000016374e-07	-4.964064e-19	-2.915241e-07
3.650000000017355e-07	-6.086216e-20	-2.915241e-07
3.850000000018335e-07	5.331687e-20	-2.915241e-07
4.050000000019316e-07	1.084169e-19	-2.915241e-07
4.250000000020297e-07	-5.962777e-19	-2.915241e-07
4.450000000021277e-07	6.536982e-19	-2.915241e-07
4.650000000022258e-07	-4.566207e-19	-2.915241e-07
4.850000000023239e-07	-8.379819e-22	-2.915241e-07
5.050000000024219e-07	8.469207e-20	-2.915241e-07
5.250000000025200e-07	8.686993e-20	-2.915241e-07
5.450000000026180e-07	-4.957825e-19	-2.915241e-07
5.650000000027161e-07	1.967198e-19	-2.915241e-07
5.850000000028142e-07	6.934273e-19	-2.915241e-07
6.050000000029122e-07	-6.620630e-19	-2.915241e-07
6.250000000030103e-07	1.871495e-19	-2.915241e-07
6.450000000031084e-07	1.789601e-20	-2.915241e-07
6.650000000032064e-07	1.301809e-21	-2.915241e-07
6.850000000033045e-07	-1.920198e-22	-2.915241e-07
7.050000000034026e-07	-3.130890e-22	-2.915241e-07
7.250000000035006e-07	-3.130327e-22	-2.915241e-07
7.450000000035987e-07	-3.398931e-22	-2.915241e-07
7.650000000036968e-07	6.364327e-20	-2.915241e-07
7.850000000037948e-07	7.966984e-20	-2.915241e-07
8.050000000038929e-07	1.112445e-19	-2.915241e-07
8.250000000039909e-07	-5.964244e-19	-2.915241e-07
8.450000000040890e-07	6.537668e-19	-2.915241e-07
8.650000000041871e-07	-4.565656e-19	-2.915241e-07
8.850000000042851e-07	-8.097443e-22	-2.915241e-07
9.050000000043832e-07	8.470685e-20	-2.915241e-07
9.250000000044813e-07	8.689817e-20	-2.915241e-07
