Freq.	V(n036)*10
1.00000000000000e+02	(-4.39869624882417e+01dB,8.92293522391941e+01°)
1.00695555005672e+02	(-4.39267618883404e+01dB,8.92239921055501e+01°)
1.01395947979003e+02	(-4.38665613638084e+01dB,8.92185946922845e+01°)
1.02101212570719e+02	(-4.38063609156979e+01dB,8.92131597401611e+01°)
1.02811382665607e+02	(-4.37461605450756e+01dB,8.92076869881423e+01°)
1.03526492384138e+02	(-4.36859602530231e+01dB,8.92021761733758e+01°)
1.04246576084112e+02	(-4.36257600406373e+01dB,8.91966270311827e+01°)
1.04971668362307e+02	(-4.35655599090301e+01dB,8.91910392950445e+01°)
1.05701804056138e+02	(-4.35053598593292e+01dB,8.91854126965903e+01°)
1.06437018245336e+02	(-4.34451598926780e+01dB,8.91797469655842e+01°)
1.07177346253629e+02	(-4.33849600102356e+01dB,8.91740418299119e+01°)
1.07922823650443e+02	(-4.33247602131777e+01dB,8.91682970155683e+01°)
1.08673486252606e+02	(-4.32645605026960e+01dB,8.91625122466437e+01°)
1.09429370126074e+02	(-4.32043608799991e+01dB,8.91566872453112e+01°)
1.10190511587661e+02	(-4.31441613463123e+01dB,8.91508217318131e+01°)
1.10956947206785e+02	(-4.30839619028782e+01dB,8.91449154244473e+01°)
1.11728713807222e+02	(-4.30237625509566e+01dB,8.91389680395542e+01°)
1.12505848468881e+02	(-4.29635632918249e+01dB,8.91329792915031e+01°)
1.13288388529580e+02	(-4.29033641267784e+01dB,8.91269488926780e+01°)
1.14076371586843e+02	(-4.28431650571303e+01dB,8.91208765534647e+01°)
1.14869835499704e+02	(-4.27829660842125e+01dB,8.91147619822360e+01°)
1.15668818390529e+02	(-4.27227672093750e+01dB,8.91086048853386e+01°)
1.16473358646846e+02	(-4.26625684339870e+01dB,8.91024049670783e+01°)
1.17283494923188e+02	(-4.26023697594368e+01dB,8.90961619297064e+01°)
1.18099266142953e+02	(-4.25421711871319e+01dB,8.90898754734051e+01°)
1.18920711500272e+02	(-4.24819727184995e+01dB,8.90835452962735e+01°)
1.19747870461893e+02	(-4.24217743549867e+01dB,8.90771710943128e+01°)
1.20580782769076e+02	(-4.23615760980611e+01dB,8.90707525614119e+01°)
1.21419488439505e+02	(-4.23013779492103e+01dB,8.90642893893327e+01°)
1.22264027769207e+02	(-4.22411799099430e+01dB,8.90577812676955e+01°)
1.23114441334492e+02	(-4.21809819817888e+01dB,8.90512278839641e+01°)
1.23970769993899e+02	(-4.21207841662988e+01dB,8.90446289234307e+01°)
1.24833054890161e+02	(-4.20605864650456e+01dB,8.90379840692011e+01°)
1.25701337452183e+02	(-4.20003888796238e+01dB,8.90312930021791e+01°)
1.26575659397028e+02	(-4.19401914116504e+01dB,8.90245554010519e+01°)
1.27456062731927e+02	(-4.18799940627647e+01dB,8.90177709422741e+01°)
1.28342589756291e+02	(-4.18197968346290e+01dB,8.90109393000525e+01°)
1.29235283063750e+02	(-4.17595997289290e+01dB,8.90040601463308e+01°)
1.30134185544194e+02	(-4.16994027473736e+01dB,8.89971331507732e+01°)
1.31039340385837e+02	(-4.16392058916957e+01dB,8.89901579807494e+01°)
1.31950791077290e+02	(-4.15790091636526e+01dB,8.89831343013181e+01°)
1.32868581409652e+02	(-4.15188125650257e+01dB,8.89760617752113e+01°)
1.33792755478612e+02	(-4.14586160976215e+01dB,8.89689400628181e+01°)
1.34723357686569e+02	(-4.13984197632719e+01dB,8.89617688221685e+01°)
1.35660432744768e+02	(-4.13382235638339e+01dB,8.89545477089168e+01°)
1.36604025675440e+02	(-4.12780275011910e+01dB,8.89472763763257e+01°)
1.37554181813975e+02	(-4.12178315772524e+01dB,8.89399544752491e+01°)
1.38510946811093e+02	(-4.11576357939544e+01dB,8.89325816541158e+01°)
1.39474366635041e+02	(-4.10974401532602e+01dB,8.89251575589126e+01°)
1.40444487573800e+02	(-4.10372446571601e+01dB,8.89176818331674e+01°)
1.41421356237310e+02	(-4.09770493076728e+01dB,8.89101541179322e+01°)
1.42405019559708e+02	(-4.09168541068445e+01dB,8.89025740517658e+01°)
1.43395524801583e+02	(-4.08566590567505e+01dB,8.88949412707167e+01°)
1.44392919552250e+02	(-4.07964641594947e+01dB,8.88872554083056e+01°)
1.45397251732032e+02	(-4.07362694172106e+01dB,8.88795160955082e+01°)
1.46408569594563e+02	(-4.06760748320614e+01dB,8.88717229607370e+01°)
1.47426921729111e+02	(-4.06158804062404e+01dB,8.88638756298241e+01°)
1.48452357062906e+02	(-4.05556861419716e+01dB,8.88559737260031e+01°)
1.49484924863494e+02	(-4.04954920415101e+01dB,8.88480168698910e+01°)
1.50524674741107e+02	(-4.04352981071424e+01dB,8.88400046794704e+01°)
1.51571656651040e+02	(-4.03751043411870e+01dB,8.88319367700710e+01°)
1.52625920896057e+02	(-4.03149107459945e+01dB,8.88238127543513e+01°)
1.53687518128802e+02	(-4.02547173239486e+01dB,8.88156322422803e+01°)
1.54756499354240e+02	(-4.01945240774663e+01dB,8.88073948411185e+01°)
1.55832915932101e+02	(-4.01343310089980e+01dB,8.87991001553996e+01°)
1.56916819579351e+02	(-4.00741381210285e+01dB,8.87907477869113e+01°)
1.58008262372676e+02	(-4.00139454160775e+01dB,8.87823373346764e+01°)
1.59107296750985e+02	(-3.99537528966995e+01dB,8.87738683949337e+01°)
1.60213975517925e+02	(-3.98935605654848e+01dB,8.87653405611189e+01°)
1.61328351844426e+02	(-3.98333684250599e+01dB,8.87567534238448e+01°)
1.62450479271248e+02	(-3.97731764780879e+01dB,8.87481065708821e+01°)
1.63580411711557e+02	(-3.97129847272691e+01dB,8.87393995871399e+01°)
1.64718203453516e+02	(-3.96527931753415e+01dB,8.87306320546453e+01°)
1.65863909162889e+02	(-3.95926018250813e+01dB,8.87218035525241e+01°)
1.67017583885675e+02	(-3.95324106793034e+01dB,8.87129136569804e+01°)
1.68179283050744e+02	(-3.94722197408621e+01dB,8.87039619412764e+01°)
1.69349062472506e+02	(-3.94120290126514e+01dB,8.86949479757123e+01°)
1.70526978353592e+02	(-3.93518384976058e+01dB,8.86858713276056e+01°)
1.71713087287552e+02	(-3.92916481987007e+01dB,8.86767315612705e+01°)
1.72907446261574e+02	(-3.92314581189530e+01dB,8.86675282379974e+01°)
1.74110112659226e+02	(-3.91712682614219e+01dB,8.86582609160316e+01°)
1.75321144263208e+02	(-3.91110786292089e+01dB,8.86489291505524e+01°)
1.76540599258132e+02	(-3.90508892254593e+01dB,8.86395324936523e+01°)
1.77768536233315e+02	(-3.89907000533619e+01dB,8.86300704943149e+01°)
1.79005014185596e+02	(-3.89305111161501e+01dB,8.86205426983943e+01°)
1.80250092522167e+02	(-3.88703224171026e+01dB,8.86109486485929e+01°)
1.81503831063433e+02	(-3.88101339595436e+01dB,8.86012878844395e+01°)
1.82766290045881e+02	(-3.87499457468440e+01dB,8.85915599422682e+01°)
1.84037530124976e+02	(-3.86897577824213e+01dB,8.85817643551953e+01°)
1.85317612378075e+02	(-3.86295700697412e+01dB,8.85719006530980e+01°)
1.86606598307363e+02	(-3.85693826123174e+01dB,8.85619683625913e+01°)
1.87904549842804e+02	(-3.85091954137129e+01dB,8.85519670070060e+01°)
1.89211529345120e+02	(-3.84490084775402e+01dB,8.85418961063659e+01°)
1.90527599608789e+02	(-3.83888218074624e+01dB,8.85317551773646e+01°)
1.91852823865054e+02	(-3.83286354071935e+01dB,8.85215437333431e+01°)
1.93187265784970e+02	(-3.82684492804996e+01dB,8.85112612842663e+01°)
1.94530989482458e+02	(-3.82082634311993e+01dB,8.85009073366999e+01°)
1.95884059517387e+02	(-3.81480778631643e+01dB,8.84904813937868e+01°)
1.97246540898673e+02	(-3.80878925803205e+01dB,8.84799829552233e+01°)
1.98618499087409e+02	(-3.80277075866486e+01dB,8.84694115172360e+01°)
2.00000000000002e+02	(-3.79675228861847e+01dB,8.84587665725572e+01°)
2.01391110011345e+02	(-3.79073384830215e+01dB,8.84480476104010e+01°)
2.02791895958007e+02	(-3.78471543813086e+01dB,8.84372541164391e+01°)
2.04202425141440e+02	(-3.77869705852535e+01dB,8.84263855727766e+01°)
2.05622765331215e+02	(-3.77267870991226e+01dB,8.84154414579270e+01°)
2.07052984768277e+02	(-3.76666039272416e+01dB,8.84044212467875e+01°)
2.08493152168226e+02	(-3.76064210739969e+01dB,8.83933244106144e+01°)
2.09943336724615e+02	(-3.75462385438357e+01dB,8.83821504169978e+01°)
2.11403608112278e+02	(-3.74860563412676e+01dB,8.83708987298365e+01°)
2.12874036490674e+02	(-3.74258744708650e+01dB,8.83595688093120e+01°)
2.14354692507260e+02	(-3.73656929372641e+01dB,8.83481601118638e+01°)
2.15845647300887e+02	(-3.73055117451659e+01dB,8.83366720901630e+01°)
2.17346972505213e+02	(-3.72453308993368e+01dB,8.83251041930865e+01°)
2.18858740252150e+02	(-3.71851504046100e+01dB,8.83134558656908e+01°)
2.20381023175324e+02	(-3.71249702658858e+01dB,8.83017265491860e+01°)
2.21913894413571e+02	(-3.70647904881333e+01dB,8.82899156809090e+01°)
2.23457427614446e+02	(-3.70046110763907e+01dB,8.82780226942971e+01°)
2.25011696937764e+02	(-3.69444320357664e+01dB,8.82660470188608e+01°)
2.26576777059162e+02	(-3.68842533714402e+01dB,8.82539880801572e+01°)
2.28152743173687e+02	(-3.68240750886645e+01dB,8.82418452997628e+01°)
2.29739670999409e+02	(-3.67638971927644e+01dB,8.82296180952456e+01°)
2.31337636781060e+02	(-3.67037196891397e+01dB,8.82173058801381e+01°)
2.32946717293693e+02	(-3.66435425832656e+01dB,8.82049080639094e+01°)
2.34566989846378e+02	(-3.65833658806934e+01dB,8.81924240519371e+01°)
2.36198532285908e+02	(-3.65231895870522e+01dB,8.81798532454795e+01°)
2.37841423000546e+02	(-3.64630137080495e+01dB,8.81671950416467e+01°)
2.39495740923788e+02	(-3.64028382494723e+01dB,8.81544488333730e+01°)
2.41161565538154e+02	(-3.63426632171885e+01dB,8.81416140093874e+01°)
2.42838976879012e+02	(-3.62824886171481e+01dB,8.81286899541850e+01°)
2.44528055538416e+02	(-3.62223144553837e+01dB,8.81156760479982e+01°)
2.46228882668986e+02	(-3.61621407380123e+01dB,8.81025716667671e+01°)
2.47941539987800e+02	(-3.61019674712364e+01dB,8.80893761821100e+01°)
2.49666109780325e+02	(-3.60417946613447e+01dB,8.80760889612939e+01°)
2.51402674904368e+02	(-3.59816223147141e+01dB,8.80627093672049e+01°)
2.53151318794059e+02	(-3.59214504378100e+01dB,8.80492367583174e+01°)
2.54912125463855e+02	(-3.58612790371884e+01dB,8.80356704886648e+01°)
2.56685179512583e+02	(-3.58011081194965e+01dB,8.80220099078082e+01°)
2.58470566127501e+02	(-3.57409376914746e+01dB,8.80082543608061e+01°)
2.60268371088389e+02	(-3.56807677599566e+01dB,8.79944031881838e+01°)
2.62078680771675e+02	(-3.56205983318722e+01dB,8.79804557259017e+01°)
2.63901582154582e+02	(-3.55604294142475e+01dB,8.79664113053246e+01°)
2.65737162819305e+02	(-3.55002610142066e+01dB,8.79522692531901e+01°)
2.67585510957225e+02	(-3.54400931389734e+01dB,8.79380288915764e+01°)
2.69446715373141e+02	(-3.53799257958722e+01dB,8.79236895378713e+01°)
2.71320865489537e+02	(-3.53197589923295e+01dB,8.79092505047392e+01°)
2.73208051350882e+02	(-3.52595927358757e+01dB,8.78947111000895e+01°)
2.75108363627952e+02	(-3.51994270341462e+01dB,8.78800706270433e+01°)
2.77021893622188e+02	(-3.51392618948826e+01dB,8.78653283839015e+01°)
2.78948733270084e+02	(-3.50790973259350e+01dB,8.78504836641112e+01°)
2.80888975147603e+02	(-3.50189333352627e+01dB,8.78355357562328e+01°)
2.82842712474622e+02	(-3.49587699309362e+01dB,8.78204839439063e+01°)
2.84810039119418e+02	(-3.48986071211384e+01dB,8.78053275058182e+01°)
2.86791049603169e+02	(-3.48384449141668e+01dB,8.77900657156671e+01°)
2.88785839104503e+02	(-3.47782833184341e+01dB,8.77746978421300e+01°)
2.90794503464065e+02	(-3.47181223424709e+01dB,8.77592231488278e+01°)
2.92817139189129e+02	(-3.46579619949264e+01dB,8.77436408942908e+01°)
2.94853843458224e+02	(-3.45978022845708e+01dB,8.77279503319242e+01°)
2.96904714125813e+02	(-3.45376432202965e+01dB,8.77121507099728e+01°)
2.98969849726991e+02	(-3.44774848111199e+01dB,8.76962412714858e+01°)
3.01049349482217e+02	(-3.44173270661834e+01dB,8.76802212542819e+01°)
3.03143313302083e+02	(-3.43571699947566e+01dB,8.76640898909127e+01°)
3.05251841792115e+02	(-3.42970136062389e+01dB,8.76478464086279e+01°)
3.07375036257606e+02	(-3.42368579101605e+01dB,8.76314900293382e+01°)
3.09512998708482e+02	(-3.41767029161845e+01dB,8.76150199695795e+01°)
3.11665831864204e+02	(-3.41165486341091e+01dB,8.75984354404762e+01°)
3.13833639158704e+02	(-3.40563950738689e+01dB,8.75817356477041e+01°)
3.16016524745355e+02	(-3.39962422455373e+01dB,8.75649197914537e+01°)
3.18214593501971e+02	(-3.39360901593282e+01dB,8.75479870663926e+01°)
3.20427951035853e+02	(-3.38759388255978e+01dB,8.75309366616282e+01°)
3.22656703688855e+02	(-3.38157882548470e+01dB,8.75137677606695e+01°)
3.24900958542498e+02	(-3.37556384577231e+01dB,8.74964795413895e+01°)
3.27160823423117e+02	(-3.36954894450220e+01dB,8.74790711759864e+01°)
3.29436406907034e+02	(-3.36353412276899e+01dB,8.74615418309456e+01°)
3.31727818325781e+02	(-3.35751938168262e+01dB,8.74438906670007e+01°)
3.34035167771352e+02	(-3.35150472236846e+01dB,8.74261168390940e+01°)
3.36358566101490e+02	(-3.34549014596762e+01dB,8.74082194963381e+01°)
3.38698124945015e+02	(-3.33947565363710e+01dB,8.73901977819756e+01°)
3.41053956707187e+02	(-3.33346124655005e+01dB,8.73720508333396e+01°)
3.43426174575106e+02	(-3.32744692589599e+01dB,8.73537777818135e+01°)
3.45814892523151e+02	(-3.32143269288102e+01dB,8.73353777527912e+01°)
3.48220225318454e+02	(-3.31541854872808e+01dB,8.73168498656356e+01°)
3.50642288526419e+02	(-3.30940449467714e+01dB,8.72981932336388e+01°)
3.53081198516267e+02	(-3.30339053198548e+01dB,8.72794069639802e+01°)
3.55537072466633e+02	(-3.29737666192794e+01dB,8.72604901576855e+01°)
3.58010028371194e+02	(-3.29136288579710e+01dB,8.72414419095853e+01°)
3.60500185044337e+02	(-3.28534920490359e+01dB,8.72222613082728e+01°)
3.63007662126869e+02	(-3.27933562057631e+01dB,8.72029474360618e+01°)
3.65532580091765e+02	(-3.27332213416272e+01dB,8.71834993689444e+01°)
3.68075060249955e+02	(-3.26730874702905e+01dB,8.71639161765484e+01°)
3.70635224756154e+02	(-3.26129546056057e+01dB,8.71441969220939e+01°)
3.73213196614728e+02	(-3.25528227616191e+01dB,8.71243406623506e+01°)
3.75809099685610e+02	(-3.24926919525725e+01dB,8.71043464475943e+01°)
3.78423058690244e+02	(-3.24325621929066e+01dB,8.70842133215625e+01°)
3.81055199217580e+02	(-3.23724334972634e+01dB,8.70639403214112e+01°)
3.83705647730111e+02	(-3.23123058804890e+01dB,8.70435264776700e+01°)
3.86374531569944e+02	(-3.22521793576366e+01dB,8.70229708141978e+01°)
3.89061978964920e+02	(-3.21920539439694e+01dB,8.70022723481378e+01°)
3.91768119034777e+02	(-3.21319296549633e+01dB,8.69814300898725e+01°)
3.94493081797350e+02	(-3.20718065063101e+01dB,8.69604430429779e+01°)
3.97236998174820e+02	(-3.20116845139204e+01dB,8.69393102041785e+01°)
