ts_ext,pixels,multiplicity,vertical_dimension,horizontal_dimension,ratio_x_y,ratio_x_y_bin,density
93228893,"[(40, 269)]",1,1,1,1.0,1.0,1.0
93229115,"[(307, 367)]",1,1,1,1.0,1.0,1.0
93237189,"[(171, 299)]",1,1,1,1.0,1.0,1.0
93253294,"[(339, 54)]",1,1,1,1.0,1.0,1.0
93253339,"[(339, 54)]",1,1,1,1.0,1.0,1.0
93258016,"[(33, 290)]",1,1,1,1.0,1.0,1.0
93258085,"[(146, 194), (146, 193)]",2,1,2,2.0,2.0,1.0
93269590,"[(85, 22), (85, 22), (85, 21)]",3,1,2,2.0,2.0,1.0
93269667,"[(85, 22)]",1,1,1,1.0,1.0,1.0
93286075,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93286195,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93296663,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93296801,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93315559,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93315676,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93327665,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93327857,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93337007,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93347579,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93347659,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93386315,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93396642,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93396744,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93399952,"[(127, 139), (127, 140)]",2,1,2,2.0,2.0,1.0
93408075,"[(70, 156)]",1,1,1,1.0,1.0,1.0
93408493,"[(131, 0)]",1,1,1,1.0,1.0,1.0
93419623,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93419823,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93420715,"[(10, 417)]",1,1,1,1.0,1.0,1.0
93432884,"[(114, 310)]",1,1,1,1.0,1.0,1.0
93445179,"[(5, 180)]",1,1,1,1.0,1.0,1.0
93449106,"[(51, 389)]",1,1,1,1.0,1.0,1.0
93449321,"[(136, 248)]",1,1,1,1.0,1.0,1.0
93453384,"[(166, 121)]",1,1,1,1.0,1.0,1.0
93454029,"[(82, 407)]",1,1,1,1.0,1.0,1.0
93457168,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93465655,"[(245, 443)]",1,1,1,1.0,1.0,1.0
93465713,"[(342, 412)]",1,1,1,1.0,1.0,1.0
93469953,"[(31, 211)]",1,1,1,1.0,1.0,1.0
93500056,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93500145,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93552324,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93552411,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93575060,"[(292, 15), (292, 16)]",2,1,2,2.0,2.0,1.0
93575309,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93575472,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93591813,"[(381, 72)]",1,1,1,1.0,1.0,1.0
93595461,"[(47, 328)]",1,1,1,1.0,1.0,1.0
93595474,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93595698,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93595896,"[(141, 423)]",1,1,1,1.0,1.0,1.0
93599793,"[(267, 120), (267, 119)]",2,1,2,2.0,2.0,1.0
93600895,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93600980,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93601051,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93601164,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93601333,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93601455,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93601792,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93602195,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93603276,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93603446,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93603583,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93603806,"[(29, 433)]",1,1,1,1.0,1.0,1.0
93603991,"[(130, 315)]",1,1,1,1.0,1.0,1.0
93606414,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93606667,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93608211,"[(88, 105)]",1,1,1,1.0,1.0,1.0
93608333,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93608573,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93608998,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93611843,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93612006,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93614535,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93619940,"[(149, 145)]",1,1,1,1.0,1.0,1.0
93632657,"[(211, 354)]",1,1,1,1.0,1.0,1.0
93632698,"[(211, 354)]",1,1,1,1.0,1.0,1.0
93641058,"[(59, 215)]",1,1,1,1.0,1.0,1.0
93648718,"[(165, 478)]",1,1,1,1.0,1.0,1.0
93657218,"[(47, 466)]",1,1,1,1.0,1.0,1.0
93669670,"[(358, 46)]",1,1,1,1.0,1.0,1.0
93678058,"[(275, 68)]",1,1,1,1.0,1.0,1.0
93679509,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93679604,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93692893,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93692989,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93696885,"[(306, 98)]",1,1,1,1.0,1.0,1.0
93737752,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93737825,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93738850,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93755342,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93755403,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93774783,"[(93, 143)]",1,1,1,1.0,1.0,1.0
93783373,"[(171, 53), (171, 54)]",2,1,2,2.0,2.0,1.0
93795182,"[(401, 250)]",1,1,1,1.0,1.0,1.0
93801269,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93801357,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93807754,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93823599,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93823715,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93840370,"[(230, 410)]",1,1,1,1.0,1.0,1.0
93840442,"[(71, 390)]",1,1,1,1.0,1.0,1.0
93884566,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93884630,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93931355,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93974412,"[(409, 210)]",1,1,1,1.0,1.0,1.0
93993809,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93993913,"[(109, 329)]",1,1,1,1.0,1.0,1.0
93995027,"[(29, 359)]",1,1,1,1.0,1.0,1.0
93995141,"[(7, 314)]",1,1,1,1.0,1.0,1.0
93995228,"[(12, 286)]",1,1,1,1.0,1.0,1.0
93995494,"[(267, 473)]",1,1,1,1.0,1.0,1.0
94003287,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94003295,"[(228, 349)]",1,1,1,1.0,1.0,1.0
94008097,"[(52, 13)]",1,1,1,1.0,1.0,1.0
94019679,"[(11, 199)]",1,1,1,1.0,1.0,1.0
94023567,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94023757,"[(301, 378)]",1,1,1,1.0,1.0,1.0
94024155,"[(6, 204)]",1,1,1,1.0,1.0,1.0
94028170,"[(145, 234)]",1,1,1,1.0,1.0,1.0
94077611,"[(396, 56)]",1,1,1,1.0,1.0,1.0
94117461,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94191195,"[(211, 117)]",1,1,1,1.0,1.0,1.0
94203052,"[(320, 202)]",1,1,1,1.0,1.0,1.0
94203253,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94207381,"[(215, 211), (215, 212)]",2,1,2,2.0,2.0,1.0
94211768,"[(18, 342)]",1,1,1,1.0,1.0,1.0
94211782,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94211965,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94215197,"[(46, 410)]",1,1,1,1.0,1.0,1.0
94215381,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94215389,"[(126, 265)]",1,1,1,1.0,1.0,1.0
94223976,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94223989,"[(196, 345)]",1,1,1,1.0,1.0,1.0
94224132,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94228402,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94244188,"[(250, 39)]",1,1,1,1.0,1.0,1.0
94252364,"[(257, 89)]",1,1,1,1.0,1.0,1.0
94343890,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94366378,"[(92, 34), (92, 34), (92, 33)]",3,1,2,2.0,2.0,1.0
94386495,"[(110, 372)]",1,1,1,1.0,1.0,1.0
94390920,"[(162, 83)]",1,1,1,1.0,1.0,1.0
94398948,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94402950,"[(18, 184)]",1,1,1,1.0,1.0,1.0
94423755,"[(22, 387)]",1,1,1,1.0,1.0,1.0
94428145,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94428157,"[(394, 331)]",1,1,1,1.0,1.0,1.0
94428317,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94444306,"[(314, 243)]",1,1,1,1.0,1.0,1.0
94479993,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94480123,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94578072,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94578213,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94582726,"[(154, 58)]",1,1,1,1.0,1.0,1.0
94590553,"[(141, 298)]",1,1,1,1.0,1.0,1.0
94590610,"[(141, 298)]",1,1,1,1.0,1.0,1.0
94590745,"[(99, 86)]",1,1,1,1.0,1.0,1.0
94594429,"[(376, 294)]",1,1,1,1.0,1.0,1.0
94599499,"[(416, 43)]",1,1,1,1.0,1.0,1.0
94605355,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94606774,"[(61, 438)]",1,1,1,1.0,1.0,1.0
94607030,"[(118, 280)]",1,1,1,1.0,1.0,1.0
94607346,"[(210, 96)]",1,1,1,1.0,1.0,1.0
94607443,"[(318, 59)]",1,1,1,1.0,1.0,1.0
94610437,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94623692,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94674258,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94674373,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94696121,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94696220,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94708413,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94712527,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94739344,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94743148,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94743244,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94770824,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94776971,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94777036,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94786149,"[(42, 275)]",1,1,1,1.0,1.0,1.0
94786205,"[(185, 371)]",1,1,1,1.0,1.0,1.0
94790776,"[(56, 95)]",1,1,1,1.0,1.0,1.0
94794669,"[(183, 457)]",1,1,1,1.0,1.0,1.0
94798594,"[(274, 242)]",1,1,1,1.0,1.0,1.0
94800747,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94802432,"[(137, 171)]",1,1,1,1.0,1.0,1.0
94802991,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94803125,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94806926,"[(102, 210)]",1,1,1,1.0,1.0,1.0
94827729,"[(309, 299)]",1,1,1,1.0,1.0,1.0
94839777,"[(109, 425)]",1,1,1,1.0,1.0,1.0
94851796,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94856657,"[(8, 361)]",1,1,1,1.0,1.0,1.0
94969514,"[(321, 418)]",1,1,1,1.0,1.0,1.0
94974144,"[(320, 41)]",1,1,1,1.0,1.0,1.0
94977500,"[(109, 329)]",1,1,1,1.0,1.0,1.0
94977740,"[(369, 312)]",1,1,1,1.0,1.0,1.0
94977788,"[(318, 304)]",1,1,1,1.0,1.0,1.0
94994614,"[(34, 429)]",1,1,1,1.0,1.0,1.0
94998538,"[(174, 226)]",1,1,1,1.0,1.0,1.0
95006251,"[(137, 410)]",1,1,1,1.0,1.0,1.0
95006256,"[(231, 456)]",1,1,1,1.0,1.0,1.0
95006286,"[(109, 442)]",1,1,1,1.0,1.0,1.0
95006326,"[(109, 442)]",1,1,1,1.0,1.0,1.0
95027725,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95027766,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95043652,"[(56, 94)]",1,1,1,1.0,1.0,1.0
95063387,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95063466,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95087584,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95169283,"[(0, 412), (0, 412), (0, 411)]",3,1,2,2.0,2.0,1.0
95173596,"[(295, 66)]",1,1,1,1.0,1.0,1.0
95173833,"[(265, 11)]",1,1,1,1.0,1.0,1.0
95177716,"[(222, 357)]",1,1,1,1.0,1.0,1.0
95186284,"[(306, 98)]",1,1,1,1.0,1.0,1.0
95189606,"[(382, 368)]",1,1,1,1.0,1.0,1.0
95190039,"[(312, 174)]",1,1,1,1.0,1.0,1.0
95190262,"[(223, 121)]",1,1,1,1.0,1.0,1.0
95210740,"[(395, 279)]",1,1,1,1.0,1.0,1.0
95228126,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95228213,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95273992,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95274134,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95276316,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95276379,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95315774,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95315909,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95331563,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95352675,"[(302, 289)]",1,1,1,1.0,1.0,1.0
95359272,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95359411,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95360907,"[(373, 431)]",1,1,1,1.0,1.0,1.0
95369150,"[(274, 297)]",1,1,1,1.0,1.0,1.0
95373720,"[(223, 38)]",1,1,1,1.0,1.0,1.0
95377295,"[(385, 238), (385, 237)]",2,1,2,2.0,2.0,1.0
95377542,"[(154, 385)]",1,1,1,1.0,1.0,1.0
95389978,"[(136, 227)]",1,1,1,1.0,1.0,1.0
95390248,"[(254, 75), (254, 76)]",2,1,2,2.0,2.0,1.0
95394034,"[(170, 307)]",1,1,1,1.0,1.0,1.0
95400999,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95401118,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95402099,"[(361, 299)]",1,1,1,1.0,1.0,1.0
95410181,"[(165, 127)]",1,1,1,1.0,1.0,1.0
95422891,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95423032,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95423158,"[(371, 165)]",1,1,1,1.0,1.0,1.0
95435183,"[(98, 69)]",1,1,1,1.0,1.0,1.0
95476612,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95476704,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95520615,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95520737,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95548270,"[(384, 248)]",1,1,1,1.0,1.0,1.0
95557273,"[(176, 2)]",1,1,1,1.0,1.0,1.0
95573295,"[(295, 201)]",1,1,1,1.0,1.0,1.0
95581282,"[(181, 281), (181, 282)]",2,1,2,2.0,2.0,1.0
95581331,"[(181, 282)]",1,1,1,1.0,1.0,1.0
95589274,"[(319, 445)]",1,1,1,1.0,1.0,1.0
95597832,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95601965,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95602065,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95602144,"[(184, 244)]",1,1,1,1.0,1.0,1.0
95606470,"[(16, 118), (16, 118), (16, 118), (16, 117)]",4,1,2,2.0,2.0,1.0
95626364,"[(239, 39), (239, 40)]",2,1,2,2.0,2.0,1.0
95634005,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95634126,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95643222,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95643261,"[(400, 101)]",1,1,1,1.0,1.0,1.0
95702027,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95702149,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95740151,"[(65, 68)]",1,1,1,1.0,1.0,1.0
95756944,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95757067,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95760558,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95760575,"[(398, 343)]",1,1,1,1.0,1.0,1.0
95768646,"[(376, 268)]",1,1,1,1.0,1.0,1.0
95769215,"[(113, 461)]",1,1,1,1.0,1.0,1.0
95777278,"[(293, 358), (293, 357), (293, 358)]",3,1,2,2.0,2.0,1.0
95781093,"[(216, 257)]",1,1,1,1.0,1.0,1.0
95781094,"[(3, 257)]",1,1,1,1.0,1.0,1.0
95781300,"[(99, 239)]",1,1,1,1.0,1.0,1.0
95785455,"[(7, 379)]",1,1,1,1.0,1.0,1.0
95785540,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95789581,"[(261, 181)]",1,1,1,1.0,1.0,1.0
95797928,"[(375, 248)]",1,1,1,1.0,1.0,1.0
95797936,"[(297, 326)]",1,1,1,1.0,1.0,1.0
95797950,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95798119,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95805755,"[(80, 452)]",1,1,1,1.0,1.0,1.0
95805883,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95805994,"[(353, 397)]",1,1,1,1.0,1.0,1.0
95830822,"[(357, 370)]",1,1,1,1.0,1.0,1.0
95838921,"[(323, 405)]",1,1,1,1.0,1.0,1.0
95853344,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95914749,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95915653,"[(306, 98)]",1,1,1,1.0,1.0,1.0
95923268,"[(400, 151), (400, 152), (400, 151)]",3,1,2,2.0,2.0,1.0
95956147,"[(367, 202)]",1,1,1,1.0,1.0,1.0
95964837,"[(171, 163)]",1,1,1,1.0,1.0,1.0
95969050,"[(170, 456)]",1,1,1,1.0,1.0,1.0
95969056,"[(280, 433)]",1,1,1,1.0,1.0,1.0
95972542,"[(397, 415)]",1,1,1,1.0,1.0,1.0
95972772,"[(247, 284)]",1,1,1,1.0,1.0,1.0
95977108,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95977279,"[(109, 329)]",1,1,1,1.0,1.0,1.0
95981085,"[(103, 225)]",1,1,1,1.0,1.0,1.0
96001868,"[(308, 275)]",1,1,1,1.0,1.0,1.0
96001938,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96001957,"[(353, 342)]",1,1,1,1.0,1.0,1.0
96005683,"[(104, 441)]",1,1,1,1.0,1.0,1.0
96009640,"[(102, 52)]",1,1,1,1.0,1.0,1.0
96013884,"[(60, 421)]",1,1,1,1.0,1.0,1.0
96018056,"[(258, 72)]",1,1,1,1.0,1.0,1.0
96026368,"[(313, 117)]",1,1,1,1.0,1.0,1.0
96045272,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96045395,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96131319,"[(12, 217)]",1,1,1,1.0,1.0,1.0
96135420,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96135523,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96143736,"[(316, 429)]",1,1,1,1.0,1.0,1.0
96144056,"[(207, 447)]",1,1,1,1.0,1.0,1.0
96148080,"[(304, 63)]",1,1,1,1.0,1.0,1.0
96172871,"[(243, 166)]",1,1,1,1.0,1.0,1.0
96172931,"[(243, 166)]",1,1,1,1.0,1.0,1.0
96173082,"[(268, 150)]",1,1,1,1.0,1.0,1.0
96180837,"[(96, 314)]",1,1,1,1.0,1.0,1.0
96181072,"[(179, 229)]",1,1,1,1.0,1.0,1.0
96181248,"[(254, 116)]",1,1,1,1.0,1.0,1.0
96201449,"[(191, 121)]",1,1,1,1.0,1.0,1.0
96292492,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96292572,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96318211,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96318337,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96322962,"[(359, 131)]",1,1,1,1.0,1.0,1.0
96323002,"[(373, 67)]",1,1,1,1.0,1.0,1.0
96327546,"[(37, 457)]",1,1,1,1.0,1.0,1.0
96331601,"[(149, 77)]",1,1,1,1.0,1.0,1.0
96351869,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96351884,"[(210, 321)]",1,1,1,1.0,1.0,1.0
96352012,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96356386,"[(193, 49)]",1,1,1,1.0,1.0,1.0
96359891,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96359976,"[(309, 224)]",1,1,1,1.0,1.0,1.0
96360094,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96368336,"[(14, 258)]",1,1,1,1.0,1.0,1.0
96376696,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96376839,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96385081,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96385100,"[(364, 331)]",1,1,1,1.0,1.0,1.0
96385296,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96388733,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96392944,"[(162, 166)]",1,1,1,1.0,1.0,1.0
96397312,"[(26, 268)]",1,1,1,1.0,1.0,1.0
96401118,"[(308, 126), (308, 125), (308, 126)]",3,1,2,2.0,2.0,1.0
96425696,"[(419, 1)]",1,1,1,1.0,1.0,1.0
96425697,"[(418, 3)]",1,1,1,1.0,1.0,1.0
96465797,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96465880,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96467119,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96467269,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96469066,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96469224,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96471148,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96471233,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96498506,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96498697,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96501066,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96501239,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96502469,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96502765,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96503127,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96503773,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96503926,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96504353,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96504530,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96505032,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96506667,"[(15, 8)]",1,1,1,1.0,1.0,1.0
96539160,"[(119, 245)]",1,1,1,1.0,1.0,1.0
96551828,"[(237, 370)]",1,1,1,1.0,1.0,1.0
96555627,"[(126, 287)]",1,1,1,1.0,1.0,1.0
96556283,"[(295, 143)]",1,1,1,1.0,1.0,1.0
96576006,"[(205, 100)]",1,1,1,1.0,1.0,1.0
96584479,"[(406, 144)]",1,1,1,1.0,1.0,1.0
96588922,"[(358, 406)]",1,1,1,1.0,1.0,1.0
96593120,"[(205, 312)]",1,1,1,1.0,1.0,1.0
96619480,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96751031,"[(156, 147), (156, 148), (156, 147)]",3,1,2,2.0,2.0,1.0
96755821,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96759861,"[(307, 352)]",1,1,1,1.0,1.0,1.0
96759908,"[(307, 352)]",1,1,1,1.0,1.0,1.0
96768068,"[(126, 287)]",1,1,1,1.0,1.0,1.0
96768204,"[(282, 315), (282, 316)]",2,1,2,2.0,2.0,1.0
96775705,"[(79, 56)]",1,1,1,1.0,1.0,1.0
96788201,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96788307,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96792164,"[(39, 31)]",1,1,1,1.0,1.0,1.0
96792187,"[(79, 15)]",1,1,1,1.0,1.0,1.0
96800909,"[(344, 48), (345, 48)]",2,2,1,0.5,0.5,1.0
96817376,"[(392, 69)]",1,1,1,1.0,1.0,1.0
96836479,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96842149,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96842305,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96845019,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96846787,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96846900,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96848208,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96848275,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96850322,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96850513,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96852085,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96852180,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96852934,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96853154,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96857671,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96857989,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96858599,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96858769,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96859376,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96859613,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96859770,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96859906,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96864033,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96864172,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96910181,"[(315, 467)]",1,1,1,1.0,1.0,1.0
96914304,"[(230, 133)]",1,1,1,1.0,1.0,1.0
96922523,"[(40, 152)]",1,1,1,1.0,1.0,1.0
96934679,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96934793,"[(109, 329)]",1,1,1,1.0,1.0,1.0
96942952,"[(280, 292)]",1,1,1,1.0,1.0,1.0
96971964,"[(304, 288)]",1,1,1,1.0,1.0,1.0
96975665,"[(256, 71)]",1,1,1,1.0,1.0,1.0
96976129,"[(109, 329)]",1,1,1,1.0,1.0,1.0
