ts_ext,pixels,multiplicity,vertical_dimension,horizontal_dimension,ratio_x_y,ratio_x_y_bin,density
418246371,"[(319, 271)]",1,1,1,1.0,1.0,1.0
418252147,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418252294,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418253377,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418253831,"[(32, 35), (32, 36), (32, 35)]",3,1,2,2.0,2.0,1.0
418254326,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418254546,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418256523,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418256719,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418258647,"[(106, 308)]",1,1,1,1.0,1.0,1.0
418258667,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418259313,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418268741,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418268851,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418291892,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418292065,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418292332,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418294207,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418294309,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418297145,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418299670,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418299813,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418311951,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418312133,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418315456,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418315568,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418331335,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418331527,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418345231,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418345407,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418356670,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418356738,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418358836,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418358894,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418360092,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418360205,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418360555,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418360618,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418376277,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418376400,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418379177,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418384144,"[(41, 108)]",1,1,1,1.0,1.0,1.0
418384339,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418384436,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418387860,"[(414, 199)]",1,1,1,1.0,1.0,1.0
418391887,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418392592,"[(67, 90)]",1,1,1,1.0,1.0,1.0
418398102,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418399975,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418400134,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418400231,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418400349,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418401203,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418401347,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418402033,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418402202,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418412761,"[(322, 240)]",1,1,1,1.0,1.0,1.0
418413714,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418421791,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418429628,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418429835,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418438276,"[(56, 434)]",1,1,1,1.0,1.0,1.0
418441771,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418442113,"[(205, 152)]",1,1,1,1.0,1.0,1.0
418442301,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418442455,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418443310,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418443443,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418445605,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418445725,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418452559,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418452693,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418453679,"[(291, 3)]",1,1,1,1.0,1.0,1.0
418453967,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418454031,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418454209,"[(50, 169)]",1,1,1,1.0,1.0,1.0
418454893,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418454938,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418457467,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418457659,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418458619,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418458755,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418462128,"[(212, 69), (212, 70)]",2,1,2,2.0,2.0,1.0
418466069,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418466239,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418470704,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418475167,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418475284,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418504465,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418509962,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418510054,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418517572,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418517650,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418528698,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418528797,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418535371,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418535493,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418541779,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418555268,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418567087,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418567220,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418569982,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418570142,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418571948,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418572125,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418577736,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418577847,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418578081,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418578190,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418580485,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418580581,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418584030,"[(314, 116)]",1,1,1,1.0,1.0,1.0
418592336,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418592377,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418600586,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418602636,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418602759,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418616971,"[(176, 199)]",1,1,1,1.0,1.0,1.0
418617620,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418621117,"[(130, 344)]",1,1,1,1.0,1.0,1.0
418621131,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418621241,"[(146, 328)]",1,1,1,1.0,1.0,1.0
418621423,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418623217,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418623392,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418629186,"[(79, 217)]",1,1,1,1.0,1.0,1.0
418629591,"[(285, 358)]",1,1,1,1.0,1.0,1.0
418641270,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418641369,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418642675,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418642804,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418644410,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418644573,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418649499,"[(315, 477)]",1,1,1,1.0,1.0,1.0
418657648,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418658041,"[(167, 394)]",1,1,1,1.0,1.0,1.0
418658651,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418662094,"[(223, 24)]",1,1,1,1.0,1.0,1.0
418662223,"[(224, 77)]",1,1,1,1.0,1.0,1.0
418670852,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418671278,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418673457,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418673582,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418683488,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418683942,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418684079,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418686974,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418687180,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418687823,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418687951,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418694593,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418712594,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418715264,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418715458,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418719672,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418722948,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418723657,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418723760,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418727534,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418727628,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418728721,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418728807,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418734082,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418741217,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418741305,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418744639,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418744811,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418753712,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418766759,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418766811,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418767030,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418768455,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418768531,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418768979,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418769198,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418769499,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418769871,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418769983,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418770119,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418770233,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418782401,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418782519,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418787681,"[(398, 292)]",1,1,1,1.0,1.0,1.0
418795841,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418796070,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418799324,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418799565,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418801406,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418804892,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418804975,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418807530,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418807993,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418808139,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418808835,"[(257, 84)]",1,1,1,1.0,1.0,1.0
418812689,"[(294, 325)]",1,1,1,1.0,1.0,1.0
418812701,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418812891,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418813014,"[(246, 445)]",1,1,1,1.0,1.0,1.0
418820784,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418825142,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418825224,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418828883,"[(177, 164)]",1,1,1,1.0,1.0,1.0
418829134,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418829276,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418829677,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418829868,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418830713,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418830847,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418845235,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418849786,"[(345, 386)]",1,1,1,1.0,1.0,1.0
418849807,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418855509,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418855705,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418856481,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418856592,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418857929,"[(388, 347)]",1,1,1,1.0,1.0,1.0
418857943,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418858205,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418858599,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418858805,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418866064,"[(240, 468)]",1,1,1,1.0,1.0,1.0
418869714,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418869796,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418870348,"[(76, 118)]",1,1,1,1.0,1.0,1.0
418871237,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418871405,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418872542,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418872658,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418874491,"[(385, 434)]",1,1,1,1.0,1.0,1.0
418875021,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418875329,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418876642,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418877612,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418877764,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418882614,"[(338, 450), (338, 449)]",2,1,2,2.0,2.0,1.0
418892258,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418898357,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418900297,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418900393,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418906251,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418906351,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418907057,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418907098,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418915699,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418915843,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418929217,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418931689,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418931793,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418936397,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418936521,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418936871,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418937209,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418942917,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418949921,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418950144,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418987803,"[(23, 415), (23, 416)]",2,1,2,2.0,2.0,1.0
418987907,"[(25, 422)]",1,1,1,1.0,1.0,1.0
418990227,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418990305,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418990473,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418990912,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418995816,"[(109, 329)]",1,1,1,1.0,1.0,1.0
418996129,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419003185,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419003299,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419004607,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419004723,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419009324,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419009378,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419014400,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419016781,"[(119, 262)]",1,1,1,1.0,1.0,1.0
419017062,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419017167,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419017419,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419017741,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419019454,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419019647,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419024175,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419024327,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419024767,"[(308, 318)]",1,1,1,1.0,1.0,1.0
419025457,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419025575,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419027432,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419027509,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419029152,"[(264, 297)]",1,1,1,1.0,1.0,1.0
419029310,"[(351, 344)]",1,1,1,1.0,1.0,1.0
419029323,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419029441,"[(404, 452)]",1,1,1,1.0,1.0,1.0
419029953,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419030046,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419030279,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419030360,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419031364,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419032015,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419032128,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419033032,"[(66, 410)]",1,1,1,1.0,1.0,1.0
419033102,"[(54, 175)]",1,1,1,1.0,1.0,1.0
419039695,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419042457,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419042834,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419042991,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419045698,"[(381, 303)]",1,1,1,1.0,1.0,1.0
419045735,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419052808,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419053076,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419070003,"[(277, 34), (277, 33), (277, 34)]",3,1,2,2.0,2.0,1.0
419070077,"[(277, 34)]",1,1,1,1.0,1.0,1.0
419079806,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419079863,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419090269,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419090414,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419090667,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419090788,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419096672,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419096827,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419104723,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419104803,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419107726,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419107827,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419122629,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419122768,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419127175,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419127318,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419128839,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419146002,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419148602,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419148784,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419149245,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419150766,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419150848,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419151203,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419151405,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419151455,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419151680,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419165805,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419171095,"[(385, 430)]",1,1,1,1.0,1.0,1.0
419174327,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419174491,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419179366,"[(375, 402)]",1,1,1,1.0,1.0,1.0
419180665,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419180839,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419189319,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419189425,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419191903,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419192032,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419194743,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419194842,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419195336,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419195399,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419199868,"[(24, 232)]",1,1,1,1.0,1.0,1.0
419199924,"[(7, 126), (7, 125), (7, 126)]",3,1,2,2.0,2.0,1.0
419199992,"[(68, 205)]",1,1,1,1.0,1.0,1.0
419207971,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419207997,"[(187, 329)]",1,1,1,1.0,1.0,1.0
419208697,"[(382, 103)]",1,1,1,1.0,1.0,1.0
419211914,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419212011,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419216800,"[(181, 140)]",1,1,1,1.0,1.0,1.0
419219913,"[(326, 128)]",1,1,1,1.0,1.0,1.0
419222888,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419223063,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419225091,"[(389, 170)]",1,1,1,1.0,1.0,1.0
419241180,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419241339,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419245557,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419245848,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419247907,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419248032,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419252561,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419252686,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419253502,"[(10, 65)]",1,1,1,1.0,1.0,1.0
419255456,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419255602,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419255984,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419256123,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419257062,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419257320,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419261453,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419261586,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419268578,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419268910,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419269883,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419270123,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419282681,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419282976,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419285097,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419285216,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419286608,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419286731,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419294574,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419294639,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419295520,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419303682,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419303981,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419304174,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419304332,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419313940,"[(306, 98)]",1,1,1,1.0,1.0,1.0
419314598,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419314763,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419315747,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419315935,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419335835,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419336050,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419340168,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419340232,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419351657,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419356068,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419358356,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419358503,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419360126,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419360361,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419361732,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419361906,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419364508,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419364768,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419370780,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419370996,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419371574,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419378657,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419378852,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419383445,"[(205, 76)]",1,1,1,1.0,1.0,1.0
419385268,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419391526,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419391639,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419391664,"[(214, 192)]",1,1,1,1.0,1.0,1.0
419391699,"[(214, 192)]",1,1,1,1.0,1.0,1.0
419393523,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419393652,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419404872,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419412232,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419412409,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419412669,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419414723,"[(109, 329)]",1,1,1,1.0,1.0,1.0
419418723,"[(109, 329)]",1,1,1,1.0,1.0,1.0
